FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Steven,Berghuis,MID,WAT,5000000,0,0,0.0,0.0,0.0,0,183,0,0,0,0,0,0,0,0.0,12,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,19,0,0,0,0,0,3,0,0,0,Swansea,West Brom,Arsenal,Chelsea,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Bernardo Silva,MID,MCI,7600000,1,5,0.33333333333333304,4.3859649122807e-08,6.57894736842105e-07,0,80017,0,1,0,0,0,0,0,0.6,7944,-4,1,5,4,0.1,0,1.0,0,0,0,0,0,0.7,12449,0,0,0,0,118,1109,-1,0,28,Crystal Palace,Chelsea,Stoke,Burnley,West Brom,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,10.8
Ryan,Bertrand,DEF,SOU,5500000,6,22,4.4,8e-07,4e-06,0,262810,0,4,0,0,0,0,0,4.0,62551,0,0,22,0,0.8,0,4.3,2,0,3,0,0,12.9,184129,0,0,0,0,445,9346,0,0,97,Man Utd,Stoke,Newcastle,West Brom,Brighton,3.3,5.2,4.1,5.0,6.3,3.5,4.2,4.4,4.4,5.2,5.0,3.8,5.8,4.3,6.6,4.0,4.9,6.6,3.9,5.1,6.4,5.3,5.4,5.7,5.6,6.6,4.6,3.7,4.0,4.0,5.0,4.7,2.2,22.6
Muhamed,Besic,MID,EVE,4400000,0,2,0.133333333333333,3.03030303030303e-08,4.54545454545455e-07,0,4289,0,0,0,0,0,0,0,0.4,869,-1,1,2,1,0.1,0,0.3,0,0,0,0,0,0.2,3039,0,0,0,0,46,1344,-1,0,10,Bournemouth,Burnley,Brighton,Arsenal,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.0
Philip,Billing,MID,HUD,4500000,0,9,2.3,5.11111111111111e-07,2e-06,0,15761,2,2,0,0,0,0,0,2.0,3346,0,0,9,0,0.3,0,1.3,0,0,3,0,0,0.6,29905,0,0,0,0,322,941,0,0,42,Burnley,Tottenham,Swansea,Man Utd,Liverpool,1.6,1.2,3.3,1.5,1.2,1.7,1.7,1.4,1.3,2.0,1.8,1.9,2.5,2.0,2.4,1.9,1.4,3.4,1.2,2.6,1.2,2.8,1.3,2.1,1.9,2.5,1.6,1.3,1.2,1.6,3.1,1.3,3.2,10.7
Daley,Blind,DEF,MUN,5500000,0,18,6.0,1.0909090909090901e-06,3.27272727272727e-06,0,91457,0,0,0,0,0,0,0,3.3,36899,0,0,18,0,0.4,0,2.0,0,0,3,0,0,2.4,117973,0,0,0,0,270,2396,0,0,81,Southampton,Crystal Palace,Liverpool,Huddersfield,Tottenham,8.5,8.6,4.8,6.4,7.4,7.1,8.5,8.8,9.0,4.1,5.8,9.0,7.1,4.5,7.8,7.7,5.5,9.0,6.5,9.0,8.7,6.8,8.3,7.2,9.0,5.4,6.8,5.1,8.7,6.3,9.0,6.9,7.2,14.8
Jeremie,Boga,MID,CHE,6000000,0,1,1.0,1.66666666666667e-07,1.66666666666667e-07,0,792,0,0,0,0,0,0,0,0.2,64,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,509,0,0,0,0,17,5,0,0,1,Stoke,Man City,Crystal Palace,Watford,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Bojan,MID,STK,5500000,0,2,2.0,3.63636363636364e-07,3.63636363636364e-07,0,5590,0,1,0,0,0,0,0,0.4,575,0,0,2,0,0.0,0,0.0,0,0,0,0,0,0.1,1841,0,0,0,0,71,3,0,0,5,Chelsea,Southampton,Man City,Bournemouth,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9
Yannick,Bolasie,MID,EVE,6500000,0,0,0.0,0.0,0.0,0,2800,0,0,0,0,0,0,0,0.0,240,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,316,0,0,0,0,0,41,0,0,0,Bournemouth,Burnley,Brighton,Arsenal,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gaetan,Bong,DEF,BHA,4400000,0,0,0.0,0.0,0.0,0,2987,0,0,0,0,0,0,0,0.0,372,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,270,0,0,0,0,0,34,0,0,0,Newcastle,Arsenal,Everton,West Ham,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wilfried,Bony,FWD,SWA,6000000,1,2,0.133333333333333,2.2222222222222204e-08,3.3333333333333304e-07,0,18497,0,1,0,0,0,0,0,0.3,6889,0,0,2,0,0.2,0,1.0,0,0,0,0,0,0.6,45635,0,0,0,0,39,9689,0,0,9,Watford,West Ham,Huddersfield,Leicester,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.3
Artur,Boruc,GLK,BOU,4400000,0,0,0.0,0.0,0.0,0,92618,0,0,0,0,0,0,0,0.0,12864,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,2.4,1760,0,0,0,0,0,453,0,0,0,Everton,Leicester,Tottenham,Stoke,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofiane,Boufal,MID,SOU,5800000,0,3,0.2,3.4482758620689704e-08,5.17241379310345e-07,0,6755,0,2,0,0,0,0,0,0.5,704,-2,0,3,2,0.1,0,0.7,0,0,0,0,0,0.1,893,0,0,0,0,89,77,0,0,14,Man Utd,Stoke,Newcastle,West Brom,Brighton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.0
,Brad Smith,DEF,BOU,4000000,0,0,0.0,0.0,0.0,0,75039,0,0,0,0,0,0,0,0.0,13159,0,0,0,0,0.0,0,0.0,0,0,0,0,0,4.0,43335,0,0,0,0,0,3494,0,0,0,Everton,Leicester,Tottenham,Stoke,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robbie,Brady,MID,BUR,5500000,6,19,3.8,6.90909090909091e-07,3.45454545454545e-06,0,39114,2,5,0,0,0,0,0,3.5,9226,0,0,19,0,1.0,0,5.3,4,0,1,0,2,2.2,119144,0,0,0,0,437,32934,0,0,76,Huddersfield,Everton,West Ham,Man City,Newcastle,3.9,4.6,5.7,3.4,4.1,4.6,3.7,5.7,4.1,3.6,2.3,4.6,3.4,2.4,2.2,3.4,4.9,4.9,3.0,4.0,2.8,5.7,2.9,5.7,3.1,3.8,3.4,5.3,4.8,2.8,3.6,3.3,5.2,36.7
Claudio,Bravo,GLK,MCI,4800000,0,1,0.0666666666666667,1.3888888888888899e-08,2.0833333333333302e-07,0,23424,0,0,0,0,0,0,0,0.2,3759,-2,1,1,2,0.1,0,0.3,0,0,0,0,0,0.6,4962,0,0,0,0,44,639,-1,0,4,Crystal Palace,Chelsea,Stoke,Burnley,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Miguel,Britos,DEF,WAT,4500000,0,10,3.3,7.33333333333333e-07,2.22222222222222e-06,0,106193,1,3,0,0,0,1,0,2.2,12297,0,0,10,0,-0.2,0,-0.7,0,0,1,0,0,1.3,111263,0,0,0,0,203,78,0,1,40,Swansea,West Brom,Arsenal,Chelsea,Stoke,0.0,4.8,2.3,4.2,2.8,3.4,4.0,4.0,1.6,1.7,3.9,4.9,1.8,4.7,1.6,1.6,3.1,1.6,2.8,3.8,1.6,3.3,1.9,2.4,2.6,2.9,2.3,1.6,3.8,2.6,4.9,1.7,2.8,11.1
Leon,Britton,MID,SWA,4500000,0,3,0.2,4.444444444444441e-08,6.66666666666667e-07,0,3985,0,0,0,0,0,0,0,0.7,589,0,0,3,0,0.0,0,0.0,0,0,1,0,0,0.1,2236,0,0,0,0,73,181,0,0,6,Watford,West Ham,Huddersfield,Leicester,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.7
Isaiah,Brown,MID,BHA,5300000,0,1,0.0666666666666667,1.2578616352201299e-08,1.88679245283019e-07,0,2761,0,0,0,0,0,0,0,0.2,199,-2,1,1,2,0.0,0,0.0,0,0,0,0,0,0.0,109,0,0,0,0,23,12,-1,0,4,Newcastle,Arsenal,Everton,West Ham,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
,Bruno,DEF,BHA,4500000,0,9,2.3,5.11111111111111e-07,2e-06,0,6178,1,4,0,0,0,0,0,2.0,1425,0,0,9,0,0.5,0,2.3,1,0,1,0,0,0.2,1957,0,0,0,0,286,93,0,0,52,Newcastle,Arsenal,Everton,West Ham,Southampton,2.1,1.2,2.2,1.3,1.9,2.9,2.9,1.2,3.2,2.7,1.6,3.2,1.8,1.9,1.8,1.7,2.5,2.3,2.0,2.6,3.4,1.5,1.4,2.6,1.3,1.2,1.9,2.2,3.0,2.0,1.6,1.7,1.2,5.4
Chris,Brunt,MID,WBA,5500000,3,17,4.3,7.81818181818182e-07,3.09090909090909e-06,0,74025,0,1,0,0,0,0,0,3.1,21658,0,0,17,0,0.4,0,2.0,3,0,3,0,1,1.6,116856,0,0,0,0,341,969,0,0,69,Arsenal,Watford,Leicester,Southampton,Man City,0.0,3.0,4.1,5.3,3.6,4.0,4.7,5.5,5.0,5.8,6.4,3.0,3.8,3.3,6.4,6.4,3.6,4.5,5.1,4.0,3.7,4.7,4.9,6.1,5.8,4.8,4.6,4.6,2.6,5.9,4.6,3.1,5.6,17.6
Harry,Bunn,MID,HUD,4500000,0,0,0.0,0.0,0.0,0,411,0,0,0,0,0,0,0,0.0,39,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,43,0,0,0,0,0,8,0,0,0,Burnley,Tottenham,Swansea,Man Utd,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver,Burke,MID,WBA,5500000,0,5,0.33333333333333304,6.06060606060606e-08,9.09090909090909e-07,0,1520,0,1,0,0,0,0,0,0.9,505,0,0,5,0,0.3,0,1.7,0,0,0,0,1,0.0,3188,0,0,0,0,35,49,0,0,16,Arsenal,Watford,Leicester,Southampton,Man City,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.6
Jack,Butland,GLK,STK,5000000,1,20,4.0,8e-07,4e-06,0,42819,0,6,0,18,0,0,0,4.0,12453,0,0,20,0,0.4,0,2.0,3,0,1,0,0,3.9,81373,0,0,0,1,450,3727,0,0,96,Chelsea,Southampton,Man City,Bournemouth,Watford,5.1,4.9,2.1,5.9,6.0,5.0,3.8,4.1,6.0,4.0,5.5,2.9,6.0,6.0,2.8,3.2,5.2,2.0,5.4,5.0,2.7,6.0,2.0,4.5,3.4,5.5,2.0,5.1,2.2,4.7,2.0,6.0,5.2,15.1
Sam,Byram,DEF,WHU,4400000,0,0,0.0,0.0,0.0,0,4507,0,0,0,0,0,0,0,0.0,617,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.2,579,0,0,0,0,0,140,0,0,0,Tottenham,Swansea,Burnley,Brighton,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Willy,Caballero,GLK,CHE,4900000,0,0,0.0,0.0,0.0,0,2454,0,0,0,0,0,0,0,0.0,266,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,337,0,0,0,0,0,54,0,0,0,Stoke,Man City,Crystal Palace,Watford,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yohan,Cabaye,MID,CRY,5500000,1,4,0.266666666666667,4.848484848484849e-08,7.27272727272727e-07,0,13331,2,2,0,0,0,0,0,0.7,1775,0,0,4,0,0.2,0,1.3,1,0,0,0,0,0.3,3317,0,0,0,0,212,454,0,0,44,Man City,Man Utd,Chelsea,Newcastle,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,19.6
Gary,Cahill,DEF,CHE,6300000,7,4,0.266666666666667,4.23280423280423e-08,6.349206349206351e-07,0,450863,0,3,0,0,0,0,0,0.6,6818,-2,0,4,2,0.4,0,2.3,1,0,1,0,0,4.1,13172,0,0,0,0,103,9281,0,1,21,Stoke,Man City,Crystal Palace,Watford,Bournemouth,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.0
,Callum Wilson,FWD,BOU,5900000,0,0,0.0,0.0,0.0,0,1145,0,0,0,0,0,0,0,0.0,120,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,0.0,235,0,0,0,0,0,37,-1,0,0,Everton,Leicester,Tottenham,Stoke,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominic,Calvert-Lewin,FWD,EVE,5000000,1,13,2.6,5.2e-07,2.6e-06,0,68782,0,5,0,0,0,0,0,2.6,14762,0,0,13,0,0.2,0,1.0,0,0,1,0,2,2.1,132036,0,0,0,0,267,24301,0,0,37,Bournemouth,Burnley,Brighton,Arsenal,Leicester,3.9,2.7,2.1,3.6,1.6,1.6,2.4,1.9,3.9,2.4,1.3,1.3,1.4,2.0,1.4,2.2,2.3,2.2,2.3,3.4,1.3,3.3,2.8,1.9,3.2,1.5,1.9,3.6,2.5,2.3,1.3,1.8,1.3,25.0
Geoff,Cameron,DEF,STK,4500000,0,11,2.8,6.22222222222222e-07,2.44444444444444e-06,0,18928,0,2,0,0,0,0,0,2.4,5465,0,0,11,0,0.2,0,1.0,0,0,1,0,0,0.4,16540,0,0,0,0,293,79,0,0,51,Chelsea,Southampton,Man City,Bournemouth,Watford,0.0,2.9,1.4,3.7,3.8,3.0,2.2,2.9,3.9,2.3,3.4,1.6,4.2,3.8,1.5,1.8,3.2,1.4,3.3,3.0,1.5,3.8,1.4,2.6,1.9,3.4,1.4,3.1,1.4,2.8,1.4,4.2,3.1,7.7
Emre,Can,MID,LIV,5000000,4,13,3.3,6.6e-07,2.6e-06,0,206938,2,9,0,0,0,0,0,2.6,44664,0,0,13,0,0.5,0,2.7,0,0,1,0,2,6.9,181377,0,0,0,0,353,22066,0,0,78,Leicester,Newcastle,Man Utd,Tottenham,Huddersfield,0.0,1.8,3.2,2.5,4.0,1.6,3.1,3.9,1.6,1.6,4.9,3.6,1.9,1.6,3.8,4.7,1.8,3.0,4.2,1.6,2.6,2.3,4.9,4.1,1.6,2.5,2.5,2.3,4.9,1.6,4.5,1.9,3.7,21.2
Etienne,Capoue,MID,WAT,5300000,1,7,0.46666666666666706,8.805031446540882e-08,1.32075471698113e-06,0,195223,0,2,0,0,0,1,0,1.3,28071,-2,0,7,2,0.1,0,0.3,0,0,0,0,0,3.2,33334,0,0,0,0,30,892,0,0,19,Swansea,West Brom,Arsenal,Chelsea,Stoke,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,6.5
Michael,Carrick,MID,MUN,4300000,0,0,0.0,0.0,0.0,0,36740,0,0,0,0,0,0,0,0.0,6130,-2,1,0,2,0.0,0,0.0,0,0,0,0,0,1.1,23133,0,0,0,0,0,9044,-1,0,0,Southampton,Crystal Palace,Liverpool,Huddersfield,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andre,Carrillo,MID,WAT,5500000,2,6,0.4,7.27272727272727e-08,1.0909090909090901e-06,0,457,0,6,0,0,0,0,0,1.1,172,0,0,6,0,0.4,0,2.0,0,0,1,0,0,0.0,1446,0,0,0,0,223,476,0,0,27,Swansea,West Brom,Arsenal,Chelsea,Stoke,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.8
Andy,Carroll,FWD,WHU,5900000,2,4,2.0,3.3898305084745803e-07,6.77966101694915e-07,0,6064,0,0,0,0,0,0,0,0.7,2444,-1,0,4,1,0.2,0,1.3,0,0,2,0,0,0.3,15553,0,0,0,0,162,7787,0,0,5,Tottenham,Swansea,Burnley,Brighton,Crystal Palace,1.2,1.1,1.0,2.5,1.0,2.8,1.0,2.6,1.0,1.0,1.6,2.8,1.0,1.8,1.0,1.0,1.8,1.0,3.0,2.6,1.0,1.3,1.0,1.0,2.1,1.8,1.4,1.0,2.8,1.0,1.5,1.0,2.8,10.1
Tom,Carroll,MID,SWA,4500000,2,12,2.4,5.33333333333333e-07,2.66666666666667e-06,0,119073,1,5,0,0,0,0,0,2.7,23627,0,0,12,0,0.5,0,2.3,0,0,3,0,0,6.2,136090,0,0,0,0,445,24157,0,0,57,Watford,West Ham,Huddersfield,Leicester,Arsenal,1.2,2.0,1.2,1.3,2.1,1.2,2.5,1.6,2.6,1.8,1.2,1.2,2.9,1.3,1.7,3.4,1.2,2.5,1.4,1.9,2.3,1.2,2.2,2.5,2.2,1.2,1.4,2.2,1.9,2.2,1.2,2.6,1.2,19.0
Cameron,Carter-Vickers,DEF,TOT,4500000,0,0,0.0,0.0,0.0,0,549,0,0,0,0,0,0,0,0.0,43,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,319,0,0,0,0,0,9,0,0,0,West Ham,Huddersfield,Bournemouth,Liverpool,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig,Cathcart,DEF,WAT,4500000,0,1,0.0666666666666667,1.48148148148148e-08,2.22222222222222e-07,0,661,0,0,0,0,0,0,0,0.2,96,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.0,114,0,0,0,0,19,10,0,0,4,Swansea,West Brom,Arsenal,Chelsea,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Santiago,Cazorla,MID,ARS,7000000,0,0,0.0,0.0,0.0,0,1162,0,0,0,0,0,0,0,0.0,128,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,305,0,0,0,0,0,53,0,0,0,West Brom,Brighton,Watford,Everton,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Petr,Cech,GLK,ARS,5500000,10,22,4.4,8e-07,4e-06,0,76994,0,8,0,15,0,0,0,4.0,9590,0,0,22,0,1.1,0,6.0,3,0,2,0,0,5.4,24889,0,0,0,0,450,11183,0,0,101,West Brom,Brighton,Watford,Everton,Swansea,6.6,6.6,6.1,2.2,4.8,2.2,5.9,2.7,6.3,5.4,4.4,2.2,6.1,6.6,3.8,3.7,6.0,2.5,6.6,5.2,6.4,5.6,4.2,3.6,5.8,2.2,6.6,5.8,2.9,6.6,2.2,5.6,2.6,14.7
,Cedric,DEF,SOU,5000000,6,20,4.0,8e-07,4e-06,0,214826,0,4,0,0,0,0,0,4.0,49385,0,0,20,0,0.9,0,4.3,0,0,3,0,0,10.3,150590,0,0,0,0,450,18344,0,0,87,Man Utd,Stoke,Newcastle,West Brom,Brighton,2.9,4.6,3.5,4.5,5.6,3.0,3.6,3.8,3.8,4.6,4.4,3.3,5.1,3.7,6.0,3.4,4.4,6.0,3.4,4.5,5.8,4.6,4.8,5.0,4.9,6.0,4.0,3.1,3.4,3.4,4.4,4.1,2.0,19.1
Nacer,Chadli,MID,WBA,5700000,0,0,0.0,0.0,0.0,0,26083,0,0,0,0,0,0,0,0.0,3153,-3,1,0,3,0.0,0,0.0,0,0,0,0,0,0.3,2466,0,0,0,0,0,69,-1,0,0,Arsenal,Watford,Leicester,Southampton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathaniel,Chalobah,MID,WAT,4500000,2,12,2.4,5.33333333333333e-07,2.66666666666667e-06,0,61378,1,7,0,0,0,0,0,2.7,13645,0,0,12,0,0.6,0,2.7,0,0,3,0,0,3.3,121209,0,0,0,0,429,19496,0,0,37,Swansea,West Brom,Arsenal,Chelsea,Stoke,3.6,2.2,1.9,2.6,1.2,2.9,2.5,2.5,1.2,1.2,2.5,3.1,1.2,2.2,1.3,1.2,2.2,1.2,2.3,1.8,1.2,2.0,1.9,1.2,2.1,1.7,1.6,1.2,2.2,1.3,3.1,1.2,1.4,19.6
,Chamberlain,MID,LIV,5900000,1,8,0.5333333333333329,9.039548022598869e-08,1.35593220338983e-06,0,143120,0,11,0,0,0,0,0,1.4,32676,-1,1,8,1,0.2,0,1.3,0,0,0,0,0,2.4,79034,0,0,0,0,297,3287,-1,0,74,Leicester,Newcastle,Man Utd,Tottenham,Huddersfield,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.6,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,23.7
Calum,Chambers,DEF,ARS,4800000,0,0,0.0,0.0,0.0,0,14806,0,0,0,0,0,0,0,0.0,1429,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.2,1550,0,0,0,0,0,94,0,0,0,West Brom,Brighton,Watford,Everton,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
