FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Dominic,Solanke,FWD,LIV,4700000,1,18,0.9,1.9148936170212802e-07,3.82978723404255e-06,0,183617,0,3,0,0,0,0,0,3.8,6713,-3,0,18,3,0.2,0,1.0,0,0,1,0,1,1.6,91622,0,0,0,0,284,3349,0,0,40,Leicester,Burnley,Man City,Swansea,Huddersfield,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.4,0.4,0.4,0.4,0.5,0.4,0.6,0.4,0.5,35.9
Heung-Min,Son,MID,TOT,8000000,14,87,4.6,5.75e-07,1.0875e-05,0,254095,0,8,0,0,0,6,0,10.9,47733,0,0,87,0,1.0,0,8.3,6,0,7,0,4,4.1,398207,0,0,0,3,1113,60601,0,0,282,Swansea,West Ham,Everton,Southampton,Man Utd,0.0,11.2,6.5,4.5,4.9,3.2,5.7,4.1,6.3,4.9,5.8,3.9,4.2,3.5,3.8,4.8,4.5,5.3,123.3
Pape,Souare,DEF,CRY,4500000,0,0,0.0,0.0,0.0,0,1065,0,0,0,0,0,0,0,0.0,55,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,932,0,0,0,0,0,64,0,0,0,Man City,Southampton,Burnley,Arsenal,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Souttar,DEF,STK,4000000,0,0,0.0,0.0,0.0,0,5942,0,0,0,0,0,0,0,0.0,248,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,9385,0,0,0,0,0,216,0,0,0,Chelsea,Newcastle,Man Utd,Huddersfield,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julian,Speroni,GLK,CRY,4100000,3,36,3.3,8.04878048780488e-07,8.78048780487805e-06,0,83252,0,14,0,30,0,0,0,8.8,6687,1,0,36,-1,1.0,0,4.3,3,0,2,0,0,5.3,242957,0,0,0,1,990,15517,0,0,175,Man City,Southampton,Burnley,Arsenal,West Ham,2.9,3.2,3.8,2.3,3.5,3.5,2.1,3.7,3.6,3.2,2.6,3.6,2.7,4.6,3.9,3.1,3.1,4.2,21.3
Junior,Stanislas,MID,BOU,5900000,0,29,1.45,2.45762711864407e-07,4.91525423728814e-06,0,15888,1,11,0,0,0,1,0,4.9,359,-1,0,29,1,0.2,0,1.3,3,0,1,0,1,0.1,13216,0,0,0,1,675,29,0,0,110,Everton,Brighton,Arsenal,West Ham,Chelsea,0.0,0.7,1.0,0.7,0.7,0.8,0.7,1.0,0.7,0.7,1.0,0.7,0.9,0.7,0.7,0.7,1.1,0.7,49.7
Jon Gorenc,Stankovic,DEF,HUD,3900000,0,0,0.0,0.0,0.0,0,5692,0,0,0,0,0,0,0,0.0,265,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,3895,0,0,0,0,0,620,0,0,0,Burnley,Leicester,West Ham,Stoke,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maarten,Stekelenburg,GLK,EVE,4300000,0,0,0.0,0.0,0.0,0,19180,0,0,0,0,0,0,0,0.0,356,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.4,2133,0,0,0,0,0,53,0,0,0,Bournemouth,Man Utd,Tottenham,West Brom,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dale,Stephens,MID,BHA,4500000,1,48,2.4,5.33333333333333e-07,1.06666666666667e-05,0,110236,2,25,0,0,0,0,0,10.7,5734,0,0,48,0,0.4,0,2.0,0,0,7,0,1,1.4,148565,0,0,0,0,1800,2885,0,0,312,Newcastle,Bournemouth,West Brom,Chelsea,Southampton,1.6,2.5,1.5,2.0,1.5,2.4,1.3,2.6,2.3,1.7,1.2,2.1,2.7,1.3,1.9,1.4,1.9,1.2,58.7
Jack,Stephens,DEF,SOU,4500000,0,19,0.95,2.1111111111111103e-07,4.2222222222222194e-06,0,52867,2,12,0,0,0,0,0,4.2,335,-5,0,19,5,0.2,0,0.7,1,0,2,0,0,0.2,15296,0,0,0,0,720,138,0,0,130,Man Utd,Crystal Palace,Watford,Tottenham,Brighton,0.5,1.1,0.6,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,23.5
Raheem,Sterling,MID,MCI,8800000,11,136,7.6,8.63636363636364e-07,1.54545454545455e-05,0,981345,1,10,0,0,0,13,0,15.5,15515,8,-1,136,-8,0.9,0,8.2,14,0,7,0,7,33.9,2487926,0,0,0,5,1386,214590,1,1,438,Crystal Palace,Watford,Liverpool,Newcastle,West Brom,9.4,9.1,7.9,10.2,10.6,9.8,9.9,8.2,9.5,9.6,10.5,9.6,9.3,8.4,10.2,9.6,11.1,10.1,186.3
,Steve Cook,DEF,BOU,4700000,1,39,1.95,4.1489361702127707e-07,8.297872340425529e-06,0,79756,4,24,0,0,0,1,0,8.3,4896,-3,0,39,3,0.1,0,0.5,4,0,3,0,0,1.3,100807,0,0,0,1,1243,731,0,0,209,Everton,Brighton,Arsenal,West Ham,Chelsea,1.3,1.5,1.8,1.6,1.4,1.7,1.2,1.5,1.1,1.6,1.9,1.8,2.8,1.1,1.6,1.4,1.5,1.4,49.2
John,Stones,DEF,MCI,5400000,0,46,3.8,7.037037037037041e-07,8.518518518518519e-06,0,662230,0,6,0,0,0,0,0,8.5,5442,-1,1,46,1,0.0,0,0.0,2,0,6,0,0,3.2,507481,0,0,0,0,884,937,-1,0,226,Crystal Palace,Watford,Liverpool,Newcastle,West Brom,0.0,0.0,0.0,4.0,4.8,4.2,3.5,3.3,4.5,4.2,5.2,2.9,4.1,3.7,3.8,4.6,4.6,4.3,28.7
Daniel,Sturridge,FWD,LIV,7900000,0,25,2.8,3.54430379746835e-07,3.16455696202532e-06,0,55736,0,3,0,0,0,2,0,3.2,652,-1,0,25,1,0.0,0,0.0,0,0,3,0,1,0.6,39421,0,0,0,0,427,96,0,0,108,Leicester,Burnley,Man City,Swansea,Huddersfield,0.0,2.0,2.4,2.2,2.0,2.7,2.4,3.0,3.1,1.7,2.7,2.4,2.0,3.2,2.3,3.5,1.5,3.2,56.8
Isaac,Success,MID,WAT,5300000,0,0,0.0,0.0,0.0,0,2761,0,0,0,0,0,0,0,0.0,43,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,684,0,0,0,0,0,43,0,0,0,Swansea,Man City,Southampton,Leicester,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew,Surman,MID,BOU,4800000,0,66,3.9,8.125e-07,1.375e-05,0,429972,1,24,0,0,0,2,0,13.8,99377,3,0,66,-3,0.6,0,2.7,7,0,4,0,4,7.2,735194,0,0,0,1,1530,4466,0,0,295,Everton,Brighton,Arsenal,West Ham,Chelsea,0.0,3.0,4.4,3.4,3.2,4.1,3.5,4.5,3.5,3.7,4.6,3.6,4.2,2.6,3.7,3.7,4.9,3.5,66.8
Markus,Suttner,DEF,BHA,4300000,1,36,3.3,7.674418604651159e-07,8.372093023255811e-06,0,63117,0,12,0,0,0,0,0,8.4,1556,-2,0,36,2,0.4,0,1.7,3,0,4,0,0,0.5,46908,0,0,0,1,990,2418,0,0,184,Newcastle,Bournemouth,West Brom,Chelsea,Southampton,2.6,3.6,2.9,4.1,2.9,4.7,2.9,3.6,4.1,1.9,2.4,3.3,4.2,3.7,3.8,2.9,3.8,2.4,26.8
Dusan,Tadic,MID,SOU,6300000,6,62,3.4,5.396825396825401e-07,9.841269841269839e-06,0,265346,2,20,0,0,0,3,0,9.8,3610,-2,0,62,2,0.5,0,3.3,5,0,5,0,2,1.7,175690,0,0,0,1,1363,1285,0,0,241,Man Utd,Crystal Palace,Watford,Tottenham,Brighton,2.0,3.3,3.0,2.9,3.5,3.0,2.7,2.9,3.2,3.3,3.6,2.8,2.2,3.0,2.9,3.7,3.4,2.0,121.3
Matt,Targett,DEF,SOU,4300000,0,2,0.1,2.32558139534884e-08,4.65116279069767e-07,0,6590,0,6,0,0,0,0,0,0.5,118,-2,0,2,2,0.1,0,0.3,0,0,0,0,0,0.1,1246,0,0,0,0,166,113,0,0,35,Man Utd,Crystal Palace,Watford,Tottenham,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1
James,Tarkowski,DEF,BUR,4700000,0,68,3.8,8.085106382978721e-07,1.4468085106382998e-05,0,253479,3,12,0,0,0,0,0,14.5,42423,2,1,68,-2,0.7,0,3.3,1,0,9,0,0,3.4,418939,0,0,0,0,1620,5573,-1,0,322,Huddersfield,Liverpool,Crystal Palace,Man Utd,Newcastle,0.0,4.3,4.7,4.3,3.7,3.5,3.5,4.5,3.8,4.4,4.7,4.1,4.8,3.8,4.0,5.4,3.1,4.1,68.3
Charlie,Taylor,DEF,BUR,4200000,0,7,0.35,8.33333333333333e-08,1.66666666666667e-06,0,13023,2,5,0,0,0,0,0,1.7,653,-3,0,7,3,0.3,0,1.2,0,0,1,0,0,0.2,8511,0,0,0,0,319,2179,0,0,44,Huddersfield,Liverpool,Crystal Palace,Man Utd,Newcastle,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.8
Stuart,Taylor,GLK,SOU,4000000,0,0,0.0,0.0,0.0,0,9365,0,0,0,0,0,0,0,0.0,363,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,14914,0,0,0,0,0,346,0,0,0,Man Utd,Crystal Palace,Watford,Tottenham,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James,Tomkins,DEF,CRY,4300000,7,30,1.5,3.48837209302326e-07,6.97674418604651e-06,0,60845,2,12,0,0,0,1,0,7.0,1322,-2,0,30,2,0.7,0,3.0,1,0,2,0,0,0.5,17655,0,0,0,0,862,2959,0,0,176,Man City,Southampton,Burnley,Arsenal,West Ham,0.8,0.9,1.2,0.8,1.0,1.0,0.8,1.1,1.1,0.9,0.8,1.0,0.8,1.5,1.2,0.9,0.9,1.3,30.5
Fikayo,Tomori,DEF,CHE,4500000,0,0,0.0,0.0,0.0,0,741,0,0,0,0,0,0,0,0.0,21,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,394,0,0,0,0,0,11,0,0,0,Stoke,Arsenal,Leicester,Brighton,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andros,Townsend,MID,CRY,5600000,12,64,3.2,5.714285714285711e-07,1.14285714285714e-05,0,116216,1,30,0,0,0,1,0,11.4,2988,-4,0,64,4,0.9,0,4.8,6,0,3,0,4,1.0,43344,0,0,0,0,1708,5793,0,0,307,Man City,Southampton,Burnley,Arsenal,West Ham,1.9,2.6,3.1,1.8,2.4,3.4,2.9,2.8,2.8,2.2,2.5,2.6,2.9,3.4,2.6,3.1,2.4,3.6,122.0
Kieran,Trippier,DEF,TOT,5300000,0,58,4.5,8.49056603773585e-07,1.09433962264151e-05,0,649215,0,14,0,0,0,0,0,10.7,71694,-2,1,58,2,0.1,0,0.7,9,0,4,0,4,4.7,690921,0,0,0,2,1083,3693,-1,0,301,Swansea,West Ham,Everton,Southampton,Man Utd,0.0,11.0,5.0,5.0,5.6,4.2,6.1,5.4,6.2,4.3,5.5,5.0,4.9,4.7,5.2,6.1,5.0,5.0,69.0
Nathan,Trott,GLK,WHU,4000000,0,0,0.0,0.0,0.0,0,1084,0,0,0,0,0,0,0,0.0,229,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,4947,0,0,0,0,0,943,0,0,0,West Brom,Tottenham,Huddersfield,Bournemouth,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Axel,Tuanzebe,DEF,MUN,3900000,0,0,0.0,0.0,0.0,0,105733,0,0,0,0,0,0,0,0.0,2785,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.6,94813,0,0,0,0,0,2304,0,0,0,Southampton,Everton,Stoke,Burnley,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rayhaan,Tulloch,FWD,WBA,4500000,0,0,0.0,0.0,0.0,0,8244,0,0,0,0,0,0,0,0.0,2077,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,20919,0,0,0,0,0,4057,0,0,0,Arsenal,West Ham,Brighton,Everton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh,Tymon,DEF,STK,4400000,0,0,0.0,0.0,0.0,0,1076,0,2,0,0,0,0,0,0.0,34,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,577,0,0,0,0,27,25,0,0,5,Chelsea,Newcastle,Man Utd,Huddersfield,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Leonardo,Ulloa,FWD,LEI,4800000,1,4,0.2,4.1666666666666696e-08,8.33333333333333e-07,0,17437,0,1,0,0,0,0,0,0.8,504,-2,0,4,2,0.1,0,0.7,0,0,0,0,0,0.2,12387,0,0,0,0,19,509,0,0,13,Liverpool,Huddersfield,Chelsea,Watford,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.4
Fredrik,Ulvestad,MID,BUR,4500000,0,0,0.0,0.0,0.0,0,104,0,0,0,0,0,0,0,0.0,19,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,148,0,0,0,0,0,15,0,0,0,Huddersfield,Liverpool,Crystal Palace,Man Utd,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio,Valencia,DEF,MUN,6800000,0,94,5.2,7.64705882352941e-07,1.38235294117647e-05,0,892978,3,11,0,0,0,2,0,13.8,119753,3,1,94,-3,0.5,0,3.7,9,0,11,0,0,10.1,811351,0,0,0,1,1595,1482,-1,0,402,Southampton,Everton,Stoke,Burnley,Tottenham,7.3,3.9,7.4,5.7,5.0,7.7,5.3,7.5,5.8,7.0,5.7,6.8,4.9,7.8,4.9,7.6,5.6,7.3,68.7
Enner,Valencia,FWD,WHU,5000000,0,0,0.0,0.0,0.0,0,2212,0,0,0,0,0,0,0,0.0,34,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,663,0,0,0,0,0,23,0,0,0,West Brom,Tottenham,Huddersfield,Bournemouth,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick,van Aanholt,DEF,CRY,5100000,0,8,0.4,7.84313725490196e-08,1.56862745098039e-06,0,158798,3,16,0,0,0,0,0,1.6,991,-4,0,8,4,0.0,0,0.2,0,0,0,0,0,0.8,15720,0,0,0,0,616,214,0,0,77,Man City,Southampton,Burnley,Arsenal,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,24.4
Mike,van der Hoorn,DEF,SWA,4400000,0,29,1.45,3.29545454545455e-07,6.5909090909090896e-06,0,7694,1,10,0,0,0,0,0,6.6,475,-1,0,29,1,0.3,0,1.2,1,0,4,0,0,0.1,7200,0,0,0,0,729,127,0,0,156,Watford,Tottenham,Newcastle,Liverpool,Arsenal,1.2,1.0,0.8,0.9,1.1,0.7,1.1,0.9,1.4,0.7,1.0,0.7,0.9,0.8,0.7,1.1,0.7,1.1,22.9
Virgil,van Dijk,DEF,SOU,5400000,0,25,2.1,3.88888888888889e-07,4.62962962962963e-06,0,141176,0,18,0,0,0,0,0,4.6,9126,-1,0,25,1,0.1,0,0.8,4,0,1,0,0,2.1,128095,0,0,0,1,993,23651,0,0,199,Man Utd,Crystal Palace,Watford,Tottenham,Brighton,0.0,0.0,2.1,1.8,2.4,1.7,1.7,1.6,1.9,1.5,1.4,1.8,1.2,1.9,1.3,1.6,1.0,1.3,43.7
Rajiv,van La Parra,MID,HUD,4800000,2,29,1.8,3.75e-07,6.04166666666667e-06,0,11466,2,17,0,0,0,1,0,6.0,169,-2,0,29,2,0.3,0,1.2,0,0,3,0,0,0.1,6379,0,0,0,0,934,147,0,1,84,Burnley,Leicester,West Ham,Stoke,Liverpool,1.4,0.9,1.6,0.9,1.1,0.9,1.6,0.9,0.9,1.7,1.4,1.0,0.9,1.2,0.9,1.9,0.9,1.5,53.3
Jamie,Vardy,FWD,LEI,8600000,2,88,4.4,5.11627906976744e-07,1.02325581395349e-05,0,1518545,1,28,0,0,0,8,0,10.2,102283,1,0,88,-1,0.4,1,3.5,13,0,4,0,2,14.9,1796599,0,0,0,1,1746,37558,0,0,311,Liverpool,Huddersfield,Chelsea,Watford,Everton,4.0,6.0,3.5,5.1,4.4,5.3,4.5,6.1,5.7,4.8,5.4,4.5,5.6,4.3,5.4,5.0,5.6,4.1,118.0
Jan,Vertonghen,DEF,TOT,6000000,1,67,3.4,5.66666666666667e-07,1.11666666666667e-05,0,382935,4,20,0,0,0,0,0,11.2,41222,0,0,67,0,0.5,0,2.7,4,0,8,0,1,7.7,314981,0,0,0,0,1769,12893,0,0,401,Swansea,West Ham,Everton,Southampton,Man Utd,0.0,7.6,3.3,3.3,3.8,2.7,4.2,4.1,4.3,2.8,3.7,3.3,3.2,3.1,3.4,4.2,3.3,3.3,66.3
Nikola,Vlasic,MID,EVE,5400000,0,10,0.5,9.259259259259259e-08,1.8518518518518502e-06,0,2194,0,8,0,0,0,0,0,1.9,50,-1,0,10,1,0.0,0,0.2,0,0,0,0,0,0.0,2399,0,0,0,0,303,15,0,0,46,Bournemouth,Man Utd,Tottenham,West Brom,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,17.4
Sam,Vokes,FWD,BUR,5700000,0,33,1.65,2.8947368421052605e-07,5.78947368421053e-06,0,429178,2,6,0,0,0,3,0,5.8,3999,-3,0,33,3,0.1,0,0.7,6,0,1,0,0,2.1,321496,0,0,0,1,458,2040,0,0,101,Huddersfield,Liverpool,Crystal Palace,Man Utd,Newcastle,0.9,1.1,1.1,1.2,1.1,1.0,1.0,1.2,1.3,0.9,0.8,1.0,1.1,1.3,1.3,1.4,0.8,1.4,35.8
Michel,Vorm,GLK,TOT,4800000,0,0,0.0,0.0,0.0,0,8701,0,0,0,0,0,0,0,0.0,107,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,7280,0,0,0,0,0,32,0,0,0,Swansea,West Ham,Everton,Southampton,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Molla,Wague,DEF,WAT,4500000,8,9,0.45,1e-07,2e-06,0,1207,0,2,0,0,0,1,0,2.0,370,0,0,9,0,0.3,0,1.3,0,0,0,0,0,0.1,3336,0,0,0,0,135,2709,0,0,28,Swansea,Man City,Southampton,Leicester,Stoke,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,9.6
Theo,Walcott,MID,ARS,7100000,0,4,0.2,2.8169014084507e-08,5.63380281690141e-07,0,121121,0,0,0,0,0,0,0,0.6,464,-4,0,4,4,0.0,0,0.2,0,0,0,0,0,0.6,13849,0,0,0,0,47,226,0,0,9,West Brom,Chelsea,Bournemouth,Crystal Palace,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
Kyle,Walker,DEF,MCI,6600000,6,78,4.3,6.51515151515152e-07,1.18181818181818e-05,0,914346,2,11,0,0,0,0,0,11.8,20409,1,0,78,-1,0.4,0,2.8,4,0,9,0,4,13.8,560188,1,0,0,2,1573,25427,0,1,394,Crystal Palace,Watford,Liverpool,Newcastle,West Brom,5.6,5.4,4.3,4.8,5.6,5.1,4.3,4.0,5.3,5.1,6.1,3.6,4.9,4.5,4.6,5.4,5.5,5.1,58.9
Kyle,Walker-Peters,DEF,TOT,4100000,0,7,0.35,8.53658536585366e-08,1.70731707317073e-06,0,121164,0,0,0,0,0,0,0,1.7,1939,-4,0,7,4,0.0,0,0.0,0,0,1,0,0,0.8,101223,0,0,0,0,98,938,0,0,33,Swansea,West Ham,Everton,Southampton,Man Utd,0.0,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.4
Jonathan,Walters,MID,BUR,5100000,1,3,0.15,2.94117647058824e-08,5.882352941176471e-07,0,30322,0,2,0,0,0,0,0,0.6,68,-4,0,3,4,0.0,0,0.2,0,0,0,0,0,0.1,1500,0,0,0,0,36,57,0,0,3,Huddersfield,Liverpool,Crystal Palace,Man Utd,Newcastle,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1
Aaron,Wan-Bissaka,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,34,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,60,0,0,0,0,0,12,0,0,0,Man City,Southampton,Burnley,Arsenal,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor,Wanyama,MID,TOT,4800000,0,3,0.15,3.125e-08,6.25e-07,0,40270,0,2,0,0,0,0,0,0.6,195,-2,0,3,2,0.0,0,0.0,0,0,0,0,0,0.3,4471,0,0,0,0,98,32,0,0,14,Swansea,West Ham,Everton,Southampton,Man Utd,0.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.2
Danny,Ward,GLK,LIV,4500000,0,0,0.0,0.0,0.0,0,711,0,0,0,0,0,0,0,0.0,33,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,639,0,0,0,0,0,19,0,0,0,Leicester,Burnley,Man City,Swansea,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel,Ward,DEF,CRY,4700000,0,27,1.9,4.0425531914893603e-07,5.74468085106383e-06,0,29346,3,20,0,0,0,0,0,5.7,649,-3,1,27,3,0.2,0,0.8,0,0,2,0,1,0.2,9621,1,0,0,0,1214,26,-1,0,207,Man City,Southampton,Burnley,Arsenal,West Ham,1.2,1.3,1.7,1.0,1.5,1.5,1.0,1.6,1.6,1.3,1.1,1.5,1.1,2.2,1.7,1.3,1.3,1.9,43.4
Stephen,Ward,DEF,BUR,4800000,0,76,4.5,9.375e-07,1.58333333333333e-05,0,1037193,1,12,0,0,0,1,0,15.5,146337,3,1,76,-3,0.4,0,1.8,9,0,7,0,1,12.4,1473356,0,0,0,1,1470,5240,-1,0,318,Huddersfield,Liverpool,Crystal Palace,Man Utd,Newcastle,0.0,0.0,0.0,5.5,4.8,4.6,4.5,5.6,4.9,5.4,5.9,5.2,6.0,4.8,5.1,6.7,4.0,5.2,51.5
James,Ward-Prowse,MID,SOU,5000000,0,28,1.4,2.8e-07,5.6e-06,0,118478,0,8,0,0,0,0,0,5.6,848,-5,0,28,5,0.3,0,1.3,0,0,1,0,2,0.4,17052,0,0,0,0,688,71,0,0,117,Man Utd,Crystal Palace,Watford,Tottenham,Brighton,0.7,0.8,0.7,0.7,0.9,0.7,0.7,0.7,0.8,0.8,0.9,0.7,0.7,0.7,0.7,0.9,0.8,0.7,46.6
Ben,Watson,MID,WAT,4300000,1,5,0.25,5.8139534883720896e-08,1.16279069767442e-06,0,12976,1,4,0,0,0,0,0,1.1,322,-2,1,5,2,0.1,0,0.5,0,0,0,0,0,0.2,12622,0,0,0,0,170,188,-1,0,21,Swansea,Man City,Southampton,Leicester,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.1
Danny,Welbeck,FWD,ARS,7300000,0,36,2.8,3.83561643835616e-07,4.931506849315071e-06,0,188603,1,8,0,0,0,3,0,4.9,1888,-2,0,36,2,0.1,0,0.8,3,0,3,0,1,0.8,153253,0,0,0,1,584,1414,0,0,137,West Brom,Chelsea,Bournemouth,Crystal Palace,Swansea,1.9,2.3,2.1,3.4,1.9,3.3,1.5,2.6,1.7,2.9,2.0,3.7,3.2,2.1,3.3,1.4,2.8,1.7,53.4
Nahki,Wells,FWD,BUR,4900000,0,1,0.05,1.0204081632653101e-08,2.04081632653061e-07,0,3907,0,0,0,0,0,0,0,0.2,168,-1,0,1,1,0.0,0,0.2,0,0,0,0,0,0.0,2348,0,0,0,0,4,217,0,0,1,Huddersfield,Liverpool,Crystal Palace,Man Utd,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Ashley,Westwood,MID,BUR,4300000,0,7,0.35,8.13953488372093e-08,1.62790697674419e-06,0,6924,0,1,0,0,0,0,0,1.6,313,-2,0,7,2,0.0,0,0.2,0,0,0,0,0,0.1,5658,0,0,0,0,56,292,0,0,26,Huddersfield,Liverpool,Crystal Palace,Man Utd,Newcastle,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.1
