FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Wilfred,Ndidi,MID,LEI,4900000,0,72,2.4,4.89795918367347e-07,1.4693877551020401e-05,0,55975,6,43,0,0,0,0,0,14.7,973,-1,0,72,1,0.3,0,1.5,2,0,7,0,4,0.5,49849,0,0,0,0,2670,731,0,1,404,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,1.3,2.2,3.6,0.0,1.5,2.3,1.2,108.1
Didier,Ndong,MID,WAT,4500000,0,0,0.0,0.0,0.0,0,356,0,0,0,0,0,0,0,0.0,45,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,666,0,0,0,0,0,53,0,0,0,Bournemouth,Burnley,Huddersfield,Crystal Palace,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reiss,Nelson,MID,ARS,4700000,0,1,0.0333333333333333,7.092198581560279e-09,2.1276595744680897e-07,0,3267,0,1,0,0,0,0,0,0.2,24,-3,0,1,3,0.0,0,0.0,0,0,0,0,0,0.0,1573,0,0,0,0,18,19,0,0,1,Stoke,Southampton,Newcastle,West Ham,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3
Julien,Ngoy,FWD,STK,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,55441,0,2,0,0,0,0,0,0.2,848,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.4,75849,0,0,0,0,19,53,0,0,4,Arsenal,Tottenham,West Ham,Burnley,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Oumar,Niasse,FWD,EVE,4800000,0,72,2.32258064516129,4.83870967741936e-07,1.4999999999999999e-05,0,767494,2,20,0,0,0,7,0,14.7,60102,-2,1,72,2,0.1,0,0.3,13,0,0,0,3,6.3,1088141,0,0,0,3,920,6392,-1,0,209,Man City,Liverpool,Swansea,Newcastle,Huddersfield,2.0,2.0,1.4,2.4,1.5,2.4,1.5,91.8
Edward,Nketiah,FWD,ARS,5000000,0,1,0.0333333333333333,6.66666666666667e-09,2e-07,0,3272,0,0,0,0,0,0,0,0.2,94,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.0,3932,0,0,0,0,7,105,0,0,5,Stoke,Southampton,Newcastle,West Ham,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3
Georges-Kevin,Nkoudou,MID,BUR,5400000,0,5,0.166666666666667,3.08641975308642e-08,9.25925925925926e-07,0,2369,0,0,0,0,0,0,0,0.9,32,-1,0,5,1,0.0,0,0.0,0,0,0,0,0,0.0,2066,0,0,0,0,49,20,0,0,12,West Brom,Watford,Leicester,Chelsea,Stoke,0.1,0.1,0.2,0.1,0.1,0.1,0.1,4.3
Lukas,Nmecha,FWD,MCI,4500000,0,0,0.0,0.0,0.0,0,3308,0,0,0,0,0,0,0,0.0,575,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,6591,0,0,0,0,0,1047,0,0,0,Everton,Man Utd,Tottenham,Swansea,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark,Noble,MID,WHU,5300000,0,60,2.9,5.47169811320755e-07,1.1320754716981099e-05,0,25632,4,34,0,0,0,3,0,11.3,691,-2,0,60,2,0.3,0,1.5,5,0,4,0,0,0.2,21613,0,0,0,0,1680,206,0,0,323,Southampton,Chelsea,Stoke,Arsenal,Man City,2.7,1.7,2.8,1.6,1.8,2.0,3.6,67.9
,Nolito,MID,MCI,7000000,0,0,0.0,0.0,0.0,0,1658,0,0,0,0,0,0,0,0.0,8,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,68,0,0,0,0,0,1,0,0,0,Everton,Man Utd,Tottenham,Swansea,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kristoffer,Nordfeldt,GLK,SWA,3900000,0,0,0.0,0.0,0.0,0,32513,0,0,0,0,0,0,0,0.0,1820,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.1,28426,0,0,0,0,0,10127,0,0,0,Man Utd,West Brom,Everton,Man City,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver,Norwood,MID,BHA,4500000,0,0,0.0,0.0,0.0,0,489,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,113,0,0,0,0,0,0,0,0,0,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allan-Romeo,Nyom,DEF,WBA,4700000,1,50,1.61290322580645,3.43170899107756e-07,1.06382978723404e-05,0,184071,4,33,0,0,0,0,0,10.4,481,-3,1,50,3,0.1,0,0.3,6,0,4,0,1,1.1,176228,0,0,0,0,1676,43,-1,0,296,Burnley,Swansea,Man Utd,Liverpool,Newcastle,1.3,1.3,0.8,1.4,0.8,1.3,1.5,59.1
Tashan,Oakley-Boothe,MID,TOT,4500000,0,0,0.0,0.0,0.0,0,1966,0,0,0,0,0,0,0,0.0,29,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2141,0,0,0,0,0,32,0,0,0,Chelsea,Stoke,Man City,Brighton,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael,Obafemi,FWD,SOU,4500000,0,1,0.0333333333333333,7.407407407407409e-09,2.22222222222222e-07,0,36781,0,0,0,0,0,0,0,0.2,2743,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.7,77146,0,0,0,0,8,4185,0,0,-1,West Ham,Arsenal,Chelsea,Leicester,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Pedro,Obiang,MID,WHU,4300000,0,53,1.76666666666667,4.10852713178295e-07,1.23255813953488e-05,0,237035,3,29,0,0,0,2,0,12.3,2169,-2,0,53,2,0.0,0,0.0,6,0,5,0,0,0.8,226158,0,0,0,1,1558,30,0,0,267,Southampton,Chelsea,Stoke,Arsenal,Man City,0.0,0.0,0.0,0.0,0.0,0.9,1.8,60.0
Angelo,Ogbonna,DEF,WHU,4300000,0,53,2.2,5.11627906976744e-07,1.23255813953488e-05,0,325080,3,49,0,0,0,1,0,12.3,16248,-2,0,53,2,0.1,0,0.5,4,0,4,0,0,3.4,466296,0,0,0,1,2160,2033,0,0,385,Southampton,Chelsea,Stoke,Arsenal,Man City,2.2,1.5,2.4,1.4,1.7,1.2,1.8,72.6
Stefano,Okaka,FWD,WAT,5300000,1,22,0.7096774193548392,1.3390139987827101e-07,4.15094339622642e-06,0,65290,0,8,0,0,0,1,0,4.2,277,-2,0,22,2,0.2,0,1.0,1,0,1,0,1,0.3,50488,0,0,0,0,344,203,0,0,60,Bournemouth,Burnley,Huddersfield,Crystal Palace,Tottenham,0.4,0.4,0.4,0.4,0.4,0.4,0.4,26.0
Shinji,Okazaki,FWD,LEI,5300000,0,70,2.9,5.47169811320755e-07,1.32075471698113e-05,0,783656,2,16,0,0,0,6,0,13.2,3032,-2,0,70,2,0.1,0,0.5,7,0,5,0,2,3.1,788569,0,0,0,1,1181,3712,0,0,251,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,2.4,3.2,5.4,0.0,2.5,3.3,1.9,102.6
Martin,Olsson,DEF,SWA,5000000,0,75,2.7,5.4e-07,1.4999999999999999e-05,0,27073,5,38,0,0,0,0,0,15.0,281,0,0,75,0,0.7,0,3.5,0,0,9,0,1,0.3,22275,0,0,0,0,2484,126,0,0,373,Man Utd,West Brom,Everton,Man City,Chelsea,1.7,1.9,2.5,1.9,3.0,1.9,3.1,57.5
Aiden,O'Neill,MID,BUR,4500000,0,0,0.0,0.0,0.0,0,147,0,0,0,0,0,0,0,0.0,12,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,246,0,0,0,0,0,13,0,0,0,West Brom,Watford,Leicester,Chelsea,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Divock,Origi,FWD,LIV,7400000,0,1,1.0,1.35135135135135e-07,1.35135135135135e-07,0,22007,0,1,0,0,0,0,0,0.1,22,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.2,1159,0,0,0,0,9,1,0,0,3,Crystal Palace,Everton,Bournemouth,West Brom,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Oriol Romeu,MID,SOU,4300000,0,55,2.0,4.65116279069767e-07,1.27906976744186e-05,0,283178,8,38,0,0,0,1,0,12.8,3903,-2,0,55,2,0.3,0,1.5,0,0,6,0,0,2.1,162995,0,0,0,0,2267,1137,0,0,382,West Ham,Arsenal,Chelsea,Leicester,Bournemouth,1.3,1.0,2.5,0.0,1.5,1.4,1.0,92.9
David,Ospina,GLK,ARS,4800000,0,1,0.0333333333333333,6.94444444444444e-09,2.0833333333333302e-07,0,9012,0,0,0,1,0,0,0,0.2,71,-2,0,1,2,0.0,0,0.0,0,0,0,0,0,0.2,2285,0,0,0,0,20,58,0,0,6,Stoke,Southampton,Newcastle,West Ham,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Nicolas,Otamendi,DEF,MCI,6400000,0,142,4.9,7.65625e-07,2.21875e-05,0,1443379,8,20,0,0,0,4,0,22.2,27176,9,0,142,-9,1.0,0,6.3,18,0,14,0,0,28.7,2647431,1,0,0,4,2580,41218,0,0,661,Everton,Man Utd,Tottenham,Swansea,West Ham,4.3,6.2,5.4,6.1,6.1,6.7,6.2,125.1
Reece,Oxford,DEF,WHU,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,10,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,18,0,0,0,0,4,1,0,0,2,Southampton,Chelsea,Stoke,Arsenal,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Mesut,Ozil,MID,ARS,9300000,0,105,4.2,4.5161290322580607e-07,1.12903225806452e-05,0,340834,4,36,0,0,0,4,0,11.3,2106,-2,0,105,2,0.4,0,3.3,10,0,7,0,8,2.3,305522,0,0,0,2,2071,9774,0,0,478,Stoke,Southampton,Newcastle,West Ham,Man Utd,5.1,5.0,3.3,5.6,2.1,5.0,3.3,236.1
Alex,Palmer,GLK,WBA,4000000,0,0,0.0,0.0,0.0,0,5675,0,0,0,0,0,0,0,0.0,119,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,12859,0,0,0,0,0,148,0,0,0,Burnley,Swansea,Man Utd,Liverpool,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kasey,Palmer,MID,CHE,5300000,0,4,1.0,1.88679245283019e-07,7.54716981132075e-07,0,4758,2,2,0,0,0,0,0,0.8,4,-2,0,4,2,0.0,0,0.0,0,0,1,0,0,0.0,1099,0,0,0,0,168,1,0,0,9,Tottenham,West Ham,Southampton,Burnley,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2
Costel,Pantilimon,GLK,WAT,4500000,0,0,0.0,0.0,0.0,0,5258,0,0,0,0,0,0,0,0.0,11,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,293,0,0,0,0,0,0,0,0,0,Bournemouth,Burnley,Huddersfield,Crystal Palace,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack,Payne,MID,HUD,4500000,0,0,0.0,0.0,0.0,0,512,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,119,0,0,0,0,0,1,0,0,0,Newcastle,Brighton,Watford,Everton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Pedro,MID,CHE,7700000,0,73,2.43333333333333,3.16017316017316e-07,9.480519480519479e-06,0,319874,1,12,0,0,0,4,0,9.5,616,-3,0,73,3,0.2,0,1.5,2,0,8,0,2,1.0,210335,0,0,0,1,1304,202,0,0,242,Tottenham,West Ham,Southampton,Burnley,Swansea,1.8,2.4,3.3,0.0,1.6,1.6,1.6,113.7
Matthew,Pennington,DEF,EVE,4000000,0,0,0.0,0.0,0.0,0,5114,0,0,0,0,0,0,0,0.0,30,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,1475,0,0,0,0,0,4,0,0,0,Man City,Liverpool,Swansea,Newcastle,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andreas,Pereira,MID,MUN,4900000,0,0,0.0,0.0,0.0,0,3939,0,0,0,0,0,0,0,0.0,2,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,223,0,0,0,0,0,0,0,0,0,Swansea,Man City,West Brom,Bournemouth,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roberto,Pereyra,MID,WAT,5800000,2,49,1.58064516129032,2.72525027808676e-07,8.44827586206897e-06,0,13891,2,27,0,0,0,2,0,8.4,346,-2,0,49,2,0.4,0,2.3,0,0,1,0,2,0.1,7205,0,0,0,0,1141,764,0,0,193,Bournemouth,Burnley,Huddersfield,Crystal Palace,Tottenham,1.1,1.0,0.8,1.0,0.8,1.1,0.8,76.5
Ayoze,Perez,FWD,NEW,5200000,0,69,2.5,4.807692307692311e-07,1.3269230769230801e-05,0,179806,2,21,0,0,0,2,0,13.3,2669,-3,0,69,3,0.3,0,1.5,5,0,6,0,4,1.2,165332,1,0,0,1,1791,5254,0,0,209,Huddersfield,Leicester,Arsenal,Everton,West Brom,2.8,2.0,2.5,1.8,2.8,1.9,1.9,109.3
Lucas,Perez,FWD,ARS,7400000,0,0,0.0,0.0,0.0,0,9097,0,0,0,0,0,0,0,0.0,18,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,533,0,0,0,0,0,6,0,0,0,Stoke,Southampton,Newcastle,West Ham,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt,Phillips,MID,WBA,5400000,1,60,2.5,4.62962962962963e-07,1.11111111111111e-05,0,181270,2,28,0,0,0,1,0,11.1,1008,-6,0,60,6,0.3,0,1.7,0,0,7,0,3,0.5,74580,0,0,0,0,1606,84,0,0,210,Burnley,Swansea,Man Utd,Liverpool,Newcastle,2.2,2.4,1.2,1.8,1.6,1.9,1.5,93.8
Jordan,Pickford,GLK,EVE,4900000,3,114,3.7,7.55102040816327e-07,2.3265306122449e-05,0,494919,0,50,0,103,0,0,0,23.3,25728,-1,0,114,1,0.9,0,4.3,12,0,7,0,0,8.1,402165,0,0,1,2,2790,2479,0,0,594,Man City,Liverpool,Swansea,Newcastle,Huddersfield,3.9,4.7,3.0,4.2,3.0,4.7,3.8,79.0
Jeremy,Pied,DEF,SOU,4200000,0,7,0.23333333333333303,5.5555555555555594e-08,1.66666666666667e-06,0,6345,0,3,0,0,0,0,0,1.7,25,-3,0,7,3,0.0,0,0.0,1,0,0,0,1,0.1,3369,0,0,0,0,180,29,0,0,47,West Ham,Arsenal,Chelsea,Leicester,Bournemouth,0.1,0.1,0.2,0.0,0.1,0.1,0.1,10.0
Erik,Pieters,DEF,STK,4700000,0,58,2.4,5.1063829787234e-07,1.23404255319149e-05,0,58201,2,40,0,0,0,0,0,12.3,1651,-3,0,58,3,0.4,0,2.0,0,0,6,0,1,0.4,27192,0,0,0,0,2087,45,0,0,357,Arsenal,Tottenham,West Ham,Burnley,Liverpool,1.7,2.3,2.2,2.2,1.8,3.3,1.7,61.5
Paul,Pogba,MID,MUN,7800000,0,100,3.3333333333333304,4.27350427350427e-07,1.2820512820512801e-05,0,2811846,2,16,0,0,0,3,0,12.8,15043,-2,0,100,2,0.3,0,2.5,9,0,8,0,12,10.5,2143512,0,0,0,3,1554,8644,0,1,386,Swansea,Man City,West Brom,Bournemouth,Arsenal,3.8,1.7,6.7,0.0,4.0,2.1,3.6,156.6
Nick,Pope,GLK,BUR,4900000,0,131,4.9,1e-06,2.6734693877551e-05,0,296877,2,22,0,89,0,0,0,26.7,17209,4,0,131,-4,1.2,0,6.0,18,0,10,0,0,10.4,847868,0,0,1,3,2394,43857,0,0,565,West Brom,Watford,Leicester,Chelsea,Stoke,5.2,6.1,12.4,6.2,7.1,5.4,5.6,69.2
Alex,Pritchard,MID,HUD,5400000,2,26,0.8387096774193549,1.5531660692951e-07,4.81481481481482e-06,0,7787,0,6,0,0,0,1,0,4.8,3918,-1,0,26,1,0.4,0,2.0,3,0,1,0,2,0.1,16273,0,0,0,1,429,166,0,0,89,Newcastle,Brighton,Watford,Everton,Man City,0.4,0.4,0.4,0.0,0.6,0.4,0.5,35.5
Sebastian,Prodl,DEF,WAT,4300000,0,38,1.2258064516129,2.85071267816954e-07,8.83720930232558e-06,0,32640,4,25,0,0,0,0,0,8.8,704,-2,0,38,2,0.5,0,2.3,0,0,5,0,0,0.3,20452,0,0,0,0,1323,1118,0,0,234,Bournemouth,Burnley,Huddersfield,Crystal Palace,Tottenham,0.7,0.8,0.6,1.3,0.6,0.7,0.6,31.2
Davy,Propper,MID,BHA,5300000,0,76,2.5,4.71698113207547e-07,1.4339622641509399e-05,0,14862,2,40,0,0,0,0,0,14.3,182,-2,0,76,2,0.4,0,2.0,1,0,8,0,3,0.1,10584,0,0,0,0,2685,216,0,0,389,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,2.3,2.8,3.5,0.0,1.5,2.0,1.2,94.3
Marc,Pugh,MID,BOU,4700000,0,26,0.8387096774193549,1.78448867536033e-07,5.5319148936170195e-06,0,6831,2,15,0,0,0,0,0,5.5,21,-3,0,26,3,0.0,0,0.0,0,0,4,0,0,0.1,2910,0,0,0,0,794,19,0,0,80,Watford,Crystal Palace,Liverpool,Man Utd,Southampton,0.4,0.4,0.8,0.0,0.4,0.4,0.4,44.0
Jason,Puncheon,MID,CRY,4400000,0,11,0.354838709677419,8.06451612903226e-08,2.5e-06,0,66238,5,14,0,0,0,0,0,2.5,116,-6,0,11,6,0.0,0,0.0,0,0,0,0,0,0.3,12884,0,0,0,0,574,13,0,0,38,Liverpool,Bournemouth,Brighton,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,0.2,0.2,25.1
Collin,Quaner,FWD,HUD,4600000,2,40,1.29032258064516,2.8050490883590497e-07,8.69565217391304e-06,0,531766,3,21,0,0,0,0,0,8.7,15182,1,0,40,-1,0.2,0,1.0,0,0,2,0,4,4.9,571957,0,0,0,0,1115,10727,0,0,157,Newcastle,Brighton,Watford,Everton,Man City,0.6,0.6,1.0,0.0,1.1,0.6,1.0,68.3
Domingos,Quina,MID,WHU,4400000,0,0,0.0,0.0,0.0,0,1218,0,0,0,0,0,0,0,0.0,64,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,2012,0,0,0,0,0,98,0,0,0,Southampton,Chelsea,Stoke,Arsenal,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erdal,Rakip,MID,CRY,4900000,0,0,0.0,0.0,0.0,0,139,0,0,0,0,0,0,0,0.0,15,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,195,0,0,0,0,0,14,0,0,0,Liverpool,Bournemouth,Brighton,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron,Ramsdale,GLK,BOU,4000000,0,0,0.0,0.0,0.0,0,8808,0,0,0,0,0,0,0,0.0,139,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,16492,0,0,0,0,0,12,0,0,0,Watford,Crystal Palace,Liverpool,Man Utd,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron,Ramsey,MID,ARS,6900000,0,106,5.6,8.115942028985509e-07,1.53623188405797e-05,0,1002142,0,21,0,0,0,6,0,15.4,15488,-1,0,106,1,0.1,0,0.7,10,0,7,0,8,3.7,1076268,0,0,0,2,1466,17056,0,0,399,Stoke,Southampton,Newcastle,West Ham,Man Utd,7.6,7.4,5.2,8.1,3.5,7.4,5.2,148.7
Darren,Randolph,GLK,WHU,4500000,0,0,0.0,0.0,0.0,0,985,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,141,0,0,0,0,0,1,0,0,0,Southampton,Chelsea,Stoke,Arsenal,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angel,Rangel,DEF,SWA,3900000,0,3,0.1,2.56410256410256e-08,7.69230769230769e-07,0,759571,0,1,0,0,0,0,0,0.8,8681,-1,0,3,1,0.0,0,0.0,0,0,0,0,0,7.9,289066,0,0,0,0,64,1027,0,0,12,Man Utd,West Brom,Everton,Man City,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
Marcus,Rashford,FWD,MUN,7400000,0,87,3.2,4.3243243243243197e-07,1.1756756756756801e-05,0,1111233,3,14,0,0,0,6,0,11.9,7556,-1,-1,87,1,0.9,0,6.5,9,0,8,0,5,7.0,1125902,0,0,0,1,1435,64540,1,0,328,Swansea,Man City,West Brom,Bournemouth,Arsenal,3.6,2.3,7.1,0.0,3.8,2.5,3.9,147.2
Nathan,Redmond,MID,SOU,5900000,0,55,2.2,3.7288135593220294e-07,9.32203389830509e-06,0,375486,3,26,0,0,0,0,0,9.3,557,-6,0,55,6,0.4,0,2.5,2,0,5,0,3,1.8,84461,0,0,0,0,1641,243,0,0,249,West Ham,Arsenal,Chelsea,Leicester,Bournemouth,1.5,1.2,2.9,0.0,1.8,1.7,1.1,126.3
Winston,Reid,DEF,WHU,4800000,0,42,2.5,5.20833333333333e-07,8.75e-06,0,76840,5,27,0,0,0,0,0,8.8,316,-2,0,42,2,0.1,0,0.5,3,0,5,0,0,0.6,22038,0,0,0,0,1452,10,0,0,264,Southampton,Chelsea,Stoke,Arsenal,Man City,0.0,0.0,0.0,0.0,0.0,1.5,2.2,43.6
Declan,Rice,DEF,WHU,4400000,0,17,0.566666666666667,1.28787878787879e-07,3.86363636363636e-06,0,3451,1,18,0,0,0,0,0,3.9,71,-1,0,17,1,0.0,0,0.0,0,0,0,0,0,0.1,4431,0,0,0,0,701,45,0,0,129,Southampton,Chelsea,Stoke,Arsenal,Man City,0.3,0.3,0.3,0.3,0.3,0.3,0.3,17.2
,Richarlison,MID,WAT,6000000,2,116,3.7,6.16666666666667e-07,1.93333333333333e-05,0,1732260,4,49,0,0,0,5,0,19.3,28038,0,0,116,0,0.3,0,1.7,4,0,8,0,8,7.8,2063230,0,0,0,2,2546,6370,0,0,286,Bournemouth,Burnley,Huddersfield,Crystal Palace,Tottenham,4.2,3.9,3.2,3.9,2.4,4.2,2.1,196.2
Jairo,Riedewald,DEF,CRY,4600000,0,22,0.7096774193548392,1.5427769985974802e-07,4.78260869565217e-06,0,16626,0,6,0,0,0,0,0,4.8,58,-4,0,22,4,0.2,0,0.7,0,0,2,0,0,0.1,1579,0,0,0,0,425,18,0,0,97,Liverpool,Bournemouth,Brighton,Watford,Leicester,0.4,0.4,0.4,0.4,0.4,0.4,0.4,10.6
Matt,Ritchie,MID,NEW,5400000,0,95,3.5,6.48148148148148e-07,1.75925925925926e-05,0,500901,4,30,0,0,0,2,0,17.6,3612,-6,0,95,6,0.7,0,4.0,9,0,7,0,7,1.8,411846,0,0,0,1,2195,4230,0,0,414,Huddersfield,Leicester,Arsenal,Everton,West Brom,4.3,2.8,4.0,3.3,4.2,2.7,3.3,153.9
Connor,Roberts,DEF,SWA,4000000,0,1,0.0333333333333333,8.33333333333333e-09,2.5e-07,0,5769,0,1,0,0,0,0,0,0.3,329,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.1,12673,0,0,0,0,25,235,0,0,3,Man Utd,West Brom,Everton,Man City,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Andrew,Robertson,DEF,LIV,5000000,11,77,2.48387096774194,4.967741935483871e-07,1.5399999999999998e-05,0,231077,2,16,0,0,0,0,0,15.4,16709,0,0,77,0,1.2,0,6.0,6,0,8,0,3,7.9,590491,0,0,0,2,1597,60427,0,0,376,Crystal Palace,Everton,Bournemouth,West Brom,Stoke,2.9,1.3,2.1,1.7,2.8,1.9,2.9,78.5
Paul,Robinson,GLK,BUR,4500000,0,0,0.0,0.0,0.0,0,391,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,94,0,0,0,0,0,1,0,0,0,West Brom,Watford,Leicester,Chelsea,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel,Robles,GLK,EVE,4200000,0,0,0.0,0.0,0.0,0,9234,0,0,0,0,0,0,0,0.0,87,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.2,1815,0,0,0,0,0,59,0,0,0,Man City,Liverpool,Swansea,Newcastle,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hal,Robson-Kanu,FWD,WBA,4900000,1,29,0.9354838709677421,1.90915075707702e-07,5.91836734693878e-06,0,73168,2,13,0,0,0,2,0,5.9,489,-1,0,29,1,0.1,0,0.7,1,0,4,0,0,0.4,49991,0,0,0,0,795,431,0,1,75,Burnley,Swansea,Man Utd,Liverpool,Newcastle,0.5,0.5,0.5,0.5,0.5,0.5,0.5,48.3
Joe,Rodon,DEF,SWA,4000000,0,0,0.0,0.0,0.0,0,4002,0,0,0,0,0,0,0,0.0,62,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,5479,0,0,0,0,0,7,0,0,0,Man Utd,West Brom,Everton,Man City,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jay,Rodriguez,FWD,WBA,5300000,7,82,2.7,5.09433962264151e-07,1.5471698113207503e-05,0,280753,2,35,0,0,0,5,0,15.5,7518,-7,0,82,7,0.6,0,3.3,6,0,7,0,1,1.9,249741,0,0,0,0,2248,21384,0,0,231,Burnley,Swansea,Man Utd,Liverpool,Newcastle,2.6,2.7,1.6,2.5,2.1,2.5,2.1,134.3
Marcos,Rojo,DEF,MUN,5400000,0,16,0.5333333333333329,9.876543209876538e-08,2.96296296296296e-06,0,24808,5,7,0,0,0,0,0,3.0,256,-1,0,16,1,0.0,0,0.0,4,0,2,0,0,0.1,24742,0,0,0,0,474,82,0,0,88,Swansea,Man City,West Brom,Bournemouth,Arsenal,0.3,0.3,0.6,0.0,0.3,0.3,0.3,18.5
Sergio,Romero,GLK,MUN,4700000,0,0,0.0,0.0,0.0,0,6951,0,0,0,0,0,0,0,0.0,66,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.2,1651,0,0,0,0,0,39,0,0,0,Swansea,Man City,West Brom,Bournemouth,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salomon,Rondon,FWD,WBA,6000000,5,73,2.5,4.1666666666666704e-07,1.2166666666666699e-05,0,152863,4,42,0,0,0,5,0,12.2,5166,-5,0,73,5,0.7,0,4.3,0,0,3,0,2,0.9,100818,0,0,0,0,2177,2956,0,0,193,Burnley,Swansea,Man Utd,Liverpool,Newcastle,2.3,2.4,1.4,2.2,1.8,2.2,1.9,122.3
