FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Connor,Goldson,DEF,BHA,3900000,0,5,0.166666666666667,4.27350427350427e-08,1.28205128205128e-06,0,116453,1,4,0,0,0,0,0,1.3,5532,-1,0,5,1,0.0,0,0.0,0,0,1,0,0,2.7,230648,0,0,0,0,180,9510,0,0,33,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,0.1,0.1,0.2,0.0,0.1,0.1,0.1,9.7
Heurelho,Gomes,GLK,WAT,4500000,0,62,2.7,6e-07,1.3777777777777801e-05,0,163898,0,39,0,61,0,0,0,13.8,1736,0,0,62,0,0.0,0,0.0,4,0,5,0,0,1.4,134141,0,0,0,0,2038,539,0,0,386,Bournemouth,Burnley,Huddersfield,Crystal Palace,Tottenham,2.4,2.8,2.0,3.9,2.0,2.5,1.7,45.1
Joseph,Gomez,DEF,LIV,4500000,5,76,3.6,8e-07,1.68888888888889e-05,0,602065,3,20,0,0,0,0,0,16.5,21492,0,1,76,0,0.4,0,1.7,6,0,8,0,2,3.0,690616,0,0,0,2,1721,1554,-1,0,435,Crystal Palace,Everton,Bournemouth,West Brom,Stoke,0.0,2.4,3.8,3.0,4.7,3.4,4.9,68.1
Dan,Gosling,MID,BOU,4800000,2,49,2.3,4.79166666666667e-07,1.0208333333333301e-05,0,9366,7,32,0,0,0,2,0,10.2,1100,-2,0,49,2,0.3,0,1.3,4,0,1,0,1,0.1,11371,0,0,0,0,1542,224,0,0,207,Watford,Crystal Palace,Liverpool,Man Utd,Southampton,1.4,1.8,2.8,0.0,1.6,2.0,1.5,78.1
Yoan,Gouffran,MID,NEW,5000000,0,0,0.0,0.0,0.0,0,258,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,35,0,0,0,0,0,1,0,0,0,Huddersfield,Leicester,Arsenal,Everton,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max,Gradel,MID,BOU,5000000,0,0,0.0,0.0,0.0,0,4112,0,0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,141,0,0,0,0,0,0,0,0,0,Watford,Crystal Palace,Liverpool,Man Utd,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee,Grant,GLK,STK,4200000,0,5,0.161290322580645,3.8402457757296496e-08,1.19047619047619e-06,0,28934,0,7,0,8,0,0,0,1.2,333,-3,0,5,3,0.0,0,0.0,0,0,0,0,0,0.2,9813,0,0,0,0,270,31,0,0,44,Arsenal,Tottenham,West Ham,Burnley,Liverpool,0.0,0.0,0.0,0.0,0.0,0.1,0.1,6.3
Andre,Gray,FWD,WAT,6300000,0,66,2.5,3.9682539682539704e-07,1.04761904761905e-05,0,306054,1,25,0,0,0,4,0,10.5,2322,-2,0,66,2,0.0,0,0.0,3,0,5,0,3,1.4,254748,0,0,0,0,1253,892,0,0,193,Bournemouth,Burnley,Huddersfield,Crystal Palace,Tottenham,2.7,2.2,1.8,2.5,1.5,2.6,1.4,90.0
Demarai,Gray,MID,LEI,5300000,0,61,2.3,4.33962264150943e-07,1.15094339622642e-05,0,144085,2,23,0,0,0,3,0,11.5,1053,-2,0,61,2,0.2,0,1.0,2,0,3,0,1,0.6,131203,0,0,0,0,1308,223,0,0,233,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,1.2,2.0,3.3,0.0,1.4,2.2,1.2,87.6
Robert,Green,GLK,HUD,4000000,0,0,0.0,0.0,0.0,0,5995,0,0,0,0,0,0,0,0.0,128,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,13381,0,0,0,0,0,123,0,0,0,Newcastle,Brighton,Watford,Everton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pascal,Gro?,MID,BHA,6000000,0,135,4.5,7.5e-07,2.25e-05,0,1567565,1,35,0,0,0,5,0,22.5,43323,5,0,135,-5,0.7,0,4.0,21,0,8,0,8,17.2,2397065,0,0,0,2,2325,48167,0,0,518,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,5.5,6.3,8.6,0.0,4.0,4.9,2.8,207.2
Marko,Grujic,MID,LIV,4200000,0,3,1.0,2.38095238095238e-07,7.142857142857141e-07,0,52396,0,0,0,0,0,0,0,0.7,362,-3,0,3,3,0.0,0,0.0,0,0,0,0,0,0.4,52064,0,0,0,0,14,14,0,0,9,Crystal Palace,Everton,Bournemouth,West Brom,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9
Johann Berg,Gudmundsson,MID,BUR,5100000,0,95,3.3,6.47058823529412e-07,1.86274509803922e-05,0,84772,2,23,0,0,0,2,0,18.6,11109,1,0,95,-1,1.1,0,5.5,4,0,9,0,7,1.9,186197,0,0,0,0,2304,28741,0,0,373,West Brom,Watford,Leicester,Chelsea,Stoke,2.9,2.6,6.3,2.7,3.4,2.3,3.4,174.1
Idrissa,Gueye,MID,EVE,4800000,2,58,2.1,4.375e-07,1.2083333333333301e-05,0,67083,5,41,0,0,0,1,0,12.1,1454,-2,0,58,2,0.3,0,1.3,2,0,6,0,0,0.8,33714,0,0,0,0,2288,60,0,1,439,Man City,Liverpool,Swansea,Newcastle,Huddersfield,0.0,0.0,1.1,1.9,1.1,1.7,1.1,77.1
Ilkay,Gundogan,MID,MCI,5300000,0,52,1.73333333333333,3.27044025157233e-07,9.81132075471698e-06,0,113198,3,9,0,0,0,2,0,9.8,5699,-2,0,52,2,0.4,0,2.0,5,0,4,0,2,0.9,136918,0,0,0,2,972,1998,0,0,242,Everton,Man Utd,Tottenham,Swansea,West Ham,1.1,1.0,0.9,1.2,1.0,1.5,1.0,81.3
Florent,Hadergjonaj,DEF,HUD,4500000,1,33,1.06451612903226,2.36559139784946e-07,7.33333333333333e-06,0,3585,3,24,0,0,0,0,0,7.3,1533,0,0,33,0,0.7,0,3.3,5,0,2,0,1,0.1,9972,0,0,0,0,1192,334,0,0,198,Newcastle,Brighton,Watford,Everton,Man City,0.5,0.5,0.8,0.0,0.6,0.5,0.9,55.7
Massadio,Haidara,DEF,NEW,3900000,0,0,0.0,0.0,0.0,0,111415,0,0,0,0,0,0,0,0.0,2454,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.7,127383,0,0,0,0,0,4282,0,0,0,Huddersfield,Leicester,Arsenal,Everton,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sead,Haksabanovic,MID,WHU,5000000,0,0,0.0,0.0,0.0,0,706,0,0,0,0,0,0,0,0.0,9,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,791,0,0,0,0,0,13,0,0,0,Southampton,Chelsea,Stoke,Arsenal,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben,Hamer,GLK,LEI,4300000,0,0,0.0,0.0,0.0,0,2202,0,0,0,0,0,0,0,0.0,23,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,934,0,0,0,0,0,29,0,0,0,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grant,Hanley,DEF,NEW,4000000,0,0,0.0,0.0,0.0,0,86257,0,0,0,0,0,0,0,0.0,173,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.5,5830,0,0,0,0,0,9,0,0,0,Huddersfield,Leicester,Arsenal,Everton,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rekeem,Harper,MID,WBA,4500000,0,1,0.032258064516129,7.168458781362009e-09,2.22222222222222e-07,0,2216,0,0,0,0,0,0,0,0.2,8,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,1445,0,0,0,0,20,11,0,0,6,Burnley,Swansea,Man Utd,Liverpool,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7
Joe,Hart,GLK,WHU,4200000,0,46,1.53333333333333,3.6507936507936504e-07,1.0952380952381e-05,0,520661,0,33,0,40,0,0,0,11.0,3310,-3,0,46,3,0.1,0,0.5,3,0,3,0,1,5.3,159049,0,0,1,1,1350,4410,0,0,267,Southampton,Chelsea,Stoke,Arsenal,Man City,1.2,0.8,1.4,0.8,0.9,0.8,1.0,30.2
Jakob,Haugaard,GLK,STK,4000000,0,0,0.0,0.0,0.0,0,2735,0,0,0,0,0,0,0,0.0,59,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,5750,0,0,0,0,0,76,0,0,0,Arsenal,Tottenham,West Ham,Burnley,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaac,Hayden,MID,NEW,4400000,0,38,1.26666666666667,2.87878787878788e-07,8.63636363636364e-06,0,28172,7,24,0,0,0,1,0,8.6,188,-1,0,38,1,0.1,0,0.5,0,0,3,0,0,0.2,25843,0,0,0,0,1327,72,0,0,164,Huddersfield,Leicester,Arsenal,Everton,West Brom,0.9,0.6,0.8,0.6,0.9,0.6,0.6,57.7
Eden,Hazard,MID,CHE,10600000,0,149,5.7,5.37735849056604e-07,1.40566037735849e-05,0,1215430,1,18,0,0,0,11,0,14.1,24717,1,0,149,-1,0.2,0,2.5,23,0,10,0,5,6.9,1435534,0,0,0,5,1856,14144,0,0,571,Tottenham,West Ham,Southampton,Burnley,Swansea,6.5,7.9,12.4,0.0,6.1,6.2,6.2,247.7
Tom,Heaton,GLK,BUR,4700000,0,8,0.266666666666667,5.6737588652482306e-08,1.7021276595744699e-06,0,365150,0,4,0,8,0,0,0,1.7,498,-3,0,8,3,0.0,0,0.0,0,0,0,0,0,1.8,19259,0,0,0,0,305,198,0,0,48,West Brom,Watford,Leicester,Chelsea,Stoke,0.1,0.1,0.2,0.1,0.1,0.1,0.1,5.3
Michael,Hefele,DEF,HUD,4200000,0,1,0.032258064516129,7.680491551459291e-09,2.38095238095238e-07,0,9066,1,1,0,0,0,0,0,0.2,49,-3,0,1,3,0.0,0,0.0,0,0,0,0,0,0.1,2711,0,0,0,0,32,19,0,0,1,Newcastle,Brighton,Watford,Everton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
Ahmed El-Sayed,Hegazi,DEF,WBA,4700000,1,88,2.8,5.95744680851064e-07,1.87234042553191e-05,0,1407262,3,48,0,0,0,2,0,18.7,42197,2,0,88,-2,0.2,0,1.0,7,0,7,0,0,19.9,1942179,0,0,0,1,2756,4397,0,0,512,Burnley,Swansea,Man Utd,Liverpool,Newcastle,3.0,2.9,1.7,3.2,1.8,3.1,3.3,107.1
Tomer,Hemed,FWD,BHA,4700000,0,43,2.7,5.744680851063829e-07,9.14893617021277e-06,0,274384,0,8,0,0,0,2,0,9.1,2389,-3,0,43,3,0.0,0,0.0,5,0,3,0,2,1.0,298753,0,0,0,0,842,2661,0,0,110,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,3.1,3.3,4.6,0.0,1.8,2.9,1.5,44.2
Jordan,Henderson,MID,LIV,5300000,3,58,1.87096774193548,3.53012781497261e-07,1.09433962264151e-05,0,165535,1,18,0,0,0,1,0,10.9,339,-2,0,58,2,0.4,0,2.0,3,0,10,0,1,1.1,125748,0,0,0,0,1598,480,0,0,282,Crystal Palace,Everton,Bournemouth,West Brom,Stoke,1.0,1.2,1.5,1.1,1.4,0.9,1.5,76.1
Jeff,Hendrick,MID,BUR,5400000,0,76,2.8,5.185185185185179e-07,1.40740740740741e-05,0,24451,1,20,0,0,0,2,0,14.1,293,-1,0,76,1,0.4,0,2.0,1,0,9,0,2,0.2,24538,0,0,0,0,2081,284,0,0,260,West Brom,Watford,Leicester,Chelsea,Stoke,2.2,2.0,4.8,2.1,2.6,1.7,2.6,85.6
Wayne,Hennessey,GLK,CRY,4300000,6,71,3.5,8.13953488372093e-07,1.65116279069767e-05,0,114594,0,34,0,76,0,0,0,16.5,10303,-2,0,71,2,0.9,0,3.7,8,0,4,0,0,2.4,164079,0,0,0,1,1800,20306,0,0,383,Liverpool,Bournemouth,Brighton,Watford,Leicester,4.1,3.0,4.6,3.7,3.6,3.8,4.1,52.1
Dion,Henry,GLK,CRY,4000000,0,0,0.0,0.0,0.0,0,3311,0,0,0,0,0,0,0,0.0,110,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,7192,0,0,0,0,0,127,0,0,0,Liverpool,Bournemouth,Brighton,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ander,Herrera,MID,MUN,5000000,0,29,0.966666666666667,1.9333333333333303e-07,5.7999999999999995e-06,0,197728,4,11,0,0,0,0,0,5.8,390,-5,0,29,5,0.0,0,0.0,0,0,3,0,1,1.3,27346,0,0,0,0,871,31,0,0,142,Swansea,Man City,West Brom,Bournemouth,Arsenal,0.5,0.5,1.1,0.0,0.6,0.5,0.5,43.7
Wesley,Hoedt,DEF,SOU,5000000,0,49,2.5,5e-07,9.800000000000001e-06,0,8729,5,30,0,0,0,0,0,9.8,328,0,0,49,0,0.8,0,4.0,5,0,3,0,2,0.1,12321,0,0,0,0,1800,361,0,0,381,West Ham,Arsenal,Chelsea,Leicester,Bournemouth,2.4,2.0,4.3,0.0,2.0,1.4,1.9,67.6
Jonathan,Hogg,MID,HUD,4400000,1,39,1.7,3.8636363636363604e-07,8.86363636363636e-06,0,34851,6,35,0,0,0,0,0,8.9,514,-1,0,39,1,0.4,0,1.7,0,0,5,0,0,0.2,43545,0,0,0,0,1810,153,0,1,312,Newcastle,Brighton,Watford,Everton,Man City,0.8,0.8,1.3,0.0,1.7,0.8,1.5,51.2
Pierre-Emile,H?jbjerg,MID,SOU,4300000,0,25,0.833333333333333,1.93798449612403e-07,5.81395348837209e-06,0,34176,3,19,0,0,0,0,0,5.8,595,-2,0,25,2,0.2,0,1.0,0,0,1,0,0,0.3,33557,0,0,0,0,1021,471,0,0,179,West Ham,Arsenal,Chelsea,Leicester,Bournemouth,0.4,0.4,0.8,0.0,0.4,0.4,0.4,41.0
Rob,Holding,DEF,ARS,4400000,0,18,0.6,1.36363636363636e-07,4.09090909090909e-06,0,108832,2,12,0,0,0,0,0,4.1,433,-6,0,18,6,0.5,0,2.0,0,0,2,0,1,0.6,26966,0,0,0,0,533,918,0,0,130,Stoke,Southampton,Newcastle,West Ham,Man Utd,0.3,0.3,0.3,0.4,0.3,0.3,0.3,17.9
Jose,Holebas,DEF,WAT,4800000,0,58,2.6,5.41666666666667e-07,1.2083333333333301e-05,0,68844,5,39,0,0,0,0,0,12.1,1899,-2,0,58,2,0.6,0,2.7,6,0,5,0,3,0.6,66409,0,0,0,0,1841,2530,0,0,343,Bournemouth,Burnley,Huddersfield,Crystal Palace,Tottenham,2.3,2.6,1.9,3.7,1.9,2.4,1.6,102.3
Mason,Holgate,DEF,EVE,4100000,1,37,1.19354838709677,2.9110936270653e-07,9.02439024390244e-06,0,197396,3,14,0,0,0,0,0,9.0,8666,-4,0,37,4,0.2,0,0.7,0,0,4,0,0,1.4,201385,0,0,0,0,1183,1067,0,0,214,Man City,Liverpool,Swansea,Newcastle,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.8,0.6,48.5
Mark,Hudson,DEF,HUD,4000000,0,0,0.0,0.0,0.0,0,18594,0,0,0,0,0,0,0,0.0,64,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,1266,0,0,0,0,0,9,0,0,0,Newcastle,Brighton,Watford,Everton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Callum,Hudson-Odoi,MID,CHE,4500000,0,1,0.0333333333333333,7.407407407407409e-09,2.22222222222222e-07,0,322,0,1,0,0,0,0,0,0.2,25,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,467,0,0,0,0,25,14,0,0,8,Tottenham,West Ham,Southampton,Burnley,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5
Will,Hughes,MID,WAT,4600000,1,32,1.03225806451613,2.2440392706872397e-07,6.95652173913044e-06,0,74855,0,9,0,0,0,2,0,7.0,553,-4,0,32,4,0.4,0,2.0,3,0,2,0,2,0.2,66952,0,0,0,1,400,328,0,0,119,Bournemouth,Burnley,Huddersfield,Crystal Palace,Tottenham,0.6,0.5,0.5,0.5,0.5,0.6,0.5,37.7
Jordan,Hugill,FWD,WHU,5100000,0,2,0.0666666666666667,1.30718954248366e-08,3.9215686274509797e-07,0,1242,0,0,0,0,0,0,0,0.4,86,-4,0,2,4,0.0,0,0.0,0,0,0,0,0,0.0,1737,0,0,0,0,12,52,0,0,5,Southampton,Chelsea,Stoke,Arsenal,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uwe,Hunemeier,DEF,BHA,3900000,0,1,0.0333333333333333,8.54700854700855e-09,2.56410256410256e-07,0,402196,0,1,0,0,0,0,0,0.3,5431,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,5.2,333864,0,0,0,0,17,2698,0,0,5,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
Robert,Huth,DEF,LEI,4800000,0,0,0.0,0.0,0.0,0,5389,0,0,0,0,0,0,0,0.0,34,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,2119,0,0,0,0,0,66,0,0,0,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emerson,Hyndman,MID,BOU,4500000,0,0,0.0,0.0,0.0,0,125,0,0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,165,0,0,0,0,0,9,0,0,0,Watford,Crystal Palace,Liverpool,Man Utd,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordon,Ibe,MID,BOU,4700000,10,78,2.9,6.17021276595745e-07,1.65957446808511e-05,0,125471,1,28,0,0,0,2,0,16.6,8279,-3,0,78,3,0.8,0,3.7,5,0,4,0,6,1.4,174113,0,0,0,1,1694,9206,0,0,274,Watford,Crystal Palace,Liverpool,Man Utd,Southampton,2.1,2.6,3.8,0.0,2.3,2.8,2.2,142.5
Vicente,Iborra,MID,LEI,5700000,0,45,1.5,2.6315789473684203e-07,7.89473684210526e-06,0,11321,0,16,0,0,0,2,0,7.9,123,-3,0,45,3,0.9,0,5.0,5,0,2,0,0,0.1,5567,0,0,0,0,1145,410,0,0,241,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,0.8,1.0,1.7,0.0,0.8,1.1,0.8,51.1
Zlatan,Ibrahimovic,FWD,MUN,9500000,0,5,0.166666666666667,1.7543859649122802e-08,5.263157894736841e-07,0,39685,0,2,0,0,0,0,0,0.5,176,-5,0,5,5,0.0,0,0.0,0,0,0,0,0,0.1,38156,0,0,0,0,102,95,0,0,18,Swansea,Man City,West Brom,Bournemouth,Arsenal,0.0,0.0,0.0,0.0,0.0,0.1,0.1,12.6
Kelechi,Iheanacho,FWD,LEI,6500000,0,33,1.1,1.6923076923076902e-07,5.0769230769230795e-06,0,143287,1,8,0,0,0,1,0,5.1,1381,-5,0,33,5,1.2,0,7.5,3,0,0,0,3,0.8,24538,0,0,0,0,453,1393,0,0,89,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,0.0,0.7,1.3,0.0,0.6,0.7,0.6,32.9
Giannelli,Imbula,MID,STK,4500000,0,0,0.0,0.0,0.0,0,8435,0,0,0,0,0,0,0,0.0,11,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,973,0,0,0,0,0,1,0,0,0,Arsenal,Tottenham,West Ham,Burnley,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom,Ince,MID,HUD,5500000,2,72,2.4,4.3636363636363604e-07,1.30909090909091e-05,0,95085,0,37,0,0,0,1,0,13.1,1513,-5,0,72,5,0.4,0,2.0,3,0,7,0,1,0.5,37416,0,0,0,0,2271,139,0,0,234,Newcastle,Brighton,Watford,Everton,Man City,1.5,1.2,2.2,0.0,2.8,1.2,2.5,122.8
Danny,Ings,FWD,LIV,5400000,4,7,0.22580645161290303,4.1816009557945e-08,1.2962962962963e-06,0,7083,0,0,0,0,0,0,0,1.3,86,-1,0,7,1,0.2,0,1.3,0,0,0,0,1,0.1,4851,0,0,0,0,39,276,0,0,19,Crystal Palace,Everton,Bournemouth,West Brom,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,8.8
Stephen,Ireland,MID,STK,4500000,0,1,0.032258064516129,7.168458781362009e-09,2.22222222222222e-07,0,1916,1,3,0,0,0,0,0,0.2,61,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,2219,0,0,0,0,90,19,0,0,1,Arsenal,Tottenham,West Ham,Burnley,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7
Alex,Iwobi,MID,ARS,5100000,0,61,2.03333333333333,3.98692810457516e-07,1.19607843137255e-05,0,208303,1,17,0,0,0,2,0,12.0,1631,-4,0,61,4,0.3,0,1.7,1,0,7,0,3,0.7,93272,0,0,0,0,1249,650,0,0,285,Stoke,Southampton,Newcastle,West Ham,Man Utd,1.7,1.7,1.0,2.0,1.0,1.7,1.0,119.6
,Izquierdo,MID,BHA,5900000,0,74,2.46666666666667,4.1807909604519794e-07,1.25423728813559e-05,0,18200,2,22,0,0,0,4,0,12.5,2438,-1,0,74,1,0.3,0,2.0,4,0,3,0,3,0.3,35785,0,0,0,0,1381,1178,0,0,239,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,2.3,2.7,3.3,0.0,1.5,2.0,1.2,93.3
Jaroslaw,Jach,DEF,CRY,4300000,0,0,0.0,0.0,0.0,0,229,0,0,0,0,0,0,0,0.0,18,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,319,0,0,0,0,0,15,0,0,0,Liverpool,Bournemouth,Brighton,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phil,Jagielka,DEF,EVE,4700000,1,35,1.12903225806452,2.40219629375429e-07,7.4468085106383e-06,0,355100,2,31,0,0,0,0,0,7.4,1256,-3,0,35,3,0.5,0,2.3,4,0,3,0,0,2.5,111182,0,0,0,1,1444,340,0,0,281,Man City,Liverpool,Swansea,Newcastle,Huddersfield,0.6,0.8,0.6,0.6,0.6,0.8,0.6,45.4
Eldin,Jakupovic,GLK,LEI,4200000,0,0,0.0,0.0,0.0,0,9739,0,0,0,0,0,0,0,0.0,50,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,1655,0,0,0,0,0,29,0,0,0,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matty,James,MID,LEI,4400000,0,26,0.866666666666667,1.96969696969697e-07,5.90909090909091e-06,0,27580,2,15,0,0,0,0,0,5.9,343,-1,0,26,1,0.2,0,1.0,0,0,4,0,0,0.2,19904,0,0,0,0,991,60,0,0,121,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,0.0,0.4,0.8,0.0,0.4,0.4,0.4,31.4
Kyle,Jameson,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,904,0,0,0,0,0,0,0,0.0,169,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2896,0,0,0,0,0,324,0,0,0,Burnley,Swansea,Man Utd,Liverpool,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daryl,Janmaat,DEF,WAT,4800000,1,52,1.6774193548387097,3.49462365591398e-07,1.0833333333333301e-05,0,37997,2,30,0,0,0,3,0,10.8,2161,-2,0,52,2,0.6,0,2.7,3,0,2,0,1,0.6,54899,0,0,0,2,1383,1117,0,0,271,Bournemouth,Burnley,Huddersfield,Crystal Palace,Tottenham,1.1,1.3,0.9,2.1,0.9,1.2,0.8,73.1
Vincent,Janssen,FWD,TOT,7400000,0,1,1.0,1.35135135135135e-07,1.35135135135135e-07,0,9014,0,0,0,0,0,0,0,0.1,12,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.1,980,0,0,0,0,1,3,0,0,2,Chelsea,Stoke,Man City,Brighton,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carl,Jenkinson,DEF,ARS,4500000,0,0,0.0,0.0,0.0,0,13590,0,0,0,0,0,0,0,0.0,25,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,744,0,0,0,0,0,1,0,0,0,Stoke,Southampton,Newcastle,West Ham,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Jese,MID,STK,5400000,1,31,1.0,1.85185185185185e-07,5.74074074074074e-06,0,588930,0,17,0,0,0,1,0,5.7,758,-6,0,31,6,0.2,0,1.3,2,0,1,0,1,2.0,579268,0,0,0,1,609,95,0,0,93,Arsenal,Tottenham,West Ham,Burnley,Liverpool,0.5,0.5,0.5,0.5,0.5,0.5,0.5,40.8
,Jesus,FWD,MCI,10000000,0,84,4.0,4e-07,8.400000000000001e-06,0,2270363,3,8,0,0,0,8,0,8.5,7841,-5,-1,84,5,0.2,1,2.3,11,0,7,0,5,7.5,2021845,0,0,0,2,1105,120693,1,0,291,Everton,Man Utd,Tottenham,Swansea,West Ham,4.0,4.6,3.4,4.5,4.1,5.3,4.6,142.0
,Joao Mario,MID,WHU,6000000,0,14,0.46666666666666706,7.777777777777781e-08,2.33333333333333e-06,0,12116,0,10,0,0,0,0,0,2.3,730,-5,1,14,5,0.2,0,1.0,0,0,1,0,1,0.1,16180,0,0,0,0,408,136,-1,0,55,Southampton,Chelsea,Stoke,Arsenal,Man City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,20.9
,Joel Pereira,GLK,MUN,3900000,0,0,0.0,0.0,0.0,0,179097,0,0,0,0,0,0,0,0.0,4954,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,4.4,406182,0,0,0,0,0,4173,0,0,0,Swansea,Man City,West Brom,Bournemouth,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben,Johnson,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,735,0,0,0,0,0,0,0,0.0,22,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1042,0,0,0,0,0,16,0,0,0,Southampton,Chelsea,Stoke,Arsenal,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glen,Johnson,DEF,STK,4100000,1,3,0.0967741935483871,2.360346184107e-08,7.317073170731709e-07,0,34499,0,8,0,0,0,0,0,0.7,410,-4,0,3,4,0.1,0,0.3,0,0,0,0,0,0.3,9396,0,0,0,0,245,1233,0,0,42,Arsenal,Tottenham,West Ham,Burnley,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9
