FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
,Ki Sung-yueng,MID,SWA,4900000,3,16,1.8,3.6734693877551e-07,3.26530612244898e-06,0,1089,1,7,0,0,0,0,0,3.3,70,-1,0,16,1,0.4,0,2.0,0,0,2,0,0,0.0,1198,0,0,0,0,622,75,0,0,94,Man City,Everton,Crystal Palace,Liverpool,Watford,0.9,1.2,1.4,0.9,1.1,1.1,1.1,1.0,1.5,0.9,1.2,0.9,1.7,0.9,1.1,0.9,1.0,1.8,0.9,1.1,1.2,1.2,22.8
,Kiko Femenia,DEF,WAT,4600000,0,51,3.6,7.826086956521741e-07,1.1086956521739099e-05,0,228261,2,20,0,0,0,0,0,11.1,37407,1,0,51,-1,0.7,0,3.4,9,0,5,0,1,5.5,480376,0,0,0,1,1208,3081,0,0,295,Crystal Palace,Huddersfield,Brighton,Leicester,Swansea,0.0,4.8,4.4,3.3,3.2,3.4,3.4,3.4,4.0,3.5,4.3,3.2,4.2,3.0,3.7,3.1,3.8,3.7,4.9,3.9,3.5,3.0,50.5
Andy,King,MID,LEI,4300000,0,14,0.875,2.03488372093023e-07,3.2558139534883703e-06,0,194398,0,8,0,0,0,0,0,3.3,9269,-2,0,14,2,0.0,0,0.0,1,0,0,0,1,3.1,291675,0,0,0,0,347,3489,0,0,53,Southampton,Crystal Palace,Man Utd,Watford,Liverpool,0.4,0.5,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.5,0.4,0.5,0.4,0.4,0.4,0.5,0.4,10.9
Joshua,King,FWD,BOU,7000000,2,40,2.9,4.14285714285714e-07,5.71428571428571e-06,0,295062,1,16,0,0,0,2,0,5.7,7109,-5,0,40,5,0.5,0,3.4,2,0,4,0,1,1.4,77217,0,0,0,0,1243,968,0,0,148,Man Utd,Liverpool,Man City,West Ham,Everton,1.9,2.8,2.4,3.4,3.5,2.6,2.9,2.3,2.0,3.6,2.1,3.2,2.5,2.6,3.4,2.9,3.5,2.2,2.9,2.6,2.6,2.2,90.4
Stephen,Kingsley,DEF,SWA,4500000,0,0,0.0,0.0,0.0,0,5638,0,0,0,0,0,0,0,0.0,26,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,198,0,0,0,0,0,2,0,0,0,Man City,Everton,Crystal Palace,Liverpool,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davy,Klaassen,MID,EVE,7000000,0,4,0.25,3.57142857142857e-08,5.714285714285711e-07,0,80636,0,4,0,0,0,0,0,0.6,206,-5,0,4,5,0.0,0,0.0,0,0,0,0,0,0.3,4892,0,0,0,0,187,78,0,0,10,Newcastle,Swansea,Chelsea,West Brom,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.8
Ragnar,Klavan,DEF,LIV,4300000,2,27,1.6875,3.92441860465116e-07,6.2790697674418605e-06,0,45881,0,9,0,0,0,0,0,6.3,2184,-2,0,27,2,0.5,0,2.0,1,0,3,0,0,1.1,76264,0,0,0,0,720,7748,0,0,163,West Brom,Bournemouth,Arsenal,Swansea,Leicester,1.7,0.8,0.8,1.2,1.2,1.0,1.0,0.8,0.9,1.4,1.0,2.0,1.3,0.8,1.4,1.9,0.8,1.2,1.0,1.4,1.0,1.7,18.4
Anthony,Knockaert,MID,BHA,5700000,0,43,2.9,5.08771929824561e-07,7.54385964912281e-06,0,98751,2,11,0,0,0,1,0,7.5,3277,-3,0,43,3,0.3,0,1.8,5,0,5,0,1,0.7,40726,0,0,0,0,1066,164,0,0,202,Tottenham,Burnley,Watford,Chelsea,Newcastle,1.8,2.7,2.1,2.0,2.3,3.0,2.1,2.4,2.2,3.5,2.1,3.4,3.1,2.5,1.5,2.8,3.7,2.0,2.5,2.0,2.5,1.5,66.1
Aleksandar,Kolarov,DEF,MCI,5500000,0,0,0.0,0.0,0.0,0,2016,0,0,0,0,0,0,0,0.0,14,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,107,0,0,0,0,0,7,0,0,0,Swansea,Tottenham,Bournemouth,Newcastle,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sead,Kolasinac,DEF,ARS,6200000,2,76,5.1,8.2258064516129e-07,1.2258064516129e-05,0,538523,1,16,0,0,0,1,0,12.3,28432,2,0,76,-2,0.8,0,4.8,6,0,7,0,4,15.6,726613,0,0,0,1,1297,23127,0,0,327,West Ham,Newcastle,Liverpool,Crystal Palace,West Brom,4.8,7.0,7.4,5.0,5.0,7.1,4.3,7.6,4.2,6.6,4.6,6.0,5.2,7.2,3.9,7.3,7.0,4.3,7.6,3.5,7.4,4.5,81.0
Vincent,Kompany,DEF,MCI,5800000,1,17,2.4,4.1379310344827597e-07,2.93103448275862e-06,0,248675,4,4,0,0,0,0,0,2.9,8172,-2,0,17,2,0.3,0,1.8,0,0,2,0,0,2.1,67972,0,0,0,0,574,194,0,0,116,Swansea,Tottenham,Bournemouth,Newcastle,Crystal Palace,0.0,2.2,1.8,1.8,3.0,2.1,1.8,2.0,2.5,2.1,1.9,1.4,2.1,2.0,2.6,1.3,2.0,1.9,1.8,2.2,2.9,2.1,23.0
Laurent,Koscielny,DEF,ARS,6000000,2,48,3.7,6.16666666666667e-07,8e-06,0,47256,3,15,0,0,0,0,0,8.0,2945,0,0,48,0,0.8,0,5.0,6,0,6,0,0,1.4,62320,0,0,0,1,1164,6205,0,0,300,West Ham,Newcastle,Liverpool,Crystal Palace,West Brom,3.2,4.6,4.8,3.7,3.0,4.6,2.6,5.6,2.5,4.3,2.8,3.8,3.3,4.7,2.3,4.8,4.5,2.5,5.6,2.0,4.8,2.7,48.3
Cheikhou,Kouyate,MID,WHU,5000000,0,37,2.8,5.6e-07,7.400000000000001e-06,0,45746,1,20,0,0,0,2,0,7.4,2972,0,0,37,0,0.5,0,2.6,2,0,3,0,0,0.3,56706,0,0,0,0,1006,19,0,0,154,Arsenal,Stoke,Newcastle,Bournemouth,West Brom,0.0,0.0,3.2,2.0,0.0,4.6,1.6,3.1,3.2,1.5,2.2,1.4,2.3,2.8,2.6,2.7,1.6,2.7,1.4,1.8,1.5,3.8,36.7
Tim,Krul,GLK,BHA,4000000,0,0,0.0,0.0,0.0,0,20879,0,0,0,0,0,0,0,0.0,774,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.9,54692,0,0,0,0,0,699,0,0,0,Tottenham,Burnley,Watford,Chelsea,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grzegorz,Krychowiak,MID,WBA,5000000,0,26,2.6,5.2e-07,5.2e-06,0,22154,1,16,0,0,0,0,0,5.2,1011,0,0,26,0,0.1,0,0.4,3,0,1,0,2,0.2,29837,0,0,0,0,729,11,0,0,129,Liverpool,Man Utd,Stoke,Everton,Arsenal,1.3,2.2,1.6,3.3,2.7,1.6,2.3,2.0,1.3,2.2,1.6,3.3,1.8,2.4,2.0,2.3,2.9,1.3,2.0,1.9,2.1,1.6,21.8
Alexandre,Lacazette,FWD,ARS,10300000,2,66,4.1,3.98058252427184e-07,6.40776699029126e-06,0,1289405,1,12,0,0,0,8,0,6.4,22867,-2,0,66,2,0.4,0,4.0,3,0,7,0,1,10.0,941856,0,0,0,1,1100,67774,0,0,282,West Ham,Newcastle,Liverpool,Crystal Palace,West Brom,3.0,5.8,5.3,3.6,3.5,4.3,3.5,6.1,3.1,6.1,2.8,4.8,3.5,4.8,3.3,6.1,5.1,3.6,6.0,2.5,5.0,2.7,127.8
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,92840,0,1,0,0,0,0,0,0.2,3169,0,0,1,0,0.0,0,0.0,0,0,0,0,0,1.6,159419,0,0,0,0,16,1576,0,0,3,Watford,Leicester,Swansea,Arsenal,Man City,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.6,0.5,0.5,0.6,0.5,0.6,0.5,0.6,0.5,0.7,0.2
Adam,Lallana,MID,LIV,7300000,0,1,0.0625,8.561643835616442e-09,1.36986301369863e-07,0,34539,0,0,0,0,0,0,0,0.1,402,-2,0,1,2,0.0,0,0.2,0,0,0,0,0,0.3,3737,0,0,0,0,1,33,0,0,2,West Brom,Bournemouth,Arsenal,Swansea,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Erik,Lamela,MID,TOT,6300000,1,5,0.3125,4.96031746031746e-08,7.936507936507941e-07,0,5122,1,1,0,0,0,0,0,0.8,784,-2,0,5,2,0.2,0,1.0,0,0,0,0,1,0.1,5446,0,0,0,0,49,747,0,0,22,Brighton,Man City,Burnley,Southampton,Swansea,0.2,0.2,0.2,0.2,0.0,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,14.6
Manuel,Lanzini,MID,WHU,6800000,7,32,2.9,4.2647058823529394e-07,4.7058823529411794e-06,0,58724,1,20,0,0,0,1,0,4.7,814,-2,0,32,2,0.5,1,3.6,3,0,1,0,2,0.6,26823,0,0,0,0,858,3478,0,0,176,Arsenal,Stoke,Newcastle,Bournemouth,West Brom,3.4,1.7,3.4,2.1,0.0,4.8,1.7,3.2,3.3,1.6,2.4,1.4,2.4,2.9,2.7,2.8,1.7,2.9,1.4,1.9,1.6,3.9,64.1
Jamaal,Lascelles,DEF,NEW,4600000,0,44,4.0,8.695652173913041e-07,9.56521739130435e-06,0,574385,3,9,0,0,0,2,0,9.6,10583,1,0,44,-1,0.0,0,0.0,4,0,3,0,0,5.9,757417,0,0,0,1,947,2058,0,0,185,Everton,Arsenal,West Ham,Man City,Brighton,4.4,3.0,4.4,3.8,5.5,4.1,4.4,3.4,5.0,4.7,4.7,3.6,3.6,4.7,3.9,6.0,3.3,5.2,2.6,5.5,5.0,4.8,39.8
,Lee Chung-yong,MID,CRY,4300000,0,3,1.5,3.48837209302326e-07,6.976744186046509e-07,0,35799,0,2,0,0,0,0,0,0.7,636,-2,0,3,2,0.0,0,0.0,0,0,0,0,0,0.4,41334,0,0,0,0,109,55,0,0,8,Watford,Leicester,Swansea,Arsenal,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2
Adam,Legzdins,GLK,BUR,4000000,0,0,0.0,0.0,0.0,0,2602,0,0,0,0,0,0,0,0.0,93,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,7198,0,0,0,0,0,107,0,0,0,Stoke,Brighton,Tottenham,Man Utd,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florian,Lejeune,DEF,NEW,4400000,0,13,0.8125,1.8465909090909102e-07,2.95454545454545e-06,0,30476,3,19,0,0,0,0,0,3.0,429,-1,0,13,1,0.1,0,0.6,0,0,1,0,0,0.2,5510,0,0,0,0,843,80,0,0,150,Everton,Arsenal,West Ham,Man City,Brighton,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.9,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.5,0.4,0.4,29.2
Jonathan,Leko,MID,WBA,4500000,0,0,0.0,0.0,0.0,0,4033,0,0,0,0,0,0,0,0.0,27,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,589,0,0,0,0,0,2,0,0,0,Liverpool,Man Utd,Stoke,Everton,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario,Lemina,MID,SOU,4900000,0,20,1.25,2.55102040816327e-07,4.08163265306122e-06,0,24953,1,8,0,0,0,0,0,4.0,333,-1,1,20,1,0.1,0,0.6,0,0,3,0,0,0.1,20831,0,0,0,0,690,74,-1,0,149,Leicester,Chelsea,Huddersfield,Tottenham,Man Utd,0.6,0.6,1.0,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.7,0.7,0.6,29.6
Aaron,Lennon,MID,EVE,5400000,1,17,1.0625,1.9675925925925898e-07,3.14814814814815e-06,0,5739,0,8,0,0,0,0,0,3.1,196,-1,0,17,1,0.4,0,2.2,0,0,2,0,1,0.1,2993,0,0,0,0,425,190,0,0,42,Newcastle,Swansea,Chelsea,West Brom,Bournemouth,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.7,0.6,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,12.4
,Lewis Cook,MID,BOU,4400000,4,17,1.0625,2.41477272727273e-07,3.86363636363636e-06,0,41780,2,7,0,0,0,0,0,3.9,864,-1,0,17,1,0.4,0,1.8,0,0,1,0,1,0.9,33641,0,0,0,0,553,1086,0,0,105,Man Utd,Liverpool,Man City,West Ham,Everton,0.5,0.5,0.5,0.7,0.8,0.5,0.6,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.7,0.5,25.4
Anders,Lindegaard,GLK,BUR,4000000,0,0,0.0,0.0,0.0,0,2503,0,0,0,0,0,0,0,0.0,164,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,8239,0,0,0,0,0,343,0,0,0,Stoke,Brighton,Tottenham,Man Utd,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor,Lindelof,DEF,MUN,4900000,1,15,0.9375,1.9132653061224502e-07,3.0612244897959202e-06,0,249329,0,7,0,0,0,0,0,3.1,2136,-6,0,15,6,0.5,0,2.6,1,0,1,0,0,1.3,38340,0,0,0,0,473,6914,0,0,101,Bournemouth,West Brom,Leicester,Burnley,Southampton,0.5,0.5,0.5,0.6,0.5,0.5,0.6,0.5,0.5,0.8,0.5,0.5,1.0,0.6,0.5,0.5,0.5,0.7,0.5,0.6,0.5,0.6,13.3
Jesse,Lingard,MID,MUN,5900000,2,45,2.8125,4.76694915254237e-07,7.6271186440677996e-06,0,30310,0,7,0,0,0,3,0,7.8,7168,-1,-1,45,1,1.0,0,5.8,5,0,0,0,3,2.0,110907,0,0,0,1,466,38175,1,0,138,Bournemouth,West Brom,Leicester,Burnley,Southampton,3.0,1.8,1.6,2.7,2.6,2.1,2.7,1.7,1.4,3.7,2.0,2.5,1.7,2.4,1.7,3.4,1.4,3.2,2.1,3.2,1.6,2.2,55.1
Jake,Livermore,MID,WBA,4900000,2,33,2.2,4.4897959183673497e-07,6.73469387755102e-06,0,12476,2,20,0,0,0,0,0,6.7,310,-1,0,33,1,0.5,0,2.6,0,0,3,0,1,0.2,7696,0,0,0,0,1240,68,0,0,164,Liverpool,Man Utd,Stoke,Everton,Arsenal,1.1,1.7,1.2,2.6,2.1,1.2,1.8,1.5,1.1,1.7,1.2,2.6,1.4,1.9,1.5,1.8,2.3,1.1,1.5,1.4,1.6,1.2,35.8
Fernando,Llorente,FWD,TOT,7400000,1,9,0.9,1.21621621621622e-07,1.21621621621622e-06,0,17753,1,1,0,0,0,0,0,1.2,384,-1,0,9,1,0.1,0,0.8,0,0,0,0,0,0.1,13499,0,0,0,0,135,211,0,0,22,Brighton,Man City,Burnley,Southampton,Swansea,0.5,0.4,0.4,0.4,0.0,1.0,0.6,0.4,0.4,0.4,0.5,0.4,0.6,0.4,0.5,0.4,0.5,0.4,0.4,0.4,0.4,0.5,8.3
Hugo,Lloris,GLK,TOT,5500000,2,50,3.3,6e-07,9.09090909090909e-06,0,391375,0,14,0,27,0,0,0,9.1,8491,0,0,50,0,0.3,0,1.8,0,0,5,0,0,8.9,160951,0,0,0,0,1350,2761,0,0,246,Brighton,Man City,Burnley,Southampton,Swansea,4.3,2.5,3.1,3.5,0.0,7.4,3.3,3.1,3.6,2.7,4.0,3.9,4.7,2.7,3.5,3.1,3.1,2.8,3.4,3.7,3.1,3.4,23.7
Ruben,Loftus-Cheek,MID,CRY,4600000,2,36,3.0,6.52173913043478e-07,7.82608695652174e-06,0,461957,0,19,0,0,0,1,0,7.8,13269,1,0,36,-1,0.9,0,4.0,0,0,2,0,2,8.0,368418,0,0,0,0,990,14955,0,0,167,Watford,Leicester,Swansea,Arsenal,Man City,2.4,1.9,2.8,3.4,1.9,2.2,2.9,1.6,2.0,3.4,2.5,2.7,2.7,2.0,2.0,2.6,2.4,2.9,2.2,3.0,2.0,3.4,67.8
Jason,Lokilo,MID,CRY,4400000,0,0,0.0,0.0,0.0,0,14140,0,0,0,0,0,0,0,0.0,152,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,13128,0,0,0,0,0,16,0,0,0,Watford,Leicester,Swansea,Arsenal,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe,Lolley,MID,HUD,4400000,1,1,0.0625,1.42045454545455e-08,2.2727272727272702e-07,0,4248,0,0,0,0,0,0,0,0.2,88,-1,0,1,1,0.0,0,0.2,0,0,0,0,0,0.1,3563,0,0,0,0,3,18,0,0,3,Chelsea,Watford,Southampton,Stoke,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin,Long,DEF,BUR,3900000,7,7,0.4375,1.1217948717948699e-07,1.79487179487179e-06,0,110536,0,0,0,0,0,0,0,1.8,3362,-1,0,7,1,0.4,0,1.4,1,0,1,0,0,3.3,118977,0,0,0,0,90,39774,0,0,27,Stoke,Brighton,Tottenham,Man Utd,Huddersfield,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.8
Shane,Long,FWD,SOU,5600000,0,23,1.8,3.2142857142857103e-07,4.10714285714286e-06,0,36619,3,10,0,0,0,0,0,4.0,632,-4,1,23,4,0.1,0,0.8,0,0,2,0,2,0.3,17491,0,0,0,0,670,286,-1,0,68,Leicester,Chelsea,Huddersfield,Tottenham,Man Utd,1.4,0.9,1.7,1.0,0.9,1.7,1.4,1.2,1.5,1.3,1.3,1.0,1.7,1.3,1.1,1.1,0.9,0.9,1.2,1.3,1.2,1.1,35.1
Ademola,Lookman,MID,EVE,5100000,0,9,0.5625,1.1029411764705901e-07,1.76470588235294e-06,0,7913,0,6,0,0,0,0,0,1.8,119,-4,0,9,4,0.2,0,0.8,0,0,0,0,1,0.1,1827,0,0,0,0,142,109,0,0,25,Newcastle,Swansea,Chelsea,West Brom,Bournemouth,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,5.2
Jonas,Lossl,GLK,HUD,4600000,6,65,4.1,8.91304347826087e-07,1.4130434782608701e-05,0,230831,0,26,0,39,0,0,0,14.1,9413,1,0,65,-1,0.4,0,1.8,5,0,6,0,1,9.1,499139,0,0,1,1,1440,4089,0,0,323,Chelsea,Watford,Southampton,Stoke,Burnley,5.4,4.4,3.5,5.5,5.6,2.6,6.1,3.4,5.6,2.3,5.0,3.4,3.2,5.0,6.1,2.9,3.8,5.5,3.4,5.0,2.7,5.8,36.1
Dejan,Lovren,DEF,LIV,5300000,1,31,2.6,4.90566037735849e-07,5.84905660377358e-06,0,77023,4,10,0,0,0,0,0,5.8,1309,-2,0,31,2,0.5,0,2.8,1,0,4,0,0,0.8,21837,0,0,0,0,845,2099,0,0,176,West Brom,Bournemouth,Arsenal,Swansea,Leicester,3.1,1.7,1.4,2.3,2.4,2.0,2.0,1.7,1.8,2.7,2.1,3.6,2.6,1.4,2.7,2.9,1.3,2.3,2.1,2.7,2.0,3.1,26.7
Chris,Lowe,DEF,HUD,4500000,6,44,3.1,6.88888888888889e-07,9.77777777777778e-06,0,176219,0,14,0,0,0,0,0,9.8,3639,0,0,44,0,0.3,0,1.4,0,0,6,0,0,2.9,269320,0,0,0,0,967,873,0,0,202,Chelsea,Watford,Southampton,Stoke,Burnley,3.7,2.9,2.2,3.8,3.8,1.6,4.6,2.1,3.8,1.6,3.3,2.2,2.0,3.3,4.6,1.8,2.4,3.8,2.2,3.3,1.7,4.0,20.7
Matthew,Lowton,DEF,BUR,4600000,0,53,4.1,8.91304347826087e-07,1.15217391304348e-05,0,155674,0,10,0,0,0,0,0,11.3,31376,1,1,53,-1,0.3,0,1.6,2,0,6,0,1,2.9,248110,0,0,0,0,1170,324,-1,0,234,Stoke,Brighton,Tottenham,Man Utd,Huddersfield,0.0,0.0,5.0,3.2,4.0,5.1,4.9,4.8,3.8,3.9,3.8,4.7,4.4,4.7,4.8,4.4,5.3,4.6,4.3,5.6,3.2,4.4,38.9
Leiva,Lucas,MID,LIV,4500000,0,0,0.0,0.0,0.0,0,1028,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,199,0,0,0,0,0,2,0,0,0,West Brom,Bournemouth,Arsenal,Swansea,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romelu,Lukaku,FWD,MUN,11300000,2,81,5.1,4.51327433628319e-07,7.1681415929203506e-06,0,2320274,1,11,0,0,0,8,0,7.2,103616,-2,0,81,2,0.3,1,3.4,8,0,9,0,4,32.4,1460748,0,0,0,2,1440,69344,0,0,273,Bournemouth,West Brom,Leicester,Burnley,Southampton,7.0,5.3,5.0,6.5,6.7,5.1,7.5,4.5,4.4,7.6,5.4,5.7,5.4,6.9,4.7,6.6,4.9,7.6,5.4,7.1,5.2,6.3,143.5
Levi,Lumeka,MID,CRY,4500000,0,1,0.0625,1.3888888888888899e-08,2.22222222222222e-07,0,400,0,0,0,0,0,0,0,0.2,17,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,479,0,0,0,0,25,9,0,0,3,Watford,Leicester,Swansea,Arsenal,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3
Matt,Macey,GLK,ARS,5000000,0,0,0.0,0.0,0.0,0,164,0,0,0,0,0,0,0,0.0,15,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,191,0,0,0,0,0,16,0,0,0,West Ham,Newcastle,Liverpool,Crystal Palace,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niki,Maenpaa,GLK,BHA,4000000,0,0,0.0,0.0,0.0,0,32238,0,0,0,0,0,0,0,0.0,655,0,0,0,0,0.0,0,0.0,0,0,0,0,0,1.1,22713,0,0,0,0,0,395,0,0,0,Tottenham,Burnley,Watford,Chelsea,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Maguire,DEF,LEI,5200000,1,60,3.8,7.307692307692309e-07,1.15384615384615e-05,0,312364,1,22,0,0,0,1,0,11.5,18742,2,0,60,-2,0.5,0,2.6,6,0,4,0,3,8.7,605461,0,0,0,1,1440,16961,0,0,327,Southampton,Crystal Palace,Man Utd,Watford,Liverpool,3.8,5.7,4.4,4.7,3.3,5.6,3.8,4.6,2.4,4.1,3.1,4.6,4.0,3.8,4.8,4.1,4.4,3.8,4.3,4.4,5.7,3.6,63.1
Riyad,Mahrez,MID,LEI,8500000,9,84,5.3,6.23529411764706e-07,9.882352941176469e-06,0,350061,0,20,0,0,0,4,0,10.0,9755,0,-1,84,0,0.7,0,5.6,8,0,4,0,7,5.9,436181,0,0,0,1,1270,42449,1,0,274,Southampton,Crystal Palace,Man Utd,Watford,Liverpool,5.6,7.2,6.2,5.7,4.0,8.0,5.2,5.5,6.0,7.5,4.0,6.5,7.0,5.4,7.2,4.9,7.3,5.2,6.3,5.2,7.8,4.6,105.0
Ainsley,Maitland-Niles,MID,ARS,4500000,0,1,0.0625,1.3888888888888899e-08,2.22222222222222e-07,0,679,0,0,0,0,0,0,0,0.2,29,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,859,0,0,0,0,1,24,0,0,3,West Ham,Newcastle,Liverpool,Crystal Palace,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott,Malone,DEF,HUD,4300000,0,17,1.0625,2.47093023255814e-07,3.9534883720930196e-06,0,12301,2,11,0,0,0,0,0,4.0,895,-2,0,17,2,0.1,0,0.4,3,0,1,0,1,0.2,15848,0,0,0,1,449,79,0,0,100,Chelsea,Watford,Southampton,Stoke,Burnley,0.7,0.5,0.5,0.7,0.8,0.5,1.1,0.5,0.8,0.5,0.6,0.5,0.5,0.6,1.6,0.5,0.5,0.7,0.5,0.6,0.5,0.8,20.6
Sadio,Mane,MID,LIV,9400000,2,51,3.1875,3.3909574468085104e-07,5.42553191489362e-06,0,1467042,2,11,0,0,0,4,0,5.4,19615,-1,0,51,1,0.4,0,3.8,5,0,4,0,3,8.0,685220,0,0,0,2,690,6301,0,1,188,West Brom,Bournemouth,Arsenal,Swansea,Leicester,3.7,2.8,1.8,3.9,3.3,2.3,2.1,3.1,2.2,2.9,2.5,4.0,3.7,1.6,2.6,2.3,2.8,3.5,2.4,3.2,2.3,3.1,83.8
