FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Dean,Marney,MID,BUR,4400000,0,0,0.0,0.0,0.0,0,1443,0,0,0,0,0,0,0,0.0,20,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,1071,0,0,0,0,0,38,0,0,0,Leicester,Chelsea,Stoke,Brighton,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0
Anthony,Martial,MID,MUN,7800000,0,118,3.6875,4.7275641025641e-07,1.51282051282051e-05,0,563729,1,11,0,0,0,9,0,15.1,5243,-2,1,118,2,0.0,0,0.0,7,0,8,0,6,2.5,584079,0,0,0,1,1334,2075,-1,0,380,West Brom,Bournemouth,Arsenal,Brighton,West Ham,7.9,0.0,4.6,5.2,4.2,161.0
Cuco,Martina,DEF,EVE,4300000,0,55,2.6,6.046511627906979e-07,1.27906976744186e-05,0,189549,2,30,0,0,0,0,0,12.5,14182,-2,1,55,2,0.0,0,0.0,0,0,5,0,2,1.4,242117,0,0,0,0,1830,211,-1,0,367,Swansea,Newcastle,Huddersfield,Southampton,West Ham,1.7,2.5,1.8,2.8,2.2,74.9
Damian Emiliano,Martinez,GLK,ARS,4000000,0,0,0.0,0.0,0.0,0,28845,0,0,0,0,0,0,0,0.0,126,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.6,1476,0,0,0,0,0,9,0,0,0,Newcastle,West Ham,Man Utd,Burnley,Leicester,0.0,0.0,0.0,0.0,0.0,0.0
,Martinez,FWD,WHU,5000000,0,0,0.0,0.0,0.0,0,5080,0,0,0,0,0,0,0,0.0,18,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,5054,0,0,0,0,0,2,0,0,0,Stoke,Arsenal,Man City,Leicester,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0
Bruno,Martins Indi,DEF,STK,4900000,0,16,0.484848484848485,9.894867037724181e-08,3.26530612244898e-06,0,3216,2,26,0,0,0,0,0,3.3,71,-1,0,16,1,0.1,0,0.3,0,0,1,0,0,0.0,3105,0,0,0,0,1011,45,0,0,145,West Ham,Burnley,Liverpool,Crystal Palace,Swansea,0.2,0.2,0.2,0.3,0.2,26.4
Brandon,Mason,DEF,WAT,3900000,0,0,0.0,0.0,0.0,0,98162,0,0,0,0,0,0,0,0.0,764,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.2,89503,0,0,0,0,0,104,0,0,0,Huddersfield,Crystal Palace,Tottenham,Newcastle,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0
Conor,Masterson,DEF,LIV,4000000,0,0,0.0,0.0,0.0,0,44,0,0,0,0,0,0,0,0.0,44,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,162,0,0,0,0,0,162,0,0,0,Bournemouth,West Brom,Stoke,Chelsea,Brighton,0.0,0.0,0.0,0.0,0.0,0.0
Arthur,Masuaku,DEF,WHU,4200000,2,51,2.4,5.714285714285711e-07,1.21428571428571e-05,0,162605,5,25,0,0,0,0,0,12.1,1915,-3,0,51,3,1.4,0,6.0,2,0,4,0,3,0.9,196132,0,0,0,1,1503,13082,0,0,281,Stoke,Arsenal,Man City,Leicester,Man Utd,2.7,1.4,2.0,3.8,2.1,66.7
Juan,Mata,MID,MUN,6800000,0,90,2.8125,4.13602941176471e-07,1.32352941176471e-05,0,272045,1,8,0,0,0,3,0,13.2,1638,-2,0,90,2,0.2,0,1.5,6,0,14,0,4,2.1,211843,0,0,0,1,1649,1405,0,0,367,West Brom,Bournemouth,Arsenal,Brighton,West Ham,5.3,0.0,3.2,3.3,2.8,148.3
Nemanja,Matic,MID,MUN,4700000,2,84,2.6,5.53191489361702e-07,1.7872340425531898e-05,0,1094102,6,23,0,0,0,1,0,17.9,6476,-3,0,84,3,0.5,0,2.5,3,0,16,0,1,9.3,644208,0,0,0,1,2829,12916,0,0,520,West Brom,Bournemouth,Arsenal,Brighton,West Ham,4.8,0.0,2.8,2.9,2.5,112.2
Joel,Matip,DEF,LIV,5400000,0,81,3.2,5.92592592592593e-07,1.4999999999999999e-05,0,232398,3,27,0,0,0,1,0,15.0,2974,-1,0,81,1,0.5,0,2.7,3,0,9,0,0,1.8,146942,0,0,0,1,1995,38,0,0,470,Bournemouth,West Brom,Stoke,Chelsea,Brighton,0.0,0.0,0.0,0.0,0.0,78.1
Konstantinos,Mavropanos,DEF,ARS,4300000,0,0,0.0,0.0,0.0,0,624,0,0,0,0,0,0,0,0.0,22,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,814,0,0,0,0,0,24,0,0,0,Newcastle,West Ham,Man Utd,Burnley,Leicester,0.0,0.0,0.0,0.0,0.0,0.0
Alfie,Mawson,DEF,SWA,5100000,2,104,3.3,6.47058823529412e-07,2.03921568627451e-05,0,190841,2,45,0,0,0,2,0,20.4,15257,1,0,104,-1,0.3,0,1.5,7,0,9,0,1,3.6,327327,0,0,0,1,2880,7798,0,0,578,Everton,Man City,Chelsea,Bournemouth,Southampton,3.3,2.7,3.9,6.3,4.1,101.9
Chancel,Mbemba,DEF,NEW,4000000,0,20,0.625,1.5625e-07,5e-06,0,909831,0,11,0,0,0,0,0,5.0,20428,0,0,20,0,0.0,0,0.0,3,0,1,0,0,10.8,1359250,0,0,0,1,670,1887,0,0,133,Arsenal,Everton,West Brom,Watford,Tottenham,0.3,0.3,0.3,0.6,0.3,23.2
James,McArthur,MID,CRY,4300000,2,70,2.5,5.81395348837209e-07,1.62790697674419e-05,0,366504,4,32,0,0,0,3,0,16.3,8657,-2,0,70,2,0.5,0,2.0,6,0,4,0,0,3.4,328362,0,0,0,1,2016,7285,0,0,318,Brighton,Watford,Leicester,Stoke,West Brom,2.2,1.6,2.1,1.7,2.6,104.1
Gareth,McAuley,DEF,WBA,4500000,0,8,0.24242424242424201,5.38720538720539e-08,1.77777777777778e-06,0,86573,0,15,0,0,0,0,0,1.8,198,-5,0,8,5,0.0,0,0.0,0,0,0,0,0,0.5,7038,0,0,0,0,454,27,0,0,73,Man Utd,Liverpool,Newcastle,Tottenham,Crystal Palace,0.1,0.1,0.1,0.1,0.1,9.3
Oliver,McBurnie,FWD,SWA,4600000,0,16,1.5,3.26086956521739e-07,3.47826086956522e-06,0,270499,0,5,0,0,0,0,0,3.5,2582,1,0,16,-1,0.0,0,0.0,0,0,0,0,1,1.8,255128,0,0,0,0,267,8,0,0,45,Everton,Man City,Chelsea,Bournemouth,Southampton,0.0,0.0,0.0,0.0,0.0,17.4
Alex,McCarthy,GLK,SOU,4400000,2,28,0.875,1.98863636363636e-07,6.36363636363636e-06,0,12851,1,20,0,25,0,0,0,6.4,703,-1,0,28,1,0.3,0,1.5,1,0,2,0,0,0.4,27349,0,0,0,0,1080,3634,0,0,171,Chelsea,Leicester,Bournemouth,Everton,Swansea,0.8,0.0,0.4,0.8,0.4,16.9
James,McCarthy,MID,EVE,4900000,0,6,1.5,3.06122448979592e-07,1.22448979591837e-06,0,2295,0,6,0,0,0,0,0,1.2,14,-1,0,6,1,0.0,0,0.0,0,0,0,0,0,0.0,711,0,0,0,0,204,9,0,0,41,Swansea,Newcastle,Huddersfield,Southampton,West Ham,0.0,0.0,0.0,0.0,0.0,5.8
James,McClean,MID,WBA,4700000,1,34,1.03030303030303,2.19213410702772e-07,7.23404255319149e-06,0,10089,5,17,0,0,0,1,0,7.2,40,-3,0,34,3,0.1,0,0.3,1,0,3,0,0,0.1,6419,1,0,0,0,966,7,0,0,112,Man Utd,Liverpool,Newcastle,Tottenham,Crystal Palace,0.5,0.5,0.5,0.5,0.5,63.2
Sam,McQueen,DEF,SOU,4200000,0,12,2.4,5.714285714285711e-07,2.8571428571428602e-06,0,6491,0,1,0,0,0,0,0,2.9,106,-3,0,12,3,0.0,0,0.0,2,0,1,0,0,0.1,4148,0,0,0,0,126,9,0,0,40,Chelsea,Leicester,Bournemouth,Everton,Swansea,0.0,0.0,0.0,0.0,0.0,6.6
Scott,McTominay,MID,MUN,4200000,1,15,0.46875,1.11607142857143e-07,3.5714285714285697e-06,0,68302,1,3,0,0,0,0,0,3.6,4299,-3,0,15,3,0.2,0,1.0,0,0,2,0,0,0.8,112060,0,0,0,0,435,2559,0,0,71,West Brom,Bournemouth,Arsenal,Brighton,West Ham,0.4,0.0,0.2,0.4,0.2,9.5
Ben,Mee,DEF,BUR,4900000,0,90,3.1,6.3265306122449e-07,1.83673469387755e-05,0,1172170,5,27,0,0,0,0,0,18.4,161524,4,0,90,-4,0.2,0,1.0,6,0,9,0,0,10.4,1225734,0,0,0,1,2610,436,0,0,491,Leicester,Chelsea,Stoke,Brighton,Arsenal,0.0,0.0,0.0,0.0,0.0,117.3
Max,Melbourne,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,1908,0,0,0,0,0,0,0,0.0,23,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2707,0,0,0,0,0,5,0,0,0,Man Utd,Liverpool,Newcastle,Tottenham,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin,Mendy,DEF,MCI,6300000,0,17,4.3,6.82539682539682e-07,2.6984126984127003e-06,0,111635,2,1,0,0,0,0,0,2.7,44,-2,0,17,2,0.0,0,0.0,1,0,2,0,1,0.3,88039,0,0,0,0,298,36,0,0,84,Tottenham,Swansea,West Ham,Huddersfield,Brighton,0.0,0.0,0.0,0.0,0.0,19.7
Nampalys,Mendy,MID,LEI,4500000,0,0,0.0,0.0,0.0,0,3927,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1315,0,0,0,0,0,2,0,0,0,Burnley,Southampton,Crystal Palace,West Ham,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0
Mikel,Merino,MID,NEW,4900000,0,47,1.46875,2.9974489795918396e-07,9.59183673469388e-06,0,15616,4,18,0,0,0,1,0,9.6,66,-1,0,47,1,0.0,0,0.0,4,0,3,0,1,0.1,15150,0,0,0,0,1324,16,0,0,262,Arsenal,Everton,West Brom,Watford,Tottenham,1.1,0.8,1.2,1.4,0.8,73.4
Per,Mertesacker,DEF,ARS,4700000,0,15,0.46875,9.97340425531915e-08,3.1914893617021303e-06,0,45950,0,7,0,0,0,1,0,3.2,166,-3,0,15,3,0.0,0,0.0,2,0,0,0,0,0.5,31155,0,0,0,1,351,106,0,0,77,Newcastle,West Ham,Man Utd,Burnley,Leicester,0.2,0.3,0.2,0.4,0.2,15.7
Roque,Mesa,MID,SWA,4200000,0,18,1.6,3.80952380952381e-07,4.28571428571429e-06,0,68959,3,16,0,0,0,0,0,4.3,376,-3,0,18,3,0.0,0,0.0,0,0,2,0,0,0.4,59592,0,0,0,0,753,39,0,0,125,Everton,Man City,Chelsea,Bournemouth,Southampton,0.0,0.0,0.0,0.0,0.0,20.9
Simon,Mignolet,GLK,LIV,4700000,0,67,3.5,7.4468085106383e-07,1.42553191489362e-05,0,110740,3,24,0,36,0,0,0,14.3,650,-3,0,67,3,0.0,0,0.0,0,0,7,0,0,1.1,66256,0,0,1,0,1710,123,0,0,329,Bournemouth,West Brom,Stoke,Chelsea,Brighton,3.5,2.8,4.5,3.3,4.7,28.0
Luka,Milivojevic,MID,CRY,5100000,10,125,4.0,7.843137254901959e-07,2.45098039215686e-05,0,277163,6,49,0,0,0,10,0,25.0,16826,1,-1,125,-1,1.9,1,9.7,19,0,5,0,0,10.9,847544,0,0,0,2,2629,119255,1,0,541,Brighton,Watford,Leicester,Stoke,West Brom,4.5,3.5,4.3,3.7,5.0,147.5
James,Milner,DEF,LIV,6000000,6,72,2.18181818181818,3.63636363636364e-07,1.2e-05,0,283515,3,22,0,0,0,0,0,12.0,1265,-5,0,72,5,1.0,0,6.0,4,0,6,0,3,2.4,55945,0,0,0,1,1543,4822,0,0,410,Bournemouth,West Brom,Stoke,Chelsea,Brighton,1.7,1.3,2.3,1.6,2.4,118.5
Tyrone,Mings,DEF,BOU,4200000,0,0,0.0,0.0,0.0,0,17719,1,4,0,0,0,0,0,0.0,51,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.2,2644,0,0,0,0,135,24,0,0,17,Liverpool,Man Utd,Southampton,Swansea,Burnley,0.0,0.0,0.0,0.0,0.0,2.5
Kevin,Mirallas,MID,EVE,6000000,0,5,1.0,1.66666666666667e-07,8.33333333333333e-07,0,117924,1,8,0,0,0,0,0,0.8,83,-5,0,5,5,0.0,0,0.0,0,0,0,0,0,0.8,8924,0,0,0,0,135,1,0,0,19,Swansea,Newcastle,Huddersfield,Southampton,West Ham,0.0,0.0,0.0,0.0,0.0,7.9
Aleksandar,Mitrovic,FWD,NEW,4700000,0,10,1.7,3.6170212765957397e-07,2.12765957446809e-06,0,155627,0,0,0,0,0,1,0,2.1,192,-3,0,10,3,0.0,0,0.0,0,0,0,0,0,0.6,48933,0,0,0,0,89,6,0,0,37,Arsenal,Everton,West Brom,Watford,Tottenham,0.0,0.0,0.0,0.0,0.0,16.6
Henrikh,Mkhitaryan,MID,ARS,7700000,0,91,4.1,5.324675324675321e-07,1.18181818181818e-05,0,2374067,2,13,0,0,0,2,0,11.8,83856,-3,1,91,3,0.1,0,0.5,8,0,10,0,9,7.6,2243117,0,0,0,3,1367,122,-1,0,355,Newcastle,West Ham,Man Utd,Burnley,Leicester,0.0,0.0,0.0,0.0,0.0,133.5
Jayson,Molumby,MID,BHA,4500000,0,0,0.0,0.0,0.0,0,691,0,0,0,0,0,0,0,0.0,9,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,819,0,0,0,0,0,15,0,0,0,Crystal Palace,Tottenham,Burnley,Man Utd,Man City,0.0,0.0,0.0,0.0,0.0,0.0
Nacho,Monreal,DEF,ARS,5600000,0,118,4.9,8.75e-07,2.1071428571428602e-05,0,1397970,3,25,0,0,0,4,0,21.1,32872,1,0,118,-1,0.5,0,3.0,14,0,10,0,2,6.7,1453900,0,0,0,2,2013,13045,0,0,566,Newcastle,West Ham,Man Utd,Burnley,Leicester,3.9,7.4,3.8,10.6,4.4,111.8
Jefferson,Montero,MID,SWA,4900000,0,0,0.0,0.0,0.0,0,3038,0,0,0,0,0,0,0,0.0,0,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,253,0,0,0,0,0,0,0,0,0,Everton,Man City,Chelsea,Bournemouth,Southampton,0.0,0.0,0.0,0.0,0.0,0.0
Aaron,Mooy,MID,HUD,5200000,2,101,3.3,6.346153846153849e-07,1.9423076923076897e-05,0,946149,4,48,0,0,0,4,0,19.1,11157,-3,1,101,3,0.3,0,1.3,8,0,8,0,3,4.9,1026477,0,0,0,2,2616,2746,-1,0,511,Watford,Everton,Man City,Chelsea,Arsenal,3.5,0.0,4.3,3.7,3.9,177.4
Alvaro,Morata,FWD,CHE,10400000,5,114,4.4,4.23076923076923e-07,1.0961538461538499e-05,0,3961795,7,15,0,0,0,11,0,11.0,6497,4,0,114,-4,0.5,0,5.5,13,0,11,0,6,8.5,3861668,0,0,0,2,1816,42572,0,0,351,Southampton,Burnley,Swansea,Liverpool,Huddersfield,9.7,0.0,4.4,11.0,4.6,211.4
Alberto,Moreno,DEF,LIV,4300000,0,45,1.3636363636363602,3.17124735729387e-07,1.0465116279069802e-05,0,398792,0,17,0,0,0,0,0,10.5,812,-2,0,45,2,0.0,0,0.0,3,0,5,0,1,1.2,342218,0,0,0,0,1083,154,0,0,290,Bournemouth,West Brom,Stoke,Chelsea,Brighton,0.8,0.7,1.1,0.7,1.2,54.3
Wes,Morgan,DEF,LEI,4400000,1,57,2.1,4.772727272727271e-07,1.29545454545455e-05,0,254759,4,37,0,0,0,0,0,13.0,2407,-1,0,57,1,0.7,0,3.0,1,0,5,0,0,3.4,245185,0,0,0,0,2367,32212,0,0,332,Burnley,Southampton,Crystal Palace,West Ham,Arsenal,3.4,0.0,2.5,4.6,1.5,64.4
James,Morrison,MID,WBA,5300000,0,13,0.393939393939394,7.43281875357347e-08,2.45283018867925e-06,0,3225,0,1,0,0,0,1,0,2.4,5,-2,1,13,2,0.0,0,0.0,0,0,2,0,0,0.0,2709,0,0,0,0,205,2,-1,0,35,Man Utd,Liverpool,Newcastle,Tottenham,Crystal Palace,0.2,0.2,0.2,0.2,0.2,14.5
Victor,Moses,DEF,CHE,6500000,2,100,3.125,4.807692307692311e-07,1.53846153846154e-05,0,156781,1,16,0,0,0,2,0,15.4,3926,0,0,100,0,0.5,0,3.0,4,0,9,0,4,2.1,203222,0,0,0,3,1747,11370,0,0,379,Southampton,Burnley,Swansea,Liverpool,Huddersfield,5.9,0.0,2.6,7.3,2.4,93.5
Steve,Mounie,FWD,HUD,5600000,7,85,3.5,6.25e-07,1.5178571428571398e-05,0,485405,2,29,0,0,0,7,0,14.9,16154,-4,1,85,4,0.6,0,3.3,12,0,5,0,2,2.1,527637,0,0,0,2,1552,4028,-1,0,253,Watford,Everton,Man City,Chelsea,Arsenal,4.4,0.0,4.5,5.0,4.3,105.5
Lys,Mousset,FWD,BOU,4900000,5,30,0.9090909090909091,1.85528756957328e-07,6.1224489795918405e-06,0,17796,1,10,0,0,0,2,0,6.1,610,-1,0,30,1,0.4,0,2.0,3,0,1,0,0,0.3,21269,0,0,0,1,393,3068,0,0,89,Liverpool,Man Utd,Southampton,Swansea,Burnley,1.0,0.0,0.5,0.5,0.5,33.9
Joy,Mukena,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,1013,0,0,0,0,0,0,0,0.0,124,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2423,0,0,0,0,0,184,0,0,0,Huddersfield,Crystal Palace,Tottenham,Newcastle,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0
Erwin,Mulder,GLK,SWA,4000000,0,0,0.0,0.0,0.0,0,3054,0,0,0,0,0,0,0,0.0,70,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,6272,0,0,0,0,0,72,0,0,0,Everton,Man City,Chelsea,Bournemouth,Southampton,0.0,0.0,0.0,0.0,0.0,0.0
Marc,Muniesa,DEF,STK,4500000,0,0,0.0,0.0,0.0,0,4600,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,94,0,0,0,0,0,1,0,0,0,West Ham,Burnley,Liverpool,Crystal Palace,Swansea,0.0,0.0,0.0,0.0,0.0,0.0
Daryl,Murphy,FWD,NEW,4500000,0,0,0.0,0.0,0.0,0,24725,0,0,0,0,0,0,0,0.0,214,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.7,7824,0,0,0,0,0,49,0,0,0,Arsenal,Everton,West Brom,Watford,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0
Jacob,Murphy,MID,NEW,5000000,0,40,1.25,2.5e-07,8e-06,0,13555,0,23,0,0,0,1,0,8.0,85,-5,0,40,5,0.0,0,0.0,2,0,1,0,1,0.1,5390,0,0,0,0,929,26,0,0,137,Arsenal,Everton,West Brom,Watford,Tottenham,0.8,0.6,0.9,1.2,0.6,44.2
Jamie,Murphy,MID,BHA,4700000,0,6,1.5,3.1914893617021297e-07,1.27659574468085e-06,0,4785,0,4,0,0,0,0,0,1.3,8,-3,0,6,3,0.0,0,0.0,0,0,0,0,0,0.0,1922,0,0,0,0,166,0,0,0,25,Crystal Palace,Tottenham,Burnley,Man Utd,Man City,0.0,0.0,0.0,0.0,0.0,5.1
Glenn,Murray,FWD,BHA,6000000,2,101,3.4,5.66666666666667e-07,1.68333333333333e-05,0,513469,7,31,0,0,0,11,0,16.8,31028,0,0,101,0,0.2,2,1.0,16,0,7,0,0,7.4,890042,0,0,0,2,1875,39363,0,0,288,Crystal Palace,Tottenham,Burnley,Man Utd,Man City,6.7,0.0,2.8,6.8,2.2,135.1
Ahmed,Musa,MID,LEI,6100000,0,0,0.0,0.0,0.0,0,28815,0,0,0,0,0,0,0,0.0,49,-4,0,0,4,0.0,0,0.0,0,0,0,0,0,0.4,4267,0,0,0,0,0,1,0,0,0,Burnley,Southampton,Crystal Palace,West Ham,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0
Charly,Musonda,MID,CHE,4800000,0,6,2.0,4.1666666666666704e-07,1.25e-06,0,4543,0,0,0,0,0,0,0,1.3,5,-2,0,6,2,0.0,0,0.0,0,0,0,0,1,0.0,1717,0,0,0,0,35,0,0,0,15,Southampton,Burnley,Swansea,Liverpool,Huddersfield,0.0,0.0,0.0,0.0,0.0,5.0
Shkodran,Mustafi,DEF,ARS,5500000,1,97,4.2,7.636363636363641e-07,1.7636363636363603e-05,0,432298,5,25,0,0,0,3,0,17.6,24660,0,0,97,0,0.8,0,4.5,10,0,9,0,1,4.3,544356,0,0,0,2,1931,10994,0,0,529,Newcastle,West Ham,Man Utd,Burnley,Leicester,3.1,6.3,3.0,8.4,3.4,102.7
Jordon,Mutch,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,669,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,695,0,0,0,0,0,1,0,0,0,Brighton,Watford,Leicester,Stoke,West Brom,0.0,0.0,0.0,0.0,0.0,0.0
Boaz,Myhill,GLK,WBA,4000000,0,1,0.0303030303030303,7.57575757575758e-09,2.5e-07,0,127380,1,1,0,2,0,0,0,0.3,2453,0,0,1,0,0.0,0,0.0,0,0,0,0,0,3.3,112295,0,0,0,0,90,367,0,0,7,Man Utd,Liverpool,Newcastle,Tottenham,Crystal Palace,0.0,0.0,0.0,0.0,0.0,1.2
Luciano,Narsingh,MID,SWA,4700000,0,27,0.84375,1.7952127659574499e-07,5.74468085106383e-06,0,4832,0,14,0,0,0,1,0,5.7,40,-3,0,27,3,0.0,0,0.0,3,0,1,0,0,0.0,2945,0,0,0,1,542,9,0,0,83,Everton,Man City,Chelsea,Bournemouth,Southampton,0.5,0.4,0.4,0.8,0.4,38.6
Kyle,Naughton,DEF,SWA,4600000,2,97,3.2,6.956521739130439e-07,2.10869565217391e-05,0,584469,1,42,0,0,0,0,0,21.1,16112,1,0,97,-1,0.3,0,1.5,11,0,9,0,2,5.5,752023,0,0,0,3,2686,10300,0,0,518,Everton,Man City,Chelsea,Bournemouth,Southampton,3.2,2.6,3.7,6.1,4.0,96.9
Wilfred,Ndidi,MID,LEI,4900000,0,72,2.3,4.6938775510204106e-07,1.4693877551020401e-05,0,60638,6,43,0,0,0,0,0,14.7,1502,-1,0,72,1,0.0,0,0.0,2,0,8,0,4,0.4,49979,0,0,0,0,2756,36,0,2,413,Burnley,Southampton,Crystal Palace,West Ham,Arsenal,3.4,0.0,1.4,4.3,1.2,111.2
Didier,Ndong,MID,WAT,4500000,0,0,0.0,0.0,0.0,0,407,0,0,0,0,0,0,0,0.0,25,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,741,0,0,0,0,0,43,0,0,0,Huddersfield,Crystal Palace,Tottenham,Newcastle,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0
Reiss,Nelson,MID,ARS,4700000,2,3,0.09375,1.99468085106383e-08,6.382978723404259e-07,0,3295,0,2,0,0,0,0,0,0.6,15,-3,0,3,3,0.2,0,1.0,0,0,0,0,0,0.0,1646,0,0,0,0,81,60,0,0,16,Newcastle,West Ham,Man Utd,Burnley,Leicester,0.0,0.0,0.0,0.0,0.0,3.3
Julien,Ngoy,FWD,STK,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,56646,0,2,0,0,0,0,0,0.2,536,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.4,75954,0,0,0,0,19,45,0,0,4,West Ham,Burnley,Liverpool,Crystal Palace,Swansea,0.0,0.0,0.0,0.0,0.0,0.3
Oumar,Niasse,FWD,EVE,4700000,0,73,2.21212121212121,4.7066408768536396e-07,1.5531914893617003e-05,0,831979,2,20,0,0,0,7,0,15.5,28829,-3,1,73,3,0.1,0,0.3,13,0,0,0,3,5.5,1105680,0,0,0,3,931,10423,-1,0,209,Swansea,Newcastle,Huddersfield,Southampton,West Ham,1.3,2.2,1.4,2.3,1.3,94.0
Edward,Nketiah,FWD,ARS,5000000,0,1,0.03125,6.25e-09,2e-07,0,3456,0,0,0,0,0,0,0,0.2,86,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,4118,0,0,0,0,7,83,0,0,5,Newcastle,West Ham,Man Utd,Burnley,Leicester,0.0,0.0,0.0,0.0,0.0,2.3
Georges-Kevin,Nkoudou,MID,BUR,5400000,1,9,0.28125,5.20833333333333e-08,1.66666666666667e-06,0,2444,1,1,0,0,0,0,0,1.7,46,-1,0,9,1,0.4,0,2.0,0,0,1,0,0,0.0,2146,0,0,0,0,186,38,0,0,17,Leicester,Chelsea,Stoke,Brighton,Arsenal,0.0,0.1,0.1,0.1,0.1,7.4
Lukas,Nmecha,FWD,MCI,4500000,0,0,0.0,0.0,0.0,0,4545,0,0,0,0,0,0,0,0.0,627,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,8921,0,0,0,0,0,1120,0,0,0,Tottenham,Swansea,West Ham,Huddersfield,Brighton,0.0,0.0,0.0,0.0,0.0,0.0
Mark,Noble,MID,WHU,5300000,1,64,2.8,5.283018867924531e-07,1.2075471698113199e-05,0,26692,5,35,0,0,0,3,0,12.1,482,-2,0,64,2,0.4,0,2.0,5,0,5,0,0,0.2,21955,0,0,0,0,1860,192,0,0,353,Stoke,Arsenal,Man City,Leicester,Man Utd,2.8,1.5,1.7,4.2,3.4,74.8
,Nolito,MID,MCI,7000000,0,0,0.0,0.0,0.0,0,1667,0,0,0,0,0,0,0,0.0,6,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,72,0,0,0,0,0,3,0,0,0,Tottenham,Swansea,West Ham,Huddersfield,Brighton,0.0,0.0,0.0,0.0,0.0,0.0
Kristoffer,Nordfeldt,GLK,SWA,3900000,0,0,0.0,0.0,0.0,0,35125,0,0,0,0,0,0,0,0.0,1516,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.6,45828,0,0,0,0,0,11098,0,0,0,Everton,Man City,Chelsea,Bournemouth,Southampton,0.0,0.0,0.0,0.0,0.0,0.0
Oliver,Norwood,MID,BHA,4500000,0,0,0.0,0.0,0.0,0,489,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,114,0,0,0,0,0,1,0,0,0,Crystal Palace,Tottenham,Burnley,Man Utd,Man City,0.0,0.0,0.0,0.0,0.0,0.0
Allan-Romeo,Nyom,DEF,WBA,4700000,2,53,1.6060606060606102,3.41715022566086e-07,1.12765957446809e-05,0,184807,4,36,0,0,0,0,0,11.3,392,-3,0,53,3,0.3,0,1.3,6,0,4,0,1,1.1,176296,0,0,0,0,1856,23,0,0,324,Man Utd,Liverpool,Newcastle,Tottenham,Crystal Palace,0.8,1.4,0.8,1.3,1.6,66.0
