FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW2Forecast,GW3Forecast,GW4Forecast,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Jonjoe,Kenny,DEF,EVE,4500000,0,0,0.0,0.0,0.0,0,917,0,0,0,0,0,0,0,0.0,917,0,0,0,0,0.0,0,0,0,0,0,0,0,0.1,188,0,0,0,0,0,188,0,0,0,Man City,Chelsea,Tottenham,Man Utd,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Ki Sung-yueng,MID,SWA,5000000,0,0,0.0,0.0,0.0,0,106,0,0,0,0,0,0,0,0.0,106,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,26,0,0,0,0,0,26,0,0,0,Man Utd,Crystal Palace,Newcastle,Tottenham,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Kiko Femenia,DEF,WAT,4500000,1,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,444,0,3,0,0,0,0,0,0.2,444,0,0,1,0,0.2,0,1,0,0,0,0,0,0.1,271,0,0,0,0,72,271,0,0,11,Bournemouth,Brighton,Southampton,Man City,Swansea,0.5,1.1,0.7,0.5,0.5,0.9,0.5,0.5,0.7,0.5,0.9,0.6,0.5,1.4,0.5,0.9,0.5,0.9,0.5,0.7,0.5,0.9,0.5,0.5,0.5,0.7,0.5,1.1,0.5,0.5,0.7,0.5,0.5,1.1,1.2,0.8,0.5,1.1
Andy,King,MID,LEI,4500000,0,0,0.0,0.0,0.0,0,4701,0,0,0,0,0,0,0,0.0,4701,0,0,0,0,0.0,0,0,0,0,0,0,0,0.8,1443,0,0,0,0,0,1443,0,0,0,Brighton,Man Utd,Chelsea,Huddersfield,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joshua,King,FWD,BOU,7500000,2,2,2.0,2.66666666666667e-07,2.66666666666667e-07,0,47380,0,1,0,0,0,0,0,0.3,47380,0,0,2,0,0.3,0,2,0,0,0,0,0,5.4,4858,0,0,0,0,90,4858,0,0,6,Watford,Man City,Arsenal,Brighton,Everton,1.8,1.0,1.9,2.8,1.0,2.8,1.0,1.7,2.7,2.2,1.1,1.0,1.9,1.1,2.3,1.0,2.8,1.0,2.8,1.2,2.5,2.3,2.5,2.3,2.1,1.0,2.5,2.5,1.0,1.1,1.4,2.7,2.5,1.2,1.0,1.0,1.5,6.5
Stephen,Kingsley,DEF,SWA,4500000,0,0,0.0,0.0,0.0,0,845,0,0,0,0,0,0,0,0.0,845,0,0,0,0,0.0,0,0,0,0,0,0,0,0.1,97,0,0,0,0,0,97,0,0,0,Man Utd,Crystal Palace,Newcastle,Tottenham,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davy,Klaassen,MID,EVE,7500000,1,1,1.0,1.3333333333333302e-07,1.3333333333333302e-07,0,16344,0,0,0,0,0,0,0,0.1,16344,0,0,1,0,0.1,0,1,0,0,0,0,0,1.7,1965,0,0,0,0,59,1965,0,0,4,Man City,Chelsea,Tottenham,Man Utd,Bournemouth,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.7,0.5,0.5,0.9,0.6,0.7,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.6,0.6,0.5,0.5,0.5,1.1,0.5,0.5,0.5,3.7
Ragnar,Klavan,DEF,LIV,4500000,0,0,0.0,0.0,0.0,0,3896,0,0,0,0,0,0,0,0.0,3896,0,0,0,0,0.0,0,0,0,0,0,0,0,0.4,377,0,0,0,0,0,377,0,0,0,Crystal Palace,Arsenal,Man City,Burnley,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony,Knockaert,MID,BHA,6000000,1,1,0.33333333333333304,5.5555555555555594e-08,1.66666666666667e-07,0,10125,0,0,0,0,0,0,0,0.2,10125,0,0,1,0,0.2,0,1,0,0,0,0,0,1.9,2745,0,0,0,0,13,2745,0,0,5,Leicester,Watford,West Brom,Bournemouth,Newcastle,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9
Aleksandar,Kolarov,DEF,MCI,5500000,0,0,0.0,0.0,0.0,0,989,0,0,0,0,0,0,0,0.0,989,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,21,0,0,0,0,0,21,0,0,0,Everton,Bournemouth,Liverpool,Watford,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sead,Kolasinac,DEF,ARS,6000000,5,5,5.0,8.33333333333333e-07,8.33333333333333e-07,0,17096,0,3,0,0,0,0,0,0.8,17096,0,0,5,0,0.8,0,5,1,0,0,0,1,13.8,63373,0,0,0,0,90,63373,0,0,35,Stoke,Liverpool,Bournemouth,Chelsea,West Brom,6.2,3.9,7.1,4.3,7.1,7.1,5.1,3.4,7.1,4.5,7.1,3.9,4.3,4.0,6.2,6.2,7.1,4.8,6.2,6.2,5.3,6.2,7.1,6.2,4.3,6.2,5.5,6.2,6.0,2.9,7.1,7.1,6.2,7.1,3.1,4.8,3.4,7.9
Vincent,Kompany,DEF,MCI,6000000,6,6,6.0,1e-06,1e-06,0,9965,0,0,0,0,0,0,0,1.0,9965,0,0,6,0,1.0,0,6,0,0,1,0,0,6.3,21567,0,0,0,0,90,21567,0,0,25,Everton,Bournemouth,Liverpool,Watford,Crystal Palace,5.7,7.4,6.4,6.6,8.5,5.7,8.5,6.4,7.4,5.6,4.0,4.6,8.5,8.5,4.2,7.4,8.5,8.5,7.4,7.4,7.8,5.2,8.5,8.5,5.2,5.1,4.4,6.9,7.4,8.5,4.6,5.4,7.4,8.5,7.4,5.7,7.4,2.7
Laurent,Koscielny,DEF,ARS,6000000,0,0,0.0,0.0,0.0,0,3856,0,0,0,0,0,0,0,0.0,3856,0,0,0,0,0.0,0,0,0,0,0,0,0,0.5,441,0,0,0,0,0,441,0,0,0,Stoke,Liverpool,Bournemouth,Chelsea,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cheikhou,Kouyate,MID,WHU,5000000,0,0,0.0,0.0,0.0,0,273,0,0,0,0,0,0,0,0.0,273,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,63,0,0,0,0,0,63,0,0,0,Southampton,Newcastle,Huddersfield,West Brom,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexandre,Lacazette,FWD,ARS,10500000,6,6,6.0,5.714285714285711e-07,5.714285714285711e-07,0,36161,0,3,0,0,0,1,0,0.6,36161,0,0,6,0,0.6,0,6,0,0,0,0,0,18.5,45635,0,0,0,0,90,45635,0,0,32,Stoke,Liverpool,Bournemouth,Chelsea,West Brom,7.4,7.4,8.5,7.4,6.2,8.5,7.4,5.6,6.1,4.7,5.7,7.4,6.5,6.8,5.1,7.4,8.5,8.5,7.4,5.0,8.5,7.4,8.5,4.9,6.8,4.6,5.9,7.4,8.5,7.4,8.5,6.3,7.4,8.5,5.6,8.5,5.3,14.9
