FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Vincent,Kompany,DEF,MCI,5800000,0,16,2.7,4.6551724137931004e-07,2.75862068965517e-06,0,240237,4,4,0,0,0,0,0,2.8,7405,-2,0,16,2,0.3,0,2.0,0,0,2,0,0,2.3,67775,0,0,0,0,529,1552,0,0,104,Man Utd,Swansea,Tottenham,Bournemouth,Newcastle,0.0,2.3,2.6,2.3,2.3,3.4,2.4,2.1,2.5,2.9,2.5,2.3,1.8,2.3,2.5,2.9,1.6,2.6,2.5,2.1,2.7,3.4,2.6,20.8
Laurent,Koscielny,DEF,ARS,6000000,0,46,3.8,6.33333333333333e-07,7.66666666666667e-06,0,44258,3,14,0,0,0,0,0,7.7,3440,0,0,46,0,1.0,0,5.8,6,0,6,0,0,1.3,55891,0,0,0,1,1074,9215,0,0,277,Southampton,West Ham,Newcastle,Liverpool,Crystal Palace,3.2,3.4,4.9,5.0,3.8,3.2,4.6,2.8,5.7,2.8,4.6,3.0,3.8,3.5,4.8,2.4,4.8,4.7,2.8,5.7,2.0,4.9,3.1,45.5
Cheikhou,Kouyate,MID,WHU,5000000,1,37,2.8,5.6e-07,7.400000000000001e-06,0,42601,1,20,0,0,0,2,0,7.4,5307,0,0,37,0,0.7,0,3.3,2,0,3,0,0,0.4,56687,0,0,0,0,1006,176,0,0,154,Chelsea,Arsenal,Stoke,Newcastle,Bournemouth,0.0,0.0,0.0,3.1,2.1,0.0,4.5,1.7,3.0,3.1,1.6,2.0,1.4,2.5,2.7,2.6,2.6,1.8,2.6,1.4,1.7,1.7,3.7,36.7
Tim,Krul,GLK,BHA,4000000,0,0,0.0,0.0,0.0,0,20070,0,0,0,0,0,0,0,0.0,1435,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.9,53983,0,0,0,0,0,629,0,0,0,Huddersfield,Tottenham,Burnley,Watford,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grzegorz,Krychowiak,MID,WBA,5000000,0,26,2.6,5.2e-07,5.2e-06,0,21114,1,16,0,0,0,0,0,5.2,1485,0,0,26,0,0.1,0,0.5,3,0,1,0,2,0.2,29825,0,0,0,0,729,53,0,0,129,Swansea,Liverpool,Man Utd,Stoke,Everton,2.4,1.3,2.2,1.7,3.3,2.7,1.8,2.1,2.0,1.3,2.2,1.7,3.1,1.9,2.5,2.0,2.3,2.8,1.3,2.0,1.9,2.1,1.7,21.8
Alexandre,Lacazette,FWD,ARS,10300000,6,64,4.3,4.1747572815534e-07,6.21359223300971e-06,0,1266308,1,11,0,0,0,8,0,6.2,11892,-2,0,64,2,0.4,0,4.5,3,0,7,0,1,9.2,872045,0,0,0,1,1029,75386,0,0,281,Southampton,West Ham,Newcastle,Liverpool,Crystal Palace,3.7,3.5,6.1,5.7,3.8,3.8,4.3,3.7,6.4,3.6,6.4,3.0,5.1,3.7,4.9,3.4,6.4,5.4,3.7,6.4,2.4,5.3,3.2,121.6
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,89615,0,1,0,0,0,0,0,0.2,3913,0,0,1,0,0.0,0,0.0,0,0,0,0,0,1.7,157804,0,0,0,0,16,2616,0,0,3,Bournemouth,Watford,Leicester,Swansea,Arsenal,0.6,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.6,0.5,0.5,0.6,0.5,0.6,0.5,0.6,0.5,0.7,0.2
Adam,Lallana,MID,LIV,7300000,0,1,0.0666666666666667,9.132420091324199e-09,1.36986301369863e-07,0,34121,0,0,0,0,0,0,0,0.1,959,-2,0,1,2,0.0,0,0.3,0,0,0,0,0,0.3,3704,0,0,0,0,1,186,0,0,2,Everton,West Brom,Bournemouth,Arsenal,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Erik,Lamela,MID,TOT,6300000,1,4,0.266666666666667,4.23280423280423e-08,6.349206349206351e-07,0,4319,1,0,0,0,0,0,0,0.6,992,-2,0,4,2,0.2,0,1.0,0,0,0,0,1,0.1,4677,0,0,0,0,26,798,0,0,16,Stoke,Brighton,Man City,Burnley,Southampton,0.1,0.1,0.1,0.1,0.1,0.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.4
Manuel,Lanzini,MID,WHU,6800000,2,25,2.5,3.67647058823529e-07,3.6764705882352896e-06,0,57871,1,20,0,0,0,1,0,3.7,1651,-2,0,25,2,0.4,1,2.8,2,0,0,0,1,0.6,23324,0,0,0,0,768,738,0,0,151,Chelsea,Arsenal,Stoke,Newcastle,Bournemouth,1.9,2.6,1.4,2.7,1.7,0.0,3.8,1.4,2.6,2.6,1.3,1.7,1.2,2.1,2.2,2.2,2.2,1.5,2.2,1.2,1.4,1.4,3.2,60.0
Jamaal,Lascelles,DEF,NEW,4600000,0,44,4.0,8.695652173913041e-07,9.56521739130435e-06,0,563501,3,9,0,0,0,2,0,9.4,28257,1,1,44,-1,0.0,0,0.0,4,0,3,0,0,6.1,755270,0,0,0,1,947,1452,-1,0,185,Leicester,Everton,Arsenal,West Ham,Man City,4.5,4.5,3.0,4.4,3.7,5.4,4.0,4.3,3.3,4.8,4.7,5.0,3.7,3.5,4.7,4.0,6.0,3.2,5.3,2.6,5.4,5.2,4.5,39.8
,Lee Chung-yong,MID,CRY,4300000,0,3,0.2,4.65116279069767e-08,6.976744186046509e-07,0,35138,0,2,0,0,0,0,0,0.7,916,-2,0,3,2,0.0,0,0.0,0,0,0,0,0,0.4,41275,0,0,0,0,109,122,0,0,8,Bournemouth,Watford,Leicester,Swansea,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.2
Adam,Legzdins,GLK,BUR,4000000,0,0,0.0,0.0,0.0,0,2506,0,0,0,0,0,0,0,0.0,145,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,7089,0,0,0,0,0,100,0,0,0,Watford,Stoke,Brighton,Tottenham,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florian,Lejeune,DEF,NEW,4400000,1,13,0.866666666666667,1.96969696969697e-07,2.95454545454545e-06,0,30032,2,16,0,0,0,0,0,3.0,404,-1,0,13,1,0.2,0,0.8,0,0,1,0,0,0.2,5423,0,0,0,0,753,153,0,0,145,Leicester,Everton,Arsenal,West Ham,Man City,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.9,0.5,0.4,0.4,0.4,0.4,0.7,0.4,0.5,0.4,0.5,0.5,0.4,27.9
Jonathan,Leko,MID,WBA,4500000,0,0,0.0,0.0,0.0,0,4005,0,0,0,0,0,0,0,0.0,36,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,587,0,0,0,0,0,4,0,0,0,Swansea,Liverpool,Man Utd,Stoke,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario,Lemina,MID,SOU,5000000,0,20,1.33333333333333,2.66666666666667e-07,4e-06,0,24610,1,8,0,0,0,0,0,4.0,460,0,0,20,0,0.2,0,0.8,0,0,3,0,0,0.1,20757,0,0,0,0,690,156,0,0,149,Arsenal,Leicester,Chelsea,Huddersfield,Tottenham,0.8,0.7,0.7,1.0,0.7,0.7,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,1.0,0.7,0.7,0.7,0.7,0.8,0.7,0.7,29.6
Aaron,Lennon,MID,EVE,5400000,3,16,1.06666666666667,1.97530864197531e-07,2.96296296296296e-06,0,5538,0,8,0,0,0,0,0,3.0,294,-1,0,16,1,0.5,0,2.5,0,0,2,0,1,0.1,2799,0,0,0,0,380,309,0,0,40,Liverpool,Newcastle,Swansea,Chelsea,West Brom,0.5,0.5,0.8,0.5,0.5,0.5,0.6,0.5,0.7,0.6,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,12.2
,Lewis Cook,MID,BOU,4400000,2,13,0.866666666666667,1.96969696969697e-07,2.95454545454545e-06,0,40893,1,5,0,0,0,0,0,3.0,1296,-1,0,13,1,0.3,0,1.3,0,0,1,0,0,0.9,32540,0,0,0,0,463,576,0,0,88,Crystal Palace,Man Utd,Liverpool,Man City,West Ham,0.4,0.4,0.4,0.4,0.5,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,19.3
Anders,Lindegaard,GLK,BUR,4000000,0,0,0.0,0.0,0.0,0,2335,0,0,0,0,0,0,0,0.0,228,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,7894,0,0,0,0,0,331,0,0,0,Watford,Stoke,Brighton,Tottenham,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor,Lindelof,DEF,MUN,4900000,2,14,0.933333333333333,1.9047619047619e-07,2.8571428571428602e-06,0,247144,0,6,0,0,0,0,0,2.9,2031,-6,0,14,6,0.6,0,3.0,1,0,1,0,0,1.2,31339,0,0,0,0,428,6600,0,0,93,Man City,Bournemouth,West Brom,Leicester,Burnley,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.6,0.5,0.5,0.9,0.5,0.5,0.9,0.6,0.5,0.5,0.5,0.7,0.5,0.7,0.5,0.5,12.8
Jesse,Lingard,MID,MUN,5800000,15,43,2.86666666666667,4.94252873563218e-07,7.4137931034482805e-06,0,23055,0,5,0,0,0,3,0,7.4,3964,-2,0,43,2,1.2,0,6.8,5,0,0,0,3,1.4,71683,0,0,0,1,391,59143,0,0,131,Man City,Bournemouth,West Brom,Leicester,Burnley,1.9,3.2,1.7,1.6,2.9,2.8,1.9,2.8,1.7,1.4,3.8,1.9,2.5,1.7,2.6,1.7,3.5,1.4,3.2,2.0,3.3,1.5,2.2,53.4
Jake,Livermore,MID,WBA,4900000,2,31,2.2,4.4897959183673497e-07,6.326530612244901e-06,0,12158,2,19,0,0,0,0,0,6.3,430,-1,0,31,1,0.6,0,2.8,0,0,3,0,1,0.2,7623,0,0,0,0,1150,227,0,0,150,Swansea,Liverpool,Man Utd,Stoke,Everton,1.9,1.1,1.7,1.3,2.6,2.1,1.4,1.6,1.5,1.1,1.7,1.3,2.5,1.5,1.9,1.5,1.7,2.2,1.1,1.5,1.4,1.6,1.3,32.0
Fernando,Llorente,FWD,TOT,7400000,0,8,0.9,1.21621621621622e-07,1.08108108108108e-06,0,17364,1,1,0,0,0,0,0,1.1,577,-1,0,8,1,0.1,0,0.8,0,0,0,0,0,0.1,13283,0,0,0,0,131,325,0,0,19,Stoke,Brighton,Man City,Burnley,Southampton,0.6,0.5,0.4,0.4,0.4,0.0,1.0,0.6,0.4,0.5,0.4,0.5,0.4,0.6,0.4,0.5,0.4,0.5,0.4,0.4,0.4,0.4,0.5,7.5
Hugo,Lloris,GLK,TOT,5500000,2,48,3.4,6.18181818181818e-07,8.72727272727273e-06,0,382717,0,13,0,25,0,0,0,8.7,12401,0,0,48,0,0.3,0,1.8,0,0,5,0,0,9.0,157978,0,0,0,0,1260,7475,0,0,235,Stoke,Brighton,Man City,Burnley,Southampton,3.8,4.3,2.6,3.3,3.6,0.0,7.7,3.5,3.4,3.9,2.8,4.2,4.1,4.9,3.0,3.8,3.4,3.2,2.8,3.6,3.7,3.4,3.5,22.3
Ruben,Loftus-Cheek,MID,CRY,4600000,3,34,3.1,6.73913043478261e-07,7.39130434782609e-06,0,448410,0,17,0,0,0,1,0,7.4,12986,1,0,34,-1,1.0,0,4.5,0,0,2,0,2,8.0,352372,0,0,0,0,900,35563,0,0,160,Bournemouth,Watford,Leicester,Swansea,Arsenal,3.4,2.3,2.1,3.1,3.5,2.0,2.4,3.0,1.6,2.3,3.6,2.5,2.9,3.0,2.2,2.2,2.7,2.6,2.9,2.5,3.2,2.2,3.4,61.7
Jason,Lokilo,MID,CRY,4400000,0,0,0.0,0.0,0.0,0,13984,0,0,0,0,0,0,0,0.0,239,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,13112,0,0,0,0,0,36,0,0,0,Bournemouth,Watford,Leicester,Swansea,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe,Lolley,MID,HUD,4400000,0,0,0.0,0.0,0.0,0,4155,0,0,0,0,0,0,0,0.0,132,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,3545,0,0,0,0,0,40,0,0,0,Brighton,Chelsea,Watford,Southampton,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin,Long,DEF,BUR,3900000,0,0,0.0,0.0,0.0,0,107111,0,0,0,0,0,0,0,0.0,3424,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,2.5,79120,0,0,0,0,0,4652,0,0,0,Watford,Stoke,Brighton,Tottenham,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane,Long,FWD,SOU,5700000,0,23,1.8,3.15789473684211e-07,4.03508771929825e-06,0,35963,3,10,0,0,0,0,0,4.0,1581,-3,0,23,3,0.2,0,1.0,0,0,2,0,2,0.3,17198,0,0,0,0,670,160,0,0,68,Arsenal,Leicester,Chelsea,Huddersfield,Tottenham,1.3,1.4,1.0,1.7,1.0,0.9,1.6,1.5,1.1,1.4,1.3,1.3,1.1,1.7,1.3,1.2,1.2,0.9,0.9,1.1,1.3,1.2,1.1,35.1
Ademola,Lookman,MID,EVE,5100000,1,9,0.6,1.1764705882352901e-07,1.76470588235294e-06,0,7793,0,6,0,0,0,0,0,1.8,106,-4,0,9,4,0.2,0,1.0,0,0,0,0,1,0.1,1707,0,0,0,0,142,250,0,0,25,Liverpool,Newcastle,Swansea,Chelsea,West Brom,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,5.2
Jonas,Lossl,GLK,HUD,4600000,1,59,3.9,8.478260869565219e-07,1.2826086956521699e-05,0,221205,0,26,0,37,0,0,0,12.8,15337,1,0,59,-1,0.2,0,0.8,5,0,5,0,1,9.3,494926,0,0,1,1,1350,6017,0,0,299,Brighton,Chelsea,Watford,Southampton,Stoke,5.5,4.7,4.4,3.4,5.0,5.0,2.5,5.8,3.3,5.2,2.2,4.7,3.4,3.3,4.5,5.8,3.0,3.7,4.9,3.4,4.7,2.6,5.4,34.8
Dejan,Lovren,DEF,LIV,5300000,2,30,2.7,5.09433962264151e-07,5.6603773584905704e-06,0,75694,3,9,0,0,0,0,0,5.7,1244,-2,0,30,2,0.6,0,3.3,1,0,4,0,0,0.8,19633,0,0,0,0,755,3864,0,0,167,Everton,West Brom,Bournemouth,Arsenal,Swansea,2.6,3.2,1.9,1.4,2.5,2.6,2.1,2.1,1.9,2.1,3.0,2.2,3.6,2.9,1.4,2.8,3.0,1.4,2.6,2.2,2.8,2.2,3.2,25.4
Chris,Lowe,DEF,HUD,4500000,0,38,2.9,6.44444444444444e-07,8.444444444444439e-06,0,172362,0,14,0,0,0,0,0,8.4,10034,0,0,38,0,0.1,0,0.3,0,0,5,0,0,3.0,268431,0,0,0,0,877,711,0,0,173,Brighton,Chelsea,Watford,Southampton,Stoke,3.7,3.1,2.8,2.1,3.3,3.3,1.5,4.1,2.0,3.5,1.4,3.1,2.1,2.0,2.9,4.4,1.8,2.3,3.2,2.1,3.1,1.6,3.6,18.0
Matthew,Lowton,DEF,BUR,4700000,0,53,4.1,8.723404255319151e-07,1.12765957446809e-05,0,123810,0,10,0,0,0,0,0,11.3,25548,2,0,53,-2,0.4,0,2.0,2,0,6,0,1,3.5,247746,0,0,0,0,1170,1567,0,0,234,Watford,Stoke,Brighton,Tottenham,Man Utd,0.0,4.8,4.9,5.0,3.2,4.5,5.0,5.0,4.9,4.1,3.6,4.2,4.6,4.5,4.8,4.5,4.6,5.6,4.5,4.4,5.4,3.3,4.5,38.9
Leiva,Lucas,MID,LIV,4500000,0,0,0.0,0.0,0.0,0,1020,0,0,0,0,0,0,0,0.0,11,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,197,0,0,0,0,0,7,0,0,0,Everton,West Brom,Bournemouth,Arsenal,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romelu,Lukaku,FWD,MUN,11300000,2,79,5.3,4.69026548672566e-07,6.9911504424778796e-06,0,2211752,1,9,0,0,0,8,0,6.9,217598,-2,1,79,2,0.3,1,3.8,8,0,9,0,4,33.2,1391234,0,0,0,2,1350,8463,-1,0,276,Man City,Bournemouth,West Brom,Leicester,Burnley,6.7,7.5,5.3,4.8,7.0,7.1,5.0,7.9,4.7,4.4,8.0,5.2,5.8,5.4,7.5,5.1,7.0,5.0,8.0,5.3,7.5,5.2,6.6,141.4
Levi,Lumeka,MID,CRY,4500000,0,1,0.0666666666666667,1.48148148148148e-08,2.22222222222222e-07,0,383,0,0,0,0,0,0,0,0.2,23,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,470,0,0,0,0,25,21,0,0,3,Bournemouth,Watford,Leicester,Swansea,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3
Matt,Macey,GLK,ARS,5000000,0,0,0.0,0.0,0.0,0,149,0,0,0,0,0,0,0,0.0,24,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,175,0,0,0,0,0,18,0,0,0,Southampton,West Ham,Newcastle,Liverpool,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niki,Maenpaa,GLK,BHA,4000000,0,0,0.0,0.0,0.0,0,31555,0,0,0,0,0,0,0,0.0,975,0,0,0,0,0.0,0,0.0,0,0,0,0,0,1.1,22316,0,0,0,0,0,272,0,0,0,Huddersfield,Tottenham,Burnley,Watford,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Maguire,DEF,LEI,5200000,8,59,3.9,7.5e-07,1.1346153846153801e-05,0,293462,1,20,0,0,0,1,0,11.3,9974,2,0,59,-2,0.6,0,3.0,6,0,4,0,3,8.8,587335,0,0,0,1,1350,62239,0,0,307,Newcastle,Southampton,Crystal Palace,Man Utd,Watford,3.5,4.0,5.8,4.8,4.9,3.3,5.8,4.0,4.6,2.5,4.2,3.1,4.7,4.4,4.0,5.1,4.3,4.8,3.9,4.6,4.5,5.7,3.8,59.0
Riyad,Mahrez,MID,LEI,8400000,6,75,5.0,5.95238095238095e-07,8.92857142857143e-06,0,340042,0,18,0,0,0,3,0,8.9,13052,-1,0,75,1,0.6,0,4.8,6,0,4,0,7,5.3,392824,0,0,0,1,1182,43620,0,0,243,Newcastle,Southampton,Crystal Palace,Man Utd,Watford,5.3,5.1,6.7,5.9,5.3,3.5,7.4,4.9,4.8,5.4,6.9,3.6,5.9,6.6,4.9,6.7,4.5,6.8,4.9,5.9,4.9,7.1,4.4,93.6
Ainsley,Maitland-Niles,MID,ARS,4500000,0,1,0.0666666666666667,1.48148148148148e-08,2.22222222222222e-07,0,650,0,0,0,0,0,0,0,0.2,31,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,835,0,0,0,0,1,25,0,0,3,Southampton,West Ham,Newcastle,Liverpool,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott,Malone,DEF,HUD,4300000,1,17,1.13333333333333,2.63565891472868e-07,3.9534883720930196e-06,0,11384,2,11,0,0,0,0,0,4.0,819,-2,0,17,2,0.1,0,0.5,3,0,1,0,1,0.3,15761,0,0,0,1,449,747,0,0,100,Brighton,Chelsea,Watford,Southampton,Stoke,0.9,0.7,0.6,0.6,0.8,0.8,0.6,1.1,0.6,0.8,0.6,0.7,0.6,0.6,0.6,1.7,0.6,0.6,0.7,0.6,0.7,0.6,0.9,20.6
Sadio,Mane,MID,LIV,9400000,0,49,3.2666666666666697,3.47517730496454e-07,5.21276595744681e-06,0,1447090,2,10,0,0,0,4,0,5.2,28829,-1,0,49,1,0.5,0,4.3,5,0,4,0,3,8.2,678310,0,0,0,2,600,19886,0,1,175,Everton,West Brom,Bournemouth,Arsenal,Swansea,4.5,3.7,2.8,1.8,4.0,3.5,2.4,2.2,3.3,2.3,3.2,2.5,4.1,3.9,1.6,2.6,2.4,2.7,3.7,2.4,3.2,2.4,3.2,72.5
Eliaquim,Mangala,DEF,MCI,5000000,2,5,0.33333333333333304,6.66666666666667e-08,1e-06,0,6398,0,1,0,0,0,0,0,1.0,446,0,0,5,0,0.2,0,1.0,0,0,0,0,0,0.1,6604,0,0,0,0,169,470,0,0,29,Man Utd,Swansea,Tottenham,Bournemouth,Newcastle,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.1
Javier,Manquillo,DEF,NEW,4400000,1,30,2.5,5.68181818181818e-07,6.81818181818182e-06,0,68963,1,18,0,0,0,0,0,6.8,3309,-1,0,30,1,0.1,0,0.5,1,0,3,0,0,1.3,69724,0,0,0,0,1080,2482,0,0,152,Leicester,Everton,Arsenal,West Ham,Man City,2.2,2.2,1.4,2.1,1.7,2.8,1.9,2.1,1.5,2.5,2.9,2.5,1.8,1.6,2.3,1.9,3.3,1.5,2.7,1.2,2.8,2.7,2.2,27.2
Solomon,March,MID,BHA,5000000,1,34,2.2666666666666697,4.53333333333333e-07,6.8e-06,0,37732,1,12,0,0,0,1,0,6.8,1452,0,0,34,0,0.3,0,1.3,0,0,3,0,1,0.3,43156,0,0,0,0,845,112,0,0,124,Huddersfield,Tottenham,Burnley,Watford,Chelsea,1.4,1.3,1.7,1.3,1.5,1.6,2.0,1.5,1.5,1.6,2.3,1.4,2.2,2.1,1.7,1.1,1.9,2.5,1.5,1.6,1.5,1.7,1.1,42.9
Adrian,Mariappa,DEF,WAT,4100000,2,19,1.7,4.1463414634146297e-07,4.6341463414634106e-06,0,146765,2,19,0,0,0,0,0,4.6,7197,1,0,19,-1,0.8,0,3.3,0,0,2,0,0,5.8,262672,0,0,0,0,821,27483,0,0,129,Burnley,Crystal Palace,Huddersfield,Brighton,Leicester,1.4,2.3,1.6,1.5,0.9,0.8,1.0,0.9,1.0,1.3,0.9,1.5,0.9,1.2,0.9,1.1,0.9,1.0,1.3,2.2,1.3,1.0,0.9,21.6
Dean,Marney,MID,BUR,4500000,0,0,0.0,0.0,0.0,0,911,0,0,0,0,0,0,0,0.0,31,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,477,0,0,0,0,0,22,0,0,0,Watford,Stoke,Brighton,Tottenham,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony,Martial,MID,MUN,8000000,5,63,4.2,5.25e-07,7.875e-06,0,190907,1,4,0,0,0,6,0,7.9,8502,0,0,63,0,0.7,0,5.8,1,0,4,0,3,3.3,261452,0,0,0,0,571,42531,0,0,218,Man City,Bournemouth,West Brom,Leicester,Burnley,3.5,5.5,3.2,3.0,5.0,4.9,3.6,4.9,3.2,2.8,6.2,3.5,4.5,3.1,4.6,3.3,5.8,2.2,5.5,3.6,5.6,2.8,4.0,85.3
Cuco,Martina,DEF,EVE,4300000,6,17,1.13333333333333,2.63565891472868e-07,3.9534883720930196e-06,0,47541,1,9,0,0,0,0,0,4.0,705,-2,0,17,2,0.7,0,3.0,0,0,2,0,0,0.4,33887,0,0,0,0,570,1590,0,0,114,Liverpool,Newcastle,Swansea,Chelsea,West Brom,0.6,0.6,0.6,0.7,0.6,0.6,0.8,0.6,0.9,0.7,0.6,1.7,0.7,0.6,0.9,0.6,0.6,0.8,0.6,0.8,0.6,0.7,0.6,27.7
Damian Emiliano,Martinez,GLK,ARS,4000000,0,0,0.0,0.0,0.0,0,23485,0,0,0,0,0,0,0,0.0,496,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.7,1030,0,0,0,0,0,31,0,0,0,Southampton,West Ham,Newcastle,Liverpool,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Martinez,FWD,WHU,5000000,0,0,0.0,0.0,0.0,0,520,0,0,0,0,0,0,0,0.0,189,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1023,0,0,0,0,0,260,0,0,0,Chelsea,Arsenal,Stoke,Newcastle,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
