FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Yoan,Gouffran,MID,NEW,5000000,0,0,0.0,0.0,0.0,0,258,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,35,0,0,0,0,0,0,0,0,0,Leicester,Arsenal,Everton,West Brom,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max,Gradel,MID,BOU,5000000,0,0,0.0,0.0,0.0,0,4116,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,141,0,0,0,0,0,0,0,0,0,Crystal Palace,Liverpool,Man Utd,Southampton,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee,Grant,GLK,STK,4200000,0,5,0.15625,3.7202380952380896e-08,1.19047619047619e-06,0,29139,0,7,0,8,0,0,0,1.2,200,-3,0,5,3,0.0,0,0.0,0,0,0,0,0,0.2,9832,0,0,0,0,270,19,0,0,44,Tottenham,West Ham,Burnley,Liverpool,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.1,6.3
Andre,Gray,FWD,WAT,6300000,0,66,2.5,3.9682539682539704e-07,1.04761904761905e-05,0,307829,1,25,0,0,0,4,0,10.5,1722,-2,0,66,2,0.0,0,0.0,3,0,5,0,3,1.3,255359,0,0,0,0,1253,584,0,0,193,Burnley,Huddersfield,Crystal Palace,Tottenham,Newcastle,2.3,1.8,2.6,1.5,2.6,1.4,90.0
Demarai,Gray,MID,LEI,5300000,4,65,2.3,4.33962264150943e-07,1.22641509433962e-05,0,144822,2,23,0,0,0,3,0,12.3,699,-2,0,65,2,0.6,0,3.0,2,0,3,0,2,0.6,132221,0,0,0,0,1319,1012,0,0,251,Newcastle,Burnley,Southampton,Crystal Palace,West Ham,2.0,3.3,0.0,1.4,4.3,1.2,90.9
Robert,Green,GLK,HUD,4000000,0,0,0.0,0.0,0.0,0,6104,0,0,0,0,0,0,0,0.0,102,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,13461,0,0,0,0,0,77,0,0,0,Brighton,Watford,Everton,Man City,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pascal,Gro?,MID,BHA,6000000,2,137,4.4,7.33333333333333e-07,2.28333333333333e-05,0,1605431,1,37,0,0,0,5,0,22.8,36596,5,0,137,-5,0.3,0,2.0,21,0,8,0,8,17.5,2452801,0,0,0,2,2415,53803,0,0,530,Huddersfield,Crystal Palace,Tottenham,Burnley,Man Utd,6.1,8.3,0.0,4.0,7.3,2.8,214.1
Marko,Grujic,MID,LIV,4200000,0,3,1.0,2.38095238095238e-07,7.142857142857141e-07,0,52569,0,0,0,0,0,0,0,0.7,162,-3,0,3,3,0.0,0,0.0,0,0,0,0,0,0.4,52074,0,0,0,0,14,9,0,0,9,Everton,Bournemouth,West Brom,Stoke,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,1.9
Johann Berg,Gudmundsson,MID,BUR,5100000,0,95,3.3,6.47058823529412e-07,1.86274509803922e-05,0,109585,2,23,0,0,0,2,0,18.6,24502,1,0,95,-1,0.6,0,3.0,4,0,9,0,7,1.5,190959,0,0,0,0,2304,3718,0,0,373,Watford,Leicester,Chelsea,Stoke,Brighton,0.0,6.1,2.8,3.3,2.3,3.4,174.1
Idrissa,Gueye,MID,EVE,4800000,0,58,2.1,4.375e-07,1.2083333333333301e-05,0,67719,5,41,0,0,0,1,0,12.1,589,-2,0,58,2,0.1,0,0.7,2,0,6,0,0,0.8,33767,0,0,0,0,2288,53,0,1,439,Liverpool,Swansea,Newcastle,Huddersfield,Southampton,1.4,1.2,1.9,1.2,1.7,1.1,77.1
Ilkay,Gundogan,MID,MCI,5300000,1,53,1.7096774193548403,3.2258064516129e-07,1e-05,0,118965,3,9,0,0,0,2,0,10.0,5551,-2,0,53,2,0.2,0,1.0,5,0,4,0,2,0.9,138056,0,0,0,2,985,1057,0,0,251,Man Utd,Tottenham,Swansea,West Ham,Huddersfield,0.9,0.9,1.2,0.9,2.7,1.0,81.7
Florent,Hadergjonaj,DEF,HUD,4500000,0,33,1.03125,2.2916666666666698e-07,7.33333333333333e-06,0,4796,3,24,0,0,0,0,0,7.3,1165,0,0,33,0,0.7,0,3.0,5,0,2,0,1,0.1,10013,0,0,0,0,1192,34,0,0,198,Brighton,Watford,Everton,Man City,Chelsea,0.5,0.8,0.0,0.5,1.0,0.8,55.7
Massadio,Haidara,DEF,NEW,3900000,0,0,0.0,0.0,0.0,0,113138,0,0,0,0,0,0,0,0.0,1645,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.8,130558,0,0,0,0,0,3079,0,0,0,Leicester,Arsenal,Everton,West Brom,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sead,Haksabanovic,MID,WHU,5000000,0,0,0.0,0.0,0.0,0,716,0,0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,800,0,0,0,0,0,8,0,0,0,Chelsea,Stoke,Arsenal,Man City,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben,Hamer,GLK,LEI,4300000,0,0,0.0,0.0,0.0,0,2231,0,0,0,0,0,0,0,0.0,26,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,951,0,0,0,0,0,17,0,0,0,Newcastle,Burnley,Southampton,Crystal Palace,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grant,Hanley,DEF,NEW,4000000,0,0,0.0,0.0,0.0,0,86386,0,0,0,0,0,0,0,0.0,124,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.5,5835,0,0,0,0,0,4,0,0,0,Leicester,Arsenal,Everton,West Brom,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rekeem,Harper,MID,WBA,4500000,0,1,0.03125,6.94444444444444e-09,2.22222222222222e-07,0,2228,0,0,0,0,0,0,0,0.2,12,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,1451,0,0,0,0,20,5,0,0,6,Swansea,Man Utd,Liverpool,Newcastle,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,2.7
Joe,Hart,GLK,WHU,4200000,6,52,3.3,7.857142857142859e-07,1.23809523809524e-05,0,522928,0,33,0,40,0,0,0,12.4,2160,-3,0,52,3,0.8,0,3.5,3,0,4,0,1,5.4,166113,0,0,1,1,1440,6928,0,0,288,Chelsea,Stoke,Arsenal,Man City,Leicester,2.9,4.3,2.5,3.3,6.3,3.4,30.4
Jakob,Haugaard,GLK,STK,4000000,0,0,0.0,0.0,0.0,0,2787,0,0,0,0,0,0,0,0.0,50,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,5797,0,0,0,0,0,45,0,0,0,Tottenham,West Ham,Burnley,Liverpool,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaac,Hayden,MID,NEW,4400000,1,39,1.25806451612903,2.85923753665689e-07,8.86363636363636e-06,0,28304,7,24,0,0,0,1,0,8.9,123,-1,0,39,1,0.1,0,0.5,0,0,3,0,0,0.2,25899,0,0,0,0,1338,55,0,0,167,Leicester,Arsenal,Everton,West Brom,Watford,0.6,0.9,0.6,0.9,1.2,0.6,57.8
Eden,Hazard,MID,CHE,10600000,2,151,5.6,5.283018867924531e-07,1.4245283018867902e-05,0,1240099,1,21,0,0,0,11,0,14.2,23792,1,0,151,-1,0.2,0,2.5,23,0,10,0,5,7.2,1478133,0,0,0,5,1946,42180,0,0,587,West Ham,Southampton,Burnley,Swansea,Liverpool,7.6,12.3,0.0,6.1,14.1,6.1,257.7
Tom,Heaton,GLK,BUR,4700000,0,8,0.258064516129032,5.49073438572409e-08,1.7021276595744699e-06,0,365409,0,4,0,8,0,0,0,1.7,253,-3,0,8,3,0.0,0,0.0,0,0,0,0,0,1.8,19625,0,0,0,0,305,358,0,0,48,Watford,Leicester,Chelsea,Stoke,Brighton,0.1,0.2,0.1,0.1,0.1,0.1,5.3
Michael,Hefele,DEF,HUD,4200000,0,1,0.03125,7.440476190476189e-09,2.38095238095238e-07,0,9098,1,1,0,0,0,0,0,0.2,32,-3,0,1,3,0.0,0,0.0,0,0,0,0,0,0.1,2725,0,0,0,0,32,14,0,0,1,Brighton,Watford,Everton,Man City,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.4
Ahmed El-Sayed,Hegazi,DEF,WBA,4700000,1,89,2.8,5.95744680851064e-07,1.8936170212766e-05,0,1447287,3,50,0,0,0,2,0,18.9,38816,2,0,89,-2,0.1,0,0.7,7,0,7,0,0,19.3,1945825,0,0,0,1,2846,3489,0,0,522,Swansea,Man Utd,Liverpool,Newcastle,Tottenham,3.0,1.7,3.2,1.8,3.1,3.3,109.7
Tomer,Hemed,FWD,BHA,4700000,0,43,2.7,5.744680851063829e-07,9.14893617021277e-06,0,276513,0,8,0,0,0,2,0,9.1,2076,-3,0,43,3,0.0,0,0.0,5,0,3,0,2,1.0,301067,0,0,0,0,842,2242,0,0,110,Huddersfield,Crystal Palace,Tottenham,Burnley,Man Utd,3.3,4.6,0.0,1.9,4.6,1.5,44.2
Jordan,Henderson,MID,LIV,5300000,2,60,1.875,3.5377358490566e-07,1.1320754716981099e-05,0,165839,1,19,0,0,0,1,0,11.3,299,-2,0,60,2,0.3,0,1.7,3,0,10,0,1,1.1,126467,0,0,0,0,1688,699,0,0,298,Everton,Bournemouth,West Brom,Stoke,Chelsea,1.2,1.5,1.1,1.4,0.9,1.5,78.2
Jeff,Hendrick,MID,BUR,5400000,1,77,2.8,5.185185185185179e-07,1.4259259259259301e-05,0,24749,1,21,0,0,0,2,0,14.3,294,-1,0,77,1,0.4,0,2.0,1,0,9,0,2,0.2,25012,0,0,0,0,2102,468,0,0,262,Watford,Leicester,Chelsea,Stoke,Brighton,2.0,4.7,2.1,2.6,1.7,2.6,86.0
Wayne,Hennessey,GLK,CRY,4300000,2,73,3.5,8.13953488372093e-07,1.69767441860465e-05,0,118835,0,36,0,80,0,0,0,17.0,3929,-2,0,73,2,0.9,0,3.7,8,0,4,0,0,2.6,178572,0,0,0,1,1890,13970,0,0,400,Bournemouth,Brighton,Watford,Leicester,Stoke,2.9,4.5,3.7,3.5,3.8,4.0,54.7
Dion,Henry,GLK,CRY,4000000,0,0,0.0,0.0,0.0,0,3388,0,0,0,0,0,0,0,0.0,74,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,7279,0,0,0,0,0,84,0,0,0,Bournemouth,Brighton,Watford,Leicester,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ander,Herrera,MID,MUN,5000000,1,30,0.967741935483871,1.9354838709677397e-07,6e-06,0,197852,4,11,0,0,0,0,0,6.0,122,-5,0,30,5,0.1,0,0.5,0,0,3,0,1,1.3,27421,0,0,0,0,885,72,0,0,144,Man City,West Brom,Bournemouth,Arsenal,Brighton,0.5,1.1,0.0,0.6,1.0,0.5,44.1
Wesley,Hoedt,DEF,SOU,5000000,1,50,2.4,4.8e-07,1e-05,0,9126,5,33,0,0,0,0,0,10.0,388,0,0,50,0,0.1,0,0.5,5,0,3,0,2,0.1,12395,0,0,0,0,1890,58,0,0,394,Arsenal,Chelsea,Leicester,Bournemouth,Everton,1.7,3.9,0.0,1.8,3.1,1.8,69.8
Jonathan,Hogg,MID,HUD,4400000,1,40,1.7,3.8636363636363604e-07,9.09090909090909e-06,0,35210,7,36,0,0,0,0,0,9.1,343,-1,0,40,1,0.4,0,1.7,0,0,5,0,0,0.2,43691,0,0,0,0,1900,140,0,1,315,Brighton,Watford,Everton,Man City,Chelsea,0.8,1.3,0.0,1.7,1.6,1.5,53.2
Pierre-Emile,H?jbjerg,MID,SOU,4300000,2,27,0.870967741935484,2.02550637659415e-07,6.2790697674418605e-06,0,34629,3,22,0,0,0,0,0,6.3,434,-2,0,27,2,0.5,0,2.0,0,0,1,0,0,0.3,34084,0,0,0,0,1111,517,0,0,183,Arsenal,Chelsea,Leicester,Bournemouth,Everton,0.4,0.8,0.0,0.4,0.8,0.4,43.9
Rob,Holding,DEF,ARS,4400000,0,18,0.580645161290323,1.31964809384164e-07,4.09090909090909e-06,0,109315,2,12,0,0,0,0,0,4.1,468,-6,0,18,6,0.7,0,3.0,0,0,2,0,1,0.6,27181,0,0,0,0,533,179,0,0,130,Southampton,Newcastle,West Ham,Man Utd,Burnley,0.3,0.3,0.4,0.3,0.6,0.3,17.9
Jose,Holebas,DEF,WAT,4800000,3,61,2.7,5.625e-07,1.2708333333333301e-05,0,70116,6,41,0,0,0,0,0,12.7,1215,-2,0,61,2,0.2,0,1.0,6,0,5,0,4,0.6,67667,0,0,0,0,1931,1187,0,0,354,Burnley,Huddersfield,Crystal Palace,Tottenham,Newcastle,2.7,2.0,3.9,2.1,2.6,1.7,109.1
Mason,Holgate,DEF,EVE,4100000,0,37,1.15625,2.8201219512195103e-07,9.02439024390244e-06,0,204788,3,14,0,0,0,0,0,9.0,7040,-4,0,37,4,0.2,0,0.7,0,0,4,0,0,1.3,201512,0,0,0,0,1183,125,0,0,214,Liverpool,Swansea,Newcastle,Huddersfield,Southampton,0.0,0.0,0.0,0.0,0.0,0.6,48.5
Mark,Hudson,DEF,HUD,4000000,0,0,0.0,0.0,0.0,0,18622,0,0,0,0,0,0,0,0.0,25,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,1269,0,0,0,0,0,3,0,0,0,Brighton,Watford,Everton,Man City,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Callum,Hudson-Odoi,MID,CHE,4500000,1,2,0.0645161290322581,1.4336917562724e-08,4.44444444444444e-07,0,342,0,1,0,0,0,0,0,0.4,20,0,0,2,0,0.1,0,0.5,0,0,0,0,0,0.0,497,0,0,0,0,27,30,0,0,11,West Ham,Southampton,Burnley,Swansea,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,3.8
Will,Hughes,MID,WAT,4600000,7,39,1.21875,2.64945652173913e-07,8.47826086956522e-06,0,75369,0,10,0,0,0,2,0,8.5,497,-4,0,39,4,0.7,0,3.0,5,0,2,0,3,0.3,72059,0,0,0,1,474,5084,0,0,147,Burnley,Huddersfield,Crystal Palace,Tottenham,Newcastle,0.6,0.6,0.6,0.6,0.8,0.6,47.7
Jordan,Hugill,FWD,WHU,5100000,1,3,0.0967741935483871,1.89753320683112e-08,5.882352941176471e-07,0,1307,0,0,0,0,0,0,0,0.6,58,-4,0,3,4,0.1,0,0.5,0,0,0,0,0,0.0,1791,0,0,0,0,22,51,0,0,4,Chelsea,Stoke,Arsenal,Man City,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uwe,Hunemeier,DEF,BHA,3900000,0,1,0.032258064516129,8.27129859387924e-09,2.56410256410256e-07,0,406422,0,1,0,0,0,0,0,0.3,4045,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,5.1,336043,0,0,0,0,17,2088,0,0,5,Huddersfield,Crystal Palace,Tottenham,Burnley,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.9
Robert,Huth,DEF,LEI,4800000,0,0,0.0,0.0,0.0,0,5450,0,0,0,0,0,0,0,0.0,61,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,2194,0,0,0,0,0,73,0,0,0,Newcastle,Burnley,Southampton,Crystal Palace,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emerson,Hyndman,MID,BOU,4500000,0,0,0.0,0.0,0.0,0,133,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,172,0,0,0,0,0,6,0,0,0,Crystal Palace,Liverpool,Man Utd,Southampton,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordon,Ibe,MID,BOU,4700000,2,80,2.9,6.17021276595745e-07,1.70212765957447e-05,0,131561,1,30,0,0,0,2,0,17.0,5790,-3,0,80,3,0.9,0,4.3,5,0,4,0,6,1.5,186678,0,0,0,1,1760,12243,0,0,280,Crystal Palace,Liverpool,Man Utd,Southampton,Swansea,2.5,3.9,0.0,2.3,2.9,2.3,147.8
Vicente,Iborra,MID,LEI,5700000,9,54,1.74193548387097,3.05602716468591e-07,9.47368421052632e-06,0,12366,0,16,0,0,0,3,0,9.5,1038,-3,0,54,3,1.7,0,9.5,6,0,3,0,0,0.4,20907,0,0,0,0,1235,15308,0,0,273,Newcastle,Burnley,Southampton,Crystal Palace,West Ham,1.3,2.2,0.0,0.9,2.8,0.9,60.0
Zlatan,Ibrahimovic,FWD,MUN,9500000,0,5,0.161290322580645,1.69779286926995e-08,5.263157894736841e-07,0,39816,0,2,0,0,0,0,0,0.5,129,-5,0,5,5,0.0,0,0.0,0,0,0,0,0,0.1,38226,0,0,0,0,102,69,0,0,18,Man City,West Brom,Bournemouth,Arsenal,Brighton,0.0,0.0,0.0,0.0,0.0,0.1,12.6
Kelechi,Iheanacho,FWD,LEI,6500000,0,33,1.06451612903226,1.63771712158809e-07,5.0769230769230795e-06,0,144462,1,8,0,0,0,1,0,5.1,1131,-5,0,33,5,0.8,0,5.5,3,0,0,0,3,0.8,25380,0,0,0,0,453,828,0,0,89,Newcastle,Burnley,Southampton,Crystal Palace,West Ham,0.6,1.2,0.0,0.5,1.3,0.5,32.9
Giannelli,Imbula,MID,STK,4500000,0,0,0.0,0.0,0.0,0,8441,0,0,0,0,0,0,0,0.0,6,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,973,0,0,0,0,0,0,0,0,0,Tottenham,West Ham,Burnley,Liverpool,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom,Ince,MID,HUD,5500000,0,72,2.4,4.3636363636363604e-07,1.30909090909091e-05,0,95922,0,37,0,0,0,1,0,13.1,794,-5,0,72,5,0.3,0,1.7,3,0,7,0,1,0.5,37512,0,0,0,0,2271,91,0,0,234,Brighton,Watford,Everton,Man City,Chelsea,1.2,2.2,0.0,2.8,2.4,2.5,122.8
Danny,Ings,FWD,LIV,5400000,0,7,0.21875,4.0509259259259304e-08,1.2962962962963e-06,0,7223,0,0,0,0,0,0,0,1.3,136,-1,0,7,1,0.2,0,1.3,0,0,0,0,1,0.1,6307,0,0,0,0,39,1451,0,0,19,Everton,Bournemouth,West Brom,Stoke,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,8.8
Stephen,Ireland,MID,STK,4500000,0,1,0.03125,6.94444444444444e-09,2.22222222222222e-07,0,1942,1,3,0,0,0,0,0,0.2,25,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,2231,0,0,0,0,90,12,0,0,1,Tottenham,West Ham,Burnley,Liverpool,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,2.7
Alex,Iwobi,MID,ARS,5100000,0,61,1.96774193548387,3.8583175205566103e-07,1.19607843137255e-05,0,209934,1,17,0,0,0,2,0,12.0,1569,-4,0,61,4,0.3,0,1.5,1,0,7,0,3,0.7,94496,0,0,0,0,1249,1196,0,0,285,Southampton,Newcastle,West Ham,Man Utd,Burnley,1.6,1.0,1.9,1.0,2.6,1.0,119.6
,Izquierdo,MID,BHA,5900000,2,76,2.45161290322581,4.1552761071623796e-07,1.28813559322034e-05,0,20337,2,24,0,0,0,4,0,12.9,2021,-1,0,76,1,0.3,0,2.0,4,0,3,0,3,0.3,37787,0,0,0,0,1471,1956,0,0,247,Huddersfield,Crystal Palace,Tottenham,Burnley,Man Utd,2.7,3.2,0.0,1.5,3.1,1.2,100.5
Jaroslaw,Jach,DEF,CRY,4300000,0,0,0.0,0.0,0.0,0,237,0,0,0,0,0,0,0,0.0,8,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,332,0,0,0,0,0,13,0,0,0,Bournemouth,Brighton,Watford,Leicester,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phil,Jagielka,DEF,EVE,4700000,1,36,1.125,2.3936170212765996e-07,7.65957446808511e-06,0,355902,2,34,0,0,0,0,0,7.7,766,-3,0,36,3,0.6,0,2.7,4,0,3,0,0,2.5,111554,0,0,0,1,1534,362,0,0,291,Liverpool,Swansea,Newcastle,Huddersfield,Southampton,0.8,0.6,0.6,0.6,0.8,0.6,47.7
Eldin,Jakupovic,GLK,LEI,4200000,0,0,0.0,0.0,0.0,0,9799,0,0,0,0,0,0,0,0.0,57,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,1681,0,0,0,0,0,24,0,0,0,Newcastle,Burnley,Southampton,Crystal Palace,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matty,James,MID,LEI,4400000,0,26,0.8387096774193549,1.9061583577712602e-07,5.90909090909091e-06,0,27911,2,15,0,0,0,0,0,5.9,318,-1,0,26,1,0.0,0,0.0,0,0,4,0,0,0.2,19916,0,0,0,0,991,12,0,0,121,Newcastle,Burnley,Southampton,Crystal Palace,West Ham,0.0,0.0,0.0,0.0,0.0,0.4,31.4
Kyle,Jameson,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,1021,0,0,0,0,0,0,0,0.0,113,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,3088,0,0,0,0,0,183,0,0,0,Swansea,Man Utd,Liverpool,Newcastle,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daryl,Janmaat,DEF,WAT,4800000,1,53,1.65625,3.45052083333333e-07,1.1041666666666698e-05,0,39951,2,32,0,0,0,3,0,11.0,1896,-2,0,53,2,0.2,0,1.0,3,0,2,0,1,0.6,55336,0,0,0,2,1473,391,0,0,286,Burnley,Huddersfield,Crystal Palace,Tottenham,Newcastle,1.2,0.9,2.0,0.9,1.2,0.8,77.7
Vincent,Janssen,FWD,TOT,7400000,0,1,1.0,1.35135135135135e-07,1.35135135135135e-07,0,9028,0,0,0,0,0,0,0,0.1,14,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.1,983,0,0,0,0,1,3,0,0,2,Stoke,Man City,Brighton,Watford,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carl,Jenkinson,DEF,ARS,4500000,0,0,0.0,0.0,0.0,0,13615,0,0,0,0,0,0,0,0.0,25,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,744,0,0,0,0,0,0,0,0,0,Southampton,Newcastle,West Ham,Man Utd,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Jese,MID,STK,5400000,0,31,0.96875,1.79398148148148e-07,5.74074074074074e-06,0,589295,0,17,0,0,0,1,0,5.7,346,-6,0,31,6,0.2,0,1.0,2,0,1,0,1,2.0,579337,0,0,0,1,609,66,0,0,93,Tottenham,West Ham,Burnley,Liverpool,Crystal Palace,0.5,0.5,0.5,0.5,0.5,0.5,40.8
,Jesus,FWD,MCI,10000000,8,92,4.2,4.2e-07,9.2e-06,0,2310685,3,9,0,0,0,9,0,9.2,40137,-5,0,92,5,0.7,1,6.5,13,0,7,0,5,7.3,2049275,0,0,0,2,1195,22444,0,0,326,Man Utd,Tottenham,Swansea,West Ham,Huddersfield,5.0,3.8,4.9,4.2,11.2,5.0,152.3
,Joao Mario,MID,WHU,6000000,10,24,0.7741935483870971,1.29032258064516e-07,4e-06,0,12635,0,10,0,0,0,1,0,4.0,491,-5,0,24,5,1.0,0,6.0,2,0,2,0,1,0.1,18645,0,0,0,1,498,2457,0,0,85,Chelsea,Stoke,Arsenal,Man City,Leicester,0.4,0.4,0.4,0.4,0.8,0.5,32.8
,Joel Pereira,GLK,MUN,3900000,0,0,0.0,0.0,0.0,0,182310,0,0,0,0,0,0,0,0.0,3059,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,4.4,409165,0,0,0,0,0,2866,0,0,0,Man City,West Brom,Bournemouth,Arsenal,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben,Johnson,MID,WHU,4400000,0,0,0.0,0.0,0.0,0,762,0,0,0,0,0,0,0,0.0,26,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,0.0,1086,0,0,0,0,0,43,-1,0,0,Chelsea,Stoke,Arsenal,Man City,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glen,Johnson,DEF,STK,4100000,0,3,0.09375,2.28658536585366e-08,7.317073170731709e-07,0,34888,1,11,0,0,0,0,0,0.7,375,-4,0,3,4,0.1,0,0.3,0,0,0,0,0,0.3,10784,0,0,0,0,335,1337,0,0,47,Tottenham,West Ham,Burnley,Liverpool,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,13.7
Phil,Jones,DEF,MUN,5500000,0,101,4.8,8.72727272727273e-07,1.8363636363636398e-05,0,1900587,2,11,0,0,0,0,0,18.4,12528,5,0,101,-5,0.0,0,0.0,16,0,13,0,0,5.6,2044873,1,0,0,2,1793,3750,0,0,489,Man City,West Brom,Bournemouth,Arsenal,Brighton,4.3,10.8,0.0,7.2,10.2,7.2,47.5
,Jordan Ayew,FWD,SWA,5300000,0,91,3.0,5.66037735849057e-07,1.71698113207547e-05,0,1085669,1,38,0,0,0,6,0,17.2,60403,3,0,91,-3,-0.2,0,-1.0,10,0,7,0,2,6.3,1283770,0,0,0,0,2310,998,0,1,336,West Brom,Everton,Man City,Chelsea,Bournemouth,0.0,3.6,2.3,2.5,6.2,3.7,143.5
,Joselu,FWD,NEW,5500000,0,64,2.6,4.72727272727273e-07,1.16363636363636e-05,0,169999,2,24,0,0,0,4,0,11.6,1396,0,0,64,0,0.1,1,0.5,5,0,5,0,1,0.4,171110,0,0,0,0,1604,114,0,0,210,Leicester,Arsenal,Everton,West Brom,Watford,2.1,2.7,1.9,3.0,3.6,2.0,103.0
Christian,Kabasele,DEF,WAT,4400000,0,58,2.4,5.454545454545451e-07,1.31818181818182e-05,0,184486,4,40,0,0,0,2,0,13.2,1396,-1,0,58,1,0.0,0,0.0,1,0,5,0,0,0.5,202241,1,0,0,1,2039,18,0,0,355,Burnley,Huddersfield,Crystal Palace,Tottenham,Newcastle,0.0,1.6,3.3,1.7,2.1,1.4,71.3
Younes,Kaboul,DEF,WAT,4200000,0,7,0.21875,5.20833333333333e-08,1.66666666666667e-06,0,23346,0,3,0,0,0,0,0,1.7,27,-3,0,7,3,0.0,0,0.0,0,0,1,0,0,0.1,3535,0,0,0,0,151,8,0,0,35,Burnley,Huddersfield,Crystal Palace,Tottenham,Newcastle,0.0,0.0,0.0,0.0,0.0,0.1,5.0
Elias,Kachunga,MID,HUD,5700000,1,46,1.4375,2.5219298245614e-07,8.07017543859649e-06,0,26998,1,23,0,0,0,1,0,8.1,93,-3,0,46,3,0.1,0,0.7,0,0,6,0,1,0.1,14089,0,0,0,0,1327,3,0,0,151,Brighton,Watford,Everton,Man City,Chelsea,0.0,0.0,0.0,0.0,0.0,1.1,54.5
