FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Jonathan,Walters,MID,BUR,5100000,0,3,0.136363636363636,2.67379679144385e-08,5.882352941176471e-07,0,30436,0,2,0,0,0,0,0,0.6,77,-4,0,3,4,0.0,0,0.2,0,0,0,0,0,0.1,1576,0,0,0,0,36,51,0,0,3,Crystal Palace,Man Utd,Newcastle,Man City,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1
Aaron,Wan-Bissaka,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,62,0,0,0,0,0,0,0,0.0,17,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,86,0,0,0,0,0,12,0,0,0,Burnley,Arsenal,West Ham,Newcastle,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor,Wanyama,MID,TOT,4800000,2,5,0.22727272727272702,4.7348484848484805e-08,1.04166666666667e-06,0,40648,0,2,0,0,0,0,0,1.0,261,-2,0,5,2,0.1,0,0.4,0,0,0,0,0,0.3,5145,0,0,0,0,145,562,0,0,22,Everton,Southampton,Man Utd,Liverpool,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,8.5
Danny,Ward,GLK,LIV,4400000,0,0,0.0,0.0,0.0,0,781,0,0,0,0,0,0,0,0.0,46,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,0.0,690,0,0,0,0,0,30,-1,0,0,Man City,Swansea,Huddersfield,Tottenham,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel,Ward,DEF,CRY,4700000,0,27,1.9,4.0425531914893603e-07,5.74468085106383e-06,0,30267,3,20,0,0,0,0,0,5.7,601,-3,0,27,3,0.0,0,0.0,0,0,2,0,1,0.2,9675,1,0,0,0,1214,41,0,0,207,Burnley,Arsenal,West Ham,Newcastle,Everton,0.0,1.0,1.4,1.4,1.0,1.5,1.5,1.4,1.1,1.6,1.1,2.1,1.7,1.3,1.4,1.8,43.4
Stephen,Ward,DEF,BUR,4800000,0,76,4.5,9.375e-07,1.58333333333333e-05,0,1249353,1,12,0,0,0,1,0,15.8,115791,3,0,76,-3,0.0,0,0.0,9,0,7,0,1,8.7,1482657,0,0,0,1,1470,6883,0,0,318,Crystal Palace,Man Utd,Newcastle,Man City,Swansea,0.0,5.4,4.9,4.7,4.7,5.6,4.8,5.5,6.1,5.1,6.0,4.9,5.3,6.6,4.2,5.2,51.5
James,Ward-Prowse,MID,SOU,5000000,2,32,1.45454545454545,2.90909090909091e-07,6.4e-06,0,119615,1,9,0,0,0,0,0,6.4,726,-5,0,32,5,0.3,0,1.6,0,0,2,0,2,0.4,17843,0,0,0,0,847,390,0,0,146,Watford,Tottenham,Brighton,West Brom,Liverpool,0.7,0.7,0.9,0.8,0.7,0.7,0.8,0.9,1.0,0.7,0.7,0.7,0.7,1.0,0.9,0.7,55.2
Ben,Watson,MID,WAT,4300000,2,9,0.409090909090909,9.513742071881609e-08,2.09302325581395e-06,0,13900,1,8,0,0,0,0,0,2.1,585,-2,0,9,2,0.3,0,1.4,0,0,0,0,0,0.2,13691,0,0,0,0,320,675,0,0,38,Southampton,Leicester,Stoke,Chelsea,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.2
Danny,Welbeck,FWD,ARS,7300000,1,38,2.5,3.4246575342465803e-07,5.2054794520547894e-06,0,191732,1,10,0,0,0,3,0,5.2,2070,-2,0,38,2,0.1,0,0.8,3,0,3,0,1,0.8,156583,0,0,0,1,610,2778,0,0,143,Bournemouth,Crystal Palace,Swansea,Everton,Tottenham,1.8,2.8,1.7,2.7,1.4,2.2,1.5,2.6,1.7,3.2,2.7,1.8,2.8,1.2,2.3,1.4,54.7
Nahki,Wells,FWD,BUR,4900000,1,3,0.136363636363636,2.78293135435993e-08,6.12244897959184e-07,0,4234,0,1,0,0,0,0,0,0.6,219,-1,0,3,1,0.1,0,0.6,0,0,0,0,0,0.0,2813,0,0,0,0,17,314,0,0,1,Crystal Palace,Man Utd,Newcastle,Man City,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.3
Ashley,Westwood,MID,BUR,4300000,0,7,0.31818181818181795,7.39957716701903e-08,1.62790697674419e-06,0,7470,0,1,0,0,0,0,0,1.6,319,-2,0,7,2,0.0,0,0.0,0,0,0,0,0,0.1,6051,0,0,0,0,56,233,0,0,26,Crystal Palace,Man Utd,Newcastle,Man City,Swansea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.1
Glenn,Whelan,MID,STK,4500000,0,0,0.0,0.0,0.0,0,832,0,0,0,0,0,0,0,0.0,13,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,129,0,0,0,0,0,4,0,0,0,Man Utd,Huddersfield,Watford,Bournemouth,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dean,Whitehead,MID,HUD,4300000,0,3,0.136363636363636,3.17124735729387e-08,6.976744186046509e-07,0,7062,0,3,0,0,0,0,0,0.7,225,-2,0,3,2,0.0,0,0.0,0,0,0,0,0,0.1,5211,0,0,0,0,65,66,0,0,13,West Ham,Stoke,Liverpool,Man Utd,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.7
Alfie,Whiteman,GLK,TOT,4000000,0,0,0.0,0.0,0.0,0,2491,0,0,0,0,0,0,0,0.0,284,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,4934,0,0,0,0,0,515,0,0,0,Everton,Southampton,Man Utd,Liverpool,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Connor,Wickham,FWD,CRY,5400000,0,0,0.0,0.0,0.0,0,1756,0,0,0,0,0,0,0,0.0,73,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,775,0,0,0,0,0,50,0,0,0,Burnley,Arsenal,West Ham,Newcastle,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georginio,Wijnaldum,MID,LIV,6600000,2,50,2.6,3.93939393939394e-07,7.575757575757581e-06,0,260318,1,13,0,0,0,1,0,7.6,2405,-4,1,50,4,0.3,0,2.0,0,0,9,0,1,2.1,51281,0,0,0,0,1413,489,-1,0,226,Man City,Swansea,Huddersfield,Tottenham,Southampton,1.4,2.3,1.8,1.9,1.9,2.6,2.4,1.3,2.0,1.6,2.1,2.6,1.8,2.3,1.5,2.4,68.4
Ashley,Williams,DEF,EVE,5200000,1,52,2.9,5.57692307692308e-07,1e-05,0,232719,3,21,0,0,0,1,0,10.0,14892,-3,0,52,3,0.4,0,2.0,3,0,5,0,0,2.9,130426,0,0,0,1,1428,2983,0,0,285,Tottenham,West Brom,Leicester,Arsenal,Crystal Palace,2.3,3.4,2.7,1.9,4.2,3.1,2.6,3.8,2.6,2.5,3.0,2.2,2.8,2.1,3.1,2.7,57.0
Danny,Williams,MID,HUD,4900000,2,23,1.04545454545455,2.13358070500928e-07,4.69387755102041e-06,0,3536,2,19,0,0,0,0,0,4.7,83,-1,0,23,1,0.2,0,1.2,0,0,0,0,0,0.0,1128,0,0,0,0,914,54,0,0,116,West Ham,Stoke,Liverpool,Man Utd,Bournemouth,0.7,0.5,0.5,0.5,0.7,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.6,20.3
,Willian,MID,CHE,6700000,1,81,3.68181818181818,5.49525101763908e-07,1.2089552238806e-05,0,1194453,0,8,0,0,0,3,0,12.1,52158,-3,0,81,3,0.7,0,5.0,7,0,8,0,6,8.2,749932,0,0,0,2,1076,67873,0,0,310,Leicester,Brighton,Bournemouth,Watford,West Brom,3.8,2.7,4.3,3.2,4.4,2.2,2.2,3.8,3.1,3.3,4.3,3.3,4.8,3.9,3.2,3.6,126.4
Jack,Wilshere,MID,ARS,5400000,8,29,1.3181818181818201,2.4410774410774397e-07,5.3703703703703696e-06,0,40978,3,9,0,0,0,1,0,5.4,19659,-1,0,29,1,0.7,0,3.8,2,0,2,0,2,0.9,81705,0,0,0,0,626,34070,0,0,142,Bournemouth,Crystal Palace,Swansea,Everton,Tottenham,0.0,0.0,0.7,1.1,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.7,1.0,0.7,0.8,0.7,39.5
Callum,Wilson,FWD,BOU,5700000,6,45,2.0454545454545503,3.5885167464114793e-07,7.89473684210526e-06,0,334564,0,11,0,0,0,5,0,7.9,18053,-3,0,45,3,0.6,0,3.4,4,0,3,0,0,2.3,449265,0,0,0,1,786,39848,0,0,155,Arsenal,West Ham,Chelsea,Stoke,Huddersfield,1.7,1.3,1.0,2.2,1.3,1.7,1.5,1.5,2.0,1.6,1.9,1.1,1.6,1.6,1.7,1.3,74.0
Kane,Wilson,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,19260,0,0,0,0,0,0,0,0.0,336,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,15224,0,0,0,0,0,33,0,0,0,Brighton,Everton,Man City,Southampton,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin,Wimmer,DEF,STK,4200000,1,18,1.1,2.61904761904762e-07,4.28571428571429e-06,0,43871,5,31,0,0,0,0,0,4.3,2820,-3,0,18,3,0.2,0,1.0,1,0,1,0,0,0.4,46760,0,0,0,0,1276,3619,0,0,189,Man Utd,Huddersfield,Watford,Bournemouth,Brighton,0.6,0.8,0.7,0.6,0.9,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,1.4,0.6,35.0
Harry,Winks,MID,TOT,4800000,0,31,1.40909090909091,2.93560606060606e-07,6.45833333333333e-06,0,26505,0,9,0,0,0,0,0,6.5,2317,-2,0,31,2,0.1,0,0.6,0,0,4,0,1,0.2,27972,0,0,0,0,768,192,0,0,167,Everton,Southampton,Man Utd,Liverpool,Arsenal,0.0,0.7,0.7,0.7,0.9,0.7,1.1,0.7,0.9,0.7,0.7,0.7,0.7,0.7,0.7,0.8,33.1
Chris,Wood,FWD,BUR,6300000,0,49,3.3,5.23809523809524e-07,7.777777777777781e-06,0,283811,1,6,0,0,0,4,0,7.8,8384,-2,0,49,2,0.1,0,0.6,8,0,7,0,0,0.8,298732,0,0,0,0,1021,543,0,0,126,Crystal Palace,Man Utd,Newcastle,Man City,Swansea,0.0,3.3,3.3,3.0,3.3,3.6,3.7,2.8,2.7,3.2,3.5,3.8,3.9,3.8,2.3,3.8,61.9
Ben,Woodburn,MID,LIV,4200000,0,0,0.0,0.0,0.0,0,24188,0,0,0,0,0,0,0,0.0,1601,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.3,24278,0,0,0,0,0,2041,0,0,0,Man City,Swansea,Huddersfield,Tottenham,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Freddie,Woodman,GLK,NEW,4000000,0,0,0.0,0.0,0.0,0,7066,0,0,0,0,0,0,0,0.0,577,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,14395,0,0,0,0,0,762,0,0,0,Swansea,Man City,Burnley,Crystal Palace,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granit,Xhaka,MID,ARS,5200000,2,68,3.1,5.961538461538459e-07,1.30769230769231e-05,0,949963,4,27,0,0,0,1,0,13.1,28489,-3,0,68,3,0.6,0,3.0,2,0,9,0,4,7.2,853058,0,0,0,1,1900,19928,0,0,336,Bournemouth,Crystal Palace,Swansea,Everton,Tottenham,2.3,3.2,2.7,3.9,1.6,2.1,1.7,2.9,1.9,3.3,3.2,2.4,3.6,1.6,3.2,2.0,108.3
Claudio,Yacob,MID,WBA,4300000,1,14,0.6363636363636359,1.47991543340381e-07,3.2558139534883703e-06,0,27286,4,7,0,0,0,0,0,3.3,1264,-2,0,14,2,0.1,0,0.4,0,0,3,0,0,0.3,20994,0,0,0,0,556,355,0,0,70,Brighton,Everton,Man City,Southampton,Chelsea,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,17.5
,Yaya Toure,MID,MCI,6100000,1,7,0.31818181818181795,5.21609538002981e-08,1.14754098360656e-06,0,77604,1,1,0,0,0,0,0,1.1,609,-4,0,7,4,0.0,0,0.2,0,0,0,0,1,0.7,10554,0,0,0,0,89,226,0,0,43,Liverpool,Newcastle,West Brom,Burnley,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,9.3
DeAndre,Yedlin,DEF,NEW,4400000,6,41,2.3,5.22727272727273e-07,9.31818181818182e-06,0,41493,2,24,0,0,0,0,0,9.3,3604,-1,0,41,1,0.7,0,3.2,2,0,3,0,1,0.8,65383,1,0,0,1,1535,12630,0,0,253,Swansea,Man City,Burnley,Crystal Palace,Man Utd,1.7,1.6,2.1,3.0,1.9,1.6,1.7,2.0,1.7,2.4,1.5,2.2,1.3,2.3,2.4,2.3,51.4
Maya,Yoshida,DEF,SOU,4800000,1,66,3.7,7.70833333333333e-07,1.375e-05,0,365508,1,24,0,0,0,2,0,13.8,18038,-2,0,66,2,0.4,0,2.0,6,0,5,0,1,3.7,454821,0,0,0,0,1534,21942,0,0,335,Watford,Tottenham,Brighton,West Brom,Liverpool,4.7,4.0,5.1,3.9,4.1,4.0,4.4,3.8,3.6,4.2,3.2,4.6,3.1,3.8,2.9,3.4,73.0
Ashley,Young,MID,MUN,5000000,0,71,4.2,8.4e-07,1.42e-05,0,425082,4,14,0,0,0,2,0,13.9,109100,0,1,71,0,0.8,0,3.8,10,0,7,0,5,2.3,525351,0,0,0,1,1434,3443,-1,0,338,Stoke,Burnley,Tottenham,Huddersfield,Newcastle,0.0,3.7,3.0,5.8,4.2,4.5,3.4,4.1,3.5,5.4,2.5,5.4,4.1,5.1,3.2,4.3,91.5
Pablo,Zabaleta,DEF,WHU,4900000,4,53,2.5,5.102040816326529e-07,1.0816326530612199e-05,0,177394,7,34,0,0,0,0,0,10.8,9108,-1,0,53,1,0.4,0,2.2,6,0,6,0,0,2.3,116828,0,0,0,0,1849,10817,0,0,332,Huddersfield,Bournemouth,Crystal Palace,Brighton,Watford,1.6,2.3,3.7,2.1,2.8,1.6,1.7,2.6,2.4,2.6,2.0,2.7,1.4,2.1,1.4,2.1,63.2
Wilfried,Zaha,MID,CRY,6900000,2,63,3.9,5.65217391304348e-07,9.13043478260869e-06,0,1231174,3,18,0,0,0,4,0,9.1,31746,-1,0,63,1,0.5,0,3.6,0,0,5,0,3,5.7,456381,0,0,0,0,1426,39511,0,0,180,Burnley,Arsenal,West Ham,Newcastle,Everton,4.1,2.7,3.4,4.4,4.0,3.6,3.6,2.9,3.5,3.5,3.9,4.4,3.5,4.1,3.5,4.7,137.5
,Zanka,DEF,HUD,4600000,1,65,3.0,6.52173913043478e-07,1.4130434782608701e-05,0,443321,4,35,0,0,0,0,0,14.1,28672,1,0,65,-1,0.5,0,2.2,4,0,7,0,2,7.7,672659,0,0,0,2,1980,13789,0,0,372,West Ham,Stoke,Liverpool,Man Utd,Bournemouth,4.1,2.4,3.4,1.8,3.2,2.3,2.1,3.0,4.5,2.2,2.5,3.7,2.5,2.9,2.0,3.7,58.0
Davide,Zappacosta,DEF,CHE,5900000,3,44,2.0,3.3898305084745803e-07,7.45762711864407e-06,0,41305,0,5,0,0,0,1,0,7.5,1687,-1,0,44,1,0.4,0,2.4,1,0,4,0,1,0.3,49677,0,0,0,0,618,3028,0,0,161,Leicester,Brighton,Bournemouth,Watford,West Brom,1.5,1.5,1.6,1.8,2.0,1.1,1.2,2.9,1.5,1.7,2.2,1.5,2.0,1.2,1.7,1.3,49.6
Mauro,Zarate,FWD,WAT,5400000,0,0,0.0,0.0,0.0,0,2095,0,0,0,0,0,0,0,0.0,130,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,1730,0,0,0,0,0,84,0,0,0,Southampton,Leicester,Stoke,Chelsea,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marvin,Zeegelaar,DEF,WAT,4400000,1,23,1.04545454545455,2.3760330578512398e-07,5.22727272727273e-06,0,76256,4,12,0,0,0,0,0,5.2,4378,-1,0,23,1,0.1,0,0.4,5,0,2,0,2,0.6,104836,0,0,0,1,668,2439,0,1,133,Southampton,Leicester,Stoke,Chelsea,West Ham,0.5,0.5,0.6,0.6,0.6,0.5,0.6,0.5,0.5,0.5,0.5,0.5,1.2,0.5,0.5,0.5,23.2
Oleksandr,Zinchenko,MID,MCI,5000000,0,1,0.0454545454545455,9.09090909090909e-09,2e-07,0,330,0,0,0,0,0,0,0,0.2,30,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,354,0,0,0,0,17,15,0,0,15,Liverpool,Newcastle,West Brom,Burnley,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
Kurt,Zouma,DEF,STK,5400000,2,47,2.5,4.62962962962963e-07,8.7037037037037e-06,0,138274,1,34,0,0,0,1,0,8.7,2669,-1,0,47,1,0.2,0,1.0,4,0,3,0,0,1.9,69424,0,0,0,0,1685,793,0,0,325,Man Utd,Huddersfield,Watford,Bournemouth,Brighton,1.6,2.8,2.6,1.8,3.0,1.6,2.2,1.9,2.0,1.6,2.3,2.3,2.5,1.8,3.5,1.9,74.1
