FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Jeremie,Boga,MID,CHE,6000000,0,1,1.0,1.66666666666667e-07,1.66666666666667e-07,0,956,0,0,0,0,0,0,0,0.2,6,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,529,0,0,0,0,17,0,0,0,1,Southampton,Everton,Brighton,Stoke,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Bojan,MID,STK,5500000,0,2,2.0,3.63636363636364e-07,3.63636363636364e-07,0,6455,0,1,0,0,0,0,0,0.4,14,0,0,2,0,0.0,0,0.0,0,0,0,0,0,0.0,1865,0,0,0,0,71,0,0,0,5,West Ham,West Brom,Huddersfield,Chelsea,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9
Yannick,Bolasie,MID,EVE,6400000,0,0,0.0,0.0,0.0,0,3859,0,0,0,0,0,0,0,0.0,58,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,685,0,0,0,0,0,46,0,0,0,Swansea,Chelsea,West Brom,Bournemouth,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gaetan,Bong,DEF,BHA,4400000,1,18,1.05882352941176,2.40641711229947e-07,4.09090909090909e-06,0,6146,1,13,0,0,0,0,0,4.1,231,-1,0,18,1,0.2,0,0.7,0,0,2,0,0,0.1,5045,0,0,0,0,720,102,0,0,131,Burnley,Watford,Chelsea,Newcastle,Bournemouth,0.7,0.7,0.5,0.5,0.5,0.5,0.6,0.5,1.0,0.5,0.5,0.7,0.5,0.5,0.5,0.9,1.2,0.7,0.5,0.6,0.5,14.7
Wilfried,Bony,FWD,SWA,5700000,2,28,1.6470588235294097,2.88957688338493e-07,4.91228070175439e-06,0,58864,2,8,0,0,0,2,0,4.9,2456,-3,0,28,3,0.6,0,3.5,3,0,2,0,1,0.5,80103,0,0,0,0,646,4940,0,0,91,Everton,Crystal Palace,Liverpool,Watford,Tottenham,1.0,1.5,0.8,1.2,1.0,1.1,1.1,1.2,1.0,1.0,1.1,1.4,0.9,1.1,0.8,1.0,1.4,1.0,0.8,1.1,1.6,37.3
Artur,Boruc,GLK,BOU,4200000,0,0,0.0,0.0,0.0,0,138558,0,0,0,0,0,0,0,0.0,1501,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,1.5,4691,0,0,0,0,0,122,0,0,0,Liverpool,Man City,West Ham,Everton,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofiane,Boufal,MID,SOU,5700000,2,30,1.7647058823529398,3.09597523219814e-07,5.26315789473684e-06,0,14469,0,15,0,0,0,1,0,5.3,721,-3,0,30,3,0.4,0,2.2,2,0,0,0,1,0.2,10552,0,0,0,0,666,249,0,0,132,Chelsea,Huddersfield,Tottenham,Man Utd,Crystal Palace,1.0,1.6,0.9,0.9,1.3,1.1,1.0,1.1,1.1,0.9,1.0,1.1,1.2,1.5,1.0,0.9,0.9,1.0,1.3,1.3,0.9,54.0
,Brad Smith,DEF,BOU,3900000,0,0,0.0,0.0,0.0,0,153196,0,0,0,0,0,0,0,0.0,2753,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,2.6,53477,0,0,0,0,0,475,0,0,0,Liverpool,Man City,West Ham,Everton,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robbie,Brady,MID,BUR,5500000,0,56,3.7,6.727272727272729e-07,1.01818181818182e-05,0,193276,3,12,0,0,0,1,0,10.2,8400,0,0,56,0,0.6,0,3.5,7,0,6,0,4,0.8,198556,0,0,0,1,1277,154,0,0,216,Brighton,Tottenham,Man Utd,Huddersfield,Liverpool,0.0,0.0,0.0,0.0,0.0,2.9,3.7,3.6,2.5,4.1,3.7,4.9,3.1,3.4,3.2,3.3,3.9,3.0,3.9,2.4,4.4,97.3
Claudio,Bravo,GLK,MCI,4600000,0,1,0.0588235294117647,1.2787723785166201e-08,2.1739130434782601e-07,0,35551,0,0,0,0,0,0,0,0.2,377,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.5,7090,0,0,0,0,44,72,0,0,4,Tottenham,Bournemouth,Newcastle,Crystal Palace,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Miguel,Britos,DEF,WAT,4400000,0,20,1.1764705882352902,2.6737967914438503e-07,4.54545454545455e-06,0,133641,3,12,0,0,0,1,0,4.5,1875,-1,0,20,1,0.2,0,1.0,0,0,2,0,0,0.7,115014,0,0,0,0,704,18,0,1,129,Huddersfield,Brighton,Leicester,Swansea,Man City,0.0,0.8,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.8,0.6,0.7,0.6,0.6,0.6,0.6,0.6,1.6,0.6,0.6,0.6,24.4
Leon,Britton,MID,SWA,4400000,0,9,0.529411764705882,1.2032085561497298e-07,2.04545454545455e-06,0,7329,1,1,0,0,0,0,0,2.0,96,-1,0,9,1,0.0,0,0.0,0,0,3,0,0,0.1,3863,0,0,0,0,269,25,0,0,25,Everton,Crystal Palace,Liverpool,Watford,Tottenham,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.6
Isaiah,Brown,MID,BHA,5200000,0,14,0.823529411764706,1.58371040723982e-07,2.6923076923076902e-06,0,3502,0,8,0,0,0,0,0,2.7,28,-3,0,14,3,0.2,0,1.2,0,0,0,0,0,0.0,533,0,0,0,0,285,15,0,0,53,Burnley,Watford,Chelsea,Newcastle,Bournemouth,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.5,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,12.0
,Bruno,DEF,BHA,4500000,0,44,2.9,6.44444444444444e-07,9.77777777777778e-06,0,26703,3,16,0,0,0,0,0,9.8,2331,0,0,44,0,0.4,0,1.7,4,0,5,0,0,0.7,45479,0,0,0,0,1262,1001,0,0,234,Burnley,Watford,Chelsea,Newcastle,Bournemouth,3.2,3.2,2.6,2.2,2.8,2.5,3.1,2.6,4.1,2.4,2.7,3.4,1.6,2.0,2.6,3.9,3.3,3.3,2.4,3.1,2.2,29.3
Chris,Brunt,MID,WBA,5100000,1,20,1.1764705882352902,2.30680507497117e-07,3.92156862745098e-06,0,129289,1,2,0,0,0,0,0,3.9,592,-4,0,20,4,0.0,0,0.2,3,0,3,0,1,0.6,118989,0,0,0,0,421,31,0,0,94,Man Utd,Stoke,Everton,Arsenal,West Ham,0.6,0.6,0.9,0.8,0.6,0.6,0.6,0.6,0.6,0.6,1.0,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.6,22.0
Harry,Bunn,MID,HUD,4500000,0,0,0.0,0.0,0.0,0,573,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,81,0,0,0,0,0,2,0,0,0,Watford,Southampton,Stoke,Burnley,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver,Burke,MID,WBA,5000000,0,8,0.47058823529411803,9.411764705882349e-08,1.6e-06,0,3175,0,2,0,0,0,0,0,1.6,27,-5,1,8,5,0.1,0,0.5,0,0,0,0,1,0.0,3429,0,0,0,0,68,14,-1,0,22,Man Utd,Stoke,Everton,Arsenal,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,6.5
Jack,Butland,GLK,STK,5000000,2,37,2.6,5.2e-07,7.400000000000001e-06,0,128481,0,29,0,38,0,0,0,7.4,1270,0,0,37,0,0.2,0,1.2,3,0,2,0,0,2.3,90810,0,0,0,1,1260,465,0,0,225,West Ham,West Brom,Huddersfield,Chelsea,Newcastle,3.5,3.0,1.9,2.2,2.4,1.5,3.3,2.7,1.8,3.1,1.6,2.3,1.9,2.1,1.5,2.7,2.4,2.7,1.9,3.9,1.9,28.2
Sam,Byram,DEF,WHU,4300000,0,0,0.0,0.0,0.0,0,8181,0,0,0,0,0,0,0,0.0,125,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,1341,0,0,0,0,0,11,0,0,0,Stoke,Newcastle,Bournemouth,West Brom,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Willy,Caballero,GLK,CHE,4800000,0,0,0.0,0.0,0.0,0,3886,0,0,0,0,0,0,0,0.0,55,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,641,0,0,0,0,0,15,0,0,0,Southampton,Everton,Brighton,Stoke,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yohan,Cabaye,MID,CRY,5400000,2,36,2.6,4.81481481481482e-07,6.66666666666667e-06,0,26727,3,19,0,0,0,0,0,6.7,589,-1,0,36,1,0.5,0,2.8,3,0,1,0,3,0.3,14971,0,0,0,0,1092,366,0,0,221,Leicester,Swansea,Arsenal,Man City,Southampton,1.5,2.2,2.8,1.5,1.7,2.5,1.3,1.6,2.8,1.9,2.2,2.3,1.5,1.5,2.1,1.9,2.5,1.7,2.4,1.5,2.8,88.3
Gary,Cahill,DEF,CHE,6200000,0,32,1.88235294117647,3.03605313092979e-07,5.16129032258064e-06,0,539989,0,10,0,0,0,0,0,5.2,7915,-3,0,32,3,0.5,0,2.8,1,0,4,0,0,3.2,59653,0,0,0,0,864,1280,0,1,179,Southampton,Everton,Brighton,Stoke,Arsenal,1.4,0.9,1.9,1.6,0.9,1.2,1.5,1.3,1.8,1.8,0.9,1.1,2.8,1.3,1.6,2.2,1.5,2.0,1.2,1.5,1.2,28.1
,Callum Wilson,FWD,BOU,5800000,2,28,1.6470588235294097,2.83975659229209e-07,4.82758620689655e-06,0,246714,0,3,0,0,0,3,0,4.8,34514,-2,1,28,2,0.7,0,4.2,3,0,3,0,0,2.4,363969,0,0,0,1,451,1891,-1,0,94,Liverpool,Man City,West Ham,Everton,Brighton,1.1,0.9,1.4,1.4,1.0,1.2,0.8,0.8,1.6,0.8,1.4,1.0,1.1,1.4,1.1,1.6,0.8,1.2,1.1,1.1,0.8,39.5
Dominic,Calvert-Lewin,FWD,EVE,5300000,1,56,3.3,6.226415094339621e-07,1.05660377358491e-05,0,224392,2,18,0,0,0,2,0,10.6,25637,3,0,56,-3,0.8,0,4.3,3,0,4,0,6,10.1,717165,0,0,0,1,1218,78449,0,0,152,Swansea,Chelsea,West Brom,Bournemouth,Man Utd,3.5,2.9,2.8,2.9,3.7,2.2,4.1,3.8,1.8,4.5,3.1,2.3,4.1,3.5,3.2,3.6,2.7,4.0,2.4,3.6,2.4,83.7
Geoff,Cameron,DEF,STK,4300000,2,16,0.941176470588235,2.1887824897400799e-07,3.72093023255814e-06,0,34415,0,13,0,0,0,0,0,3.7,226,-2,0,16,2,0.1,0,0.5,0,0,1,0,0,0.3,23160,0,0,0,0,668,399,0,0,105,West Ham,West Brom,Huddersfield,Chelsea,Newcastle,0.8,0.6,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,0.5,17.3
Emre,Can,MID,LIV,4800000,2,38,2.9,6.04166666666667e-07,7.91666666666667e-06,0,441738,5,17,0,0,0,1,0,7.9,17812,-2,0,38,2,0.6,0,2.7,1,0,4,0,3,4.2,279714,0,0,0,0,995,1143,0,0,204,Bournemouth,Arsenal,Swansea,Leicester,Burnley,0.0,1.6,3.3,2.7,1.9,1.7,2.8,2.0,2.5,2.2,3.5,3.1,1.4,2.3,1.9,2.5,3.1,2.1,2.8,1.9,2.8,53.9
Etienne,Capoue,MID,WAT,4900000,0,15,0.882352941176471,1.80072028811525e-07,3.0612244897959202e-06,0,282375,1,5,0,0,0,1,0,3.1,1983,-6,0,15,6,0.0,0,0.2,0,0,0,0,1,1.4,38420,0,0,0,0,228,173,0,0,59,Huddersfield,Brighton,Leicester,Swansea,Man City,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,19.6
Michael,Carrick,MID,MUN,4300000,0,0,0.0,0.0,0.0,0,93821,0,0,0,0,0,0,0,0.0,1381,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,1.0,70725,0,0,0,0,0,106,0,0,0,West Brom,Leicester,Burnley,Southampton,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andre,Carrillo,MID,WAT,5500000,3,31,2.1,3.8181818181818203e-07,5.6363636363636395e-06,0,3203,0,18,0,0,0,0,0,5.6,90,0,0,31,0,0.4,0,2.0,0,0,2,0,2,0.0,4104,0,0,0,0,801,223,0,0,137,Huddersfield,Brighton,Leicester,Swansea,Man City,2.0,1.3,1.3,1.8,1.0,1.3,1.4,1.4,1.1,1.5,1.9,1.6,1.1,1.1,1.6,1.4,1.5,1.6,1.2,1.6,1.0,42.8
Andy,Carroll,FWD,WHU,5800000,0,8,1.0,1.7241379310344802e-07,1.37931034482759e-06,0,45876,3,9,0,0,0,0,0,1.4,779,-2,1,8,2,0.1,0,0.5,0,0,3,0,0,0.2,46113,0,0,0,0,539,249,-1,1,1,Stoke,Newcastle,Bournemouth,West Brom,Tottenham,0.5,0.7,0.5,0.0,1.2,0.5,0.6,0.8,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.5,0.8,0.5,0.5,0.5,0.7,26.3
Tom,Carroll,MID,SWA,4400000,1,38,2.4,5.454545454545451e-07,8.63636363636364e-06,0,386824,2,16,0,0,0,0,0,8.6,12544,-1,0,38,1,0.3,0,1.5,2,0,6,0,1,4.3,314602,0,0,0,0,1263,2047,0,0,194,Everton,Crystal Palace,Liverpool,Watford,Tottenham,2.0,2.2,1.2,1.8,1.7,1.9,1.6,2.2,1.6,1.9,1.5,2.5,1.6,1.8,1.2,1.7,2.6,1.2,1.6,2.0,1.9,61.5
Cameron,Carter-Vickers,DEF,TOT,4500000,0,0,0.0,0.0,0.0,0,667,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,360,0,0,0,0,0,2,0,0,0,Man City,Burnley,Southampton,Swansea,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig,Cathcart,DEF,WAT,4400000,0,1,0.0588235294117647,1.33689839572193e-08,2.2727272727272702e-07,0,970,0,0,0,0,0,0,0,0.2,6,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.0,196,0,0,0,0,19,10,0,0,4,Huddersfield,Brighton,Leicester,Swansea,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Santiago,Cazorla,MID,ARS,6900000,0,0,0.0,0.0,0.0,0,1842,0,0,0,0,0,0,0,0.0,29,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,616,0,0,0,0,0,17,0,0,0,Newcastle,Liverpool,Crystal Palace,West Brom,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Petr,Cech,GLK,ARS,5400000,6,69,4.1,7.59259259259259e-07,1.27777777777778e-05,0,170601,0,20,0,36,0,0,0,12.8,3959,-1,0,69,1,0.9,0,4.8,4,0,8,0,0,5.2,96756,0,0,0,0,1530,5762,0,0,324,Newcastle,Liverpool,Crystal Palace,West Brom,Chelsea,5.2,5.5,4.0,3.6,5.4,3.0,6.1,3.1,4.7,3.3,4.4,3.9,5.5,2.7,5.6,5.2,3.2,6.1,2.5,5.6,3.2,30.4
,Cedric,DEF,SOU,4800000,0,39,2.6,5.41666666666667e-07,8.125e-06,0,615968,0,20,0,0,0,0,0,8.1,10073,-2,0,39,2,0.2,0,0.8,0,0,4,0,0,3.9,232681,0,0,0,0,1338,566,0,0,228,Chelsea,Huddersfield,Tottenham,Man Utd,Crystal Palace,2.5,3.1,2.2,1.7,3.8,3.0,2.5,2.9,2.4,2.5,2.3,2.5,2.1,2.1,2.6,1.7,2.4,1.8,2.1,1.5,1.7,57.3
Nacer,Chadli,MID,WBA,5600000,0,12,0.7058823529411771,1.2605042016806702e-07,2.1428571428571398e-06,0,38195,1,1,0,0,0,1,0,2.1,151,-4,1,12,4,0.0,0,0.0,3,0,1,0,0,0.2,9516,0,0,0,1,159,14,-1,0,26,Man Utd,Stoke,Everton,Arsenal,West Ham,0.0,0.0,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,8.4
Nathaniel,Chalobah,MID,WAT,4300000,0,12,0.7058823529411771,1.64158686730506e-07,2.7906976744186e-06,0,186255,1,7,0,0,0,0,0,2.8,1834,-2,0,12,2,0.0,0,0.0,0,0,3,0,0,0.9,125441,0,0,0,0,429,135,0,0,37,Huddersfield,Brighton,Leicester,Swansea,Man City,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,19.6
,Chamberlain,MID,LIV,5600000,1,34,2.0,3.5714285714285705e-07,6.0714285714285694e-06,0,218143,1,16,0,0,0,1,0,6.0,2202,-4,1,34,4,0.4,0,2.3,2,0,1,0,1,1.5,104333,0,0,0,0,766,823,-1,0,172,Bournemouth,Arsenal,Swansea,Leicester,Burnley,1.3,1.0,1.9,1.5,1.0,1.0,1.6,1.1,1.4,1.2,2.0,1.8,1.0,1.2,1.0,1.4,1.8,1.1,1.6,1.0,1.6,64.9
Calum,Chambers,DEF,ARS,4700000,0,0,0.0,0.0,0.0,0,18865,0,0,0,0,0,0,0,0.0,156,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.2,2640,0,0,0,0,0,126,0,0,0,Newcastle,Liverpool,Crystal Palace,West Brom,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Chicharito,FWD,WHU,6700000,1,42,3.5,5.22388059701493e-07,6.26865671641791e-06,0,1709335,3,21,0,0,0,4,0,6.3,6877,-3,0,42,3,0.0,0,0.2,6,0,4,0,0,7.0,1030192,0,0,0,2,908,6012,0,0,127,Stoke,Newcastle,Bournemouth,West Brom,Tottenham,3.5,4.5,2.9,0.0,6.8,2.4,4.4,5.0,2.9,3.8,2.3,2.7,3.9,4.1,4.0,2.2,5.0,1.8,3.7,2.8,4.6,58.1
Benjamin,Chilwell,DEF,LEI,4300000,2,22,1.29411764705882,3.00957592339261e-07,5.11627906976744e-06,0,21615,0,8,0,0,0,0,0,5.1,796,-2,0,22,2,0.5,0,2.0,0,0,2,0,0,0.5,24273,0,0,0,0,650,2708,0,0,117,Crystal Palace,Man Utd,Watford,Liverpool,Huddersfield,1.9,0.8,0.9,0.6,1.2,0.7,0.9,0.6,0.7,0.6,0.9,0.7,0.7,1.0,0.8,0.8,0.6,0.8,1.5,1.3,0.6,20.7
Hamza,Choudhury,MID,LEI,4500000,0,1,0.0588235294117647,1.30718954248366e-08,2.22222222222222e-07,0,72,0,0,0,0,0,0,0,0.2,18,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.0,122,0,0,0,0,7,21,0,0,2,Crystal Palace,Man Utd,Watford,Liverpool,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Eric Maxim,Choupo-Moting,MID,STK,5500000,1,63,3.7,6.727272727272729e-07,1.14545454545455e-05,0,440437,1,33,0,0,0,3,0,11.3,23293,0,1,63,0,0.6,0,3.2,6,0,2,0,3,4.2,612021,0,0,0,1,1336,8307,-1,0,169,West Ham,West Brom,Huddersfield,Chelsea,Newcastle,4.8,4.4,3.1,2.9,4.4,2.1,5.0,3.2,3.6,3.9,3.0,3.4,2.5,4.9,2.5,3.6,3.1,3.9,2.4,4.4,4.1,98.6
Andreas,Christensen,DEF,CHE,5600000,6,44,3.4,6.071428571428571e-07,7.857142857142861e-06,0,36688,0,8,0,0,0,0,0,8.0,4244,1,-1,44,-1,0.7,0,4.0,1,0,5,0,0,4.0,235681,0,0,0,0,953,33188,1,0,239,Southampton,Everton,Brighton,Stoke,Arsenal,3.5,2.3,4.4,3.8,2.6,3.1,3.8,3.3,4.2,4.2,2.5,2.9,5.0,3.3,3.9,4.9,3.6,4.6,3.1,3.8,3.1,30.7
Ciaran,Clark,DEF,NEW,4500000,0,40,3.1,6.88888888888889e-07,8.88888888888889e-06,0,166631,2,22,0,0,0,2,0,8.9,6409,0,0,40,0,0.4,0,1.7,4,0,2,0,0,1.9,201175,0,0,0,1,1115,302,0,0,204,Arsenal,West Ham,Man City,Brighton,Stoke,2.1,3.2,2.5,4.0,2.8,2.9,2.4,3.5,3.7,3.3,2.5,2.6,3.2,2.7,4.1,2.2,3.6,1.9,3.8,3.6,3.3,47.3
Jordy,Clasie,MID,SOU,4400000,0,0,0.0,0.0,0.0,0,17853,0,0,0,0,0,0,0,0.0,99,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,3987,0,0,0,0,0,6,0,0,0,Chelsea,Huddersfield,Tottenham,Man Utd,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom,Cleverley,MID,WAT,5000000,-1,47,2.8,5.6e-07,9.4e-06,0,76342,1,27,0,0,0,1,0,9.4,14104,0,0,47,0,0.4,1,2.2,3,0,5,0,2,0.8,98782,0,0,0,1,1496,83,0,1,244,Huddersfield,Brighton,Leicester,Swansea,Man City,0.0,2.1,2.2,2.7,1.7,2.0,2.2,2.3,1.8,2.3,3.0,2.6,1.8,1.8,2.5,2.2,2.3,2.5,1.9,2.5,1.6,73.1
Sam,Clucas,MID,SWA,4800000,0,23,2.3,4.79166666666667e-07,4.79166666666667e-06,0,5038,1,10,0,0,0,1,0,4.7,89,-2,1,23,2,0.1,0,0.7,0,0,2,0,0,0.0,5891,0,0,0,0,654,4,-1,0,107,Everton,Crystal Palace,Liverpool,Watford,Tottenham,1.9,2.1,1.2,1.7,1.6,1.8,1.5,2.1,1.5,1.8,1.4,2.3,1.5,1.7,1.2,1.6,2.4,1.2,1.5,1.8,1.8,21.0
Nathaniel,Clyne,DEF,LIV,5300000,0,0,0.0,0.0,0.0,0,26736,0,0,0,0,0,0,0,0.0,82,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.2,1175,0,0,0,0,0,16,0,0,0,Bournemouth,Arsenal,Swansea,Leicester,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack,Colback,MID,NEW,4300000,0,0,0.0,0.0,0.0,0,80059,0,0,0,0,0,0,0,0.0,2348,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,1.3,90825,0,0,0,0,0,507,0,0,0,Arsenal,West Ham,Man City,Brighton,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel,Coleman,GLK,HUD,4000000,0,0,0.0,0.0,0.0,0,43744,0,0,0,0,0,0,0,0.0,753,0,0,0,0,0.0,0,0.0,0,0,0,0,0,1.4,18916,0,0,0,0,0,330,0,0,0,Watford,Southampton,Stoke,Burnley,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seamus,Coleman,DEF,EVE,6400000,0,0,0.0,0.0,0.0,0,7982,0,0,0,0,0,0,0,0.0,74,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.2,797,0,0,0,0,0,18,0,0,0,Swansea,Chelsea,West Brom,Bournemouth,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James,Collins,DEF,WHU,4300000,0,8,0.47058823529411803,1.0943912448700399e-07,1.86046511627907e-06,0,16081,0,3,0,0,0,0,0,1.9,124,-2,0,8,2,0.0,0,0.0,0,0,1,0,0,0.1,6698,0,0,0,0,237,52,0,0,44,Stoke,Newcastle,Bournemouth,West Brom,Tottenham,0.2,0.2,0.2,0.0,0.4,0.2,0.2,0.6,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.7
Francis,Coquelin,MID,ARS,4400000,0,5,0.294117647058824,6.68449197860963e-08,1.13636363636364e-06,0,33930,0,5,0,0,0,0,0,1.1,598,-1,0,5,1,0.0,0,0.2,0,0,0,0,0,0.6,14460,0,0,0,0,148,196,0,0,29,Newcastle,Liverpool,Crystal Palace,West Brom,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.4
