FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Darren,Randolph,GLK,WHU,4500000,0,0,0.0,0.0,0.0,0,847,0,0,0,0,0,0,0,0.0,23,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,93,0,0,0,0,0,4,0,0,0,Man City,Chelsea,Arsenal,Stoke,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angel,Rangel,DEF,SWA,3900000,0,1,0.0714285714285714,1.83150183150183e-08,2.56410256410256e-07,0,527097,0,0,0,0,0,0,0,0.3,10574,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,11.2,212948,0,0,0,0,2,7573,0,0,3,Stoke,West Brom,Man City,Everton,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Marcus,Rashford,FWD,MUN,7700000,1,53,3.8,4.935064935064929e-07,6.883116883116879e-06,0,551325,0,6,0,0,0,3,0,6.9,66691,2,0,53,-2,0.3,0,2.5,5,0,7,0,4,8.5,656517,0,0,0,0,891,12051,0,0,195,Arsenal,Man City,Bournemouth,West Brom,Leicester,1.9,4.3,4.8,3.3,3.0,4.2,4.5,3.2,5.5,2.8,2.4,5.5,3.0,3.5,3.3,4.9,2.9,4.4,2.8,5.4,3.1,5.0,2.9,4.1,83.8
Nathan,Redmond,MID,SOU,6100000,2,33,2.5,4.0983606557377e-07,5.40983606557377e-06,0,338162,1,14,0,0,0,0,0,5.4,4790,-4,0,33,4,0.2,0,1.5,2,0,3,0,2,2.2,76806,0,0,0,0,965,873,0,0,141,Bournemouth,Arsenal,Leicester,Chelsea,Huddersfield,2.2,2.5,2.1,1.9,2.7,1.7,1.2,2.4,2.0,1.8,1.8,1.8,1.8,1.9,1.9,2.0,2.5,1.9,1.3,1.6,1.8,2.3,2.2,1.2,76.1
Winston,Reid,DEF,WHU,4900000,1,26,2.4,4.89795918367347e-07,5.30612244897959e-06,0,59988,3,21,0,0,0,0,0,5.3,2082,-1,0,26,1,0.2,0,0.8,3,0,3,0,0,0.7,12583,0,0,0,0,976,38,0,0,176,Man City,Chelsea,Arsenal,Stoke,Newcastle,0.0,2.2,2.9,1.7,2.5,1.5,1.6,2.8,1.7,2.2,3.6,1.9,2.3,1.4,1.5,2.3,2.5,2.4,1.8,2.4,1.2,1.7,1.2,2.2,25.5
Declan,Rice,DEF,WHU,4400000,1,5,0.3571428571428571,8.11688311688312e-08,1.13636363636364e-06,0,1520,0,7,0,0,0,0,0,1.1,48,-1,0,5,1,0.1,0,0.3,0,0,0,0,0,0.0,1651,0,0,0,0,177,37,0,0,31,Man City,Chelsea,Arsenal,Stoke,Newcastle,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.4
,Richarlison,MID,WAT,6600000,2,74,5.3,8.03030303030303e-07,1.1212121212121199e-05,0,439803,2,24,0,0,0,5,0,11.2,40753,6,0,74,-6,0.9,0,5.8,4,0,5,0,5,20.4,1438291,0,0,0,2,1188,56941,0,0,198,Tottenham,Burnley,Crystal Palace,Huddersfield,Brighton,5.1,6.6,6.3,6.8,5.9,5.5,6.2,5.0,5.1,6.4,6.5,4.6,6.6,7.0,5.8,5.1,5.0,6.0,5.0,6.3,6.3,6.0,6.1,4.5,118.0
Jairo,Riedewald,DEF,CRY,4700000,0,4,0.28571428571428603,6.0790273556231e-08,8.51063829787234e-07,0,15156,0,4,0,0,0,0,0,0.9,124,-3,0,4,3,0.0,0,0.0,0,0,0,0,0,0.1,529,0,0,0,0,124,17,0,0,27,West Brom,Bournemouth,Watford,Leicester,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.5
Matt,Ritchie,MID,NEW,5700000,11,55,3.9,6.84210526315789e-07,9.64912280701754e-06,0,362689,3,18,0,0,0,0,0,9.6,8097,-3,0,55,3,0.8,0,4.3,6,0,3,0,7,3.1,344901,0,0,0,1,1220,5044,0,0,257,Chelsea,Leicester,Everton,Arsenal,West Ham,3.4,4.3,5.5,2.4,3.5,2.8,4.0,3.4,4.9,2.4,3.9,3.3,4.2,4.0,2.4,4.0,3.1,5.3,3.4,5.0,4.0,4.6,3.7,3.6,90.2
Andrew,Robertson,DEF,LIV,4600000,0,11,0.7857142857142858,1.7080745341614899e-07,2.3913043478260897e-06,0,107104,0,1,0,0,0,0,0,2.4,1666,-4,0,11,4,0.0,0,0.0,3,0,1,0,0,0.8,58330,0,0,0,0,180,133,0,0,47,Brighton,Everton,West Brom,Bournemouth,Arsenal,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.7,0.4,0.4,0.4,0.4,0.4,0.5,11.8
Paul,Robinson,GLK,BUR,4500000,0,0,0.0,0.0,0.0,0,304,0,0,0,0,0,0,0,0.0,13,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,53,0,0,0,0,0,2,0,0,0,Leicester,Watford,Stoke,Brighton,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel,Robles,GLK,EVE,4300000,0,0,0.0,0.0,0.0,0,7142,0,0,0,0,0,0,0,0.0,130,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.2,821,0,0,0,0,0,36,0,0,0,Huddersfield,Liverpool,Newcastle,Swansea,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hal,Robson-Kanu,FWD,WBA,4900000,6,16,1.14285714285714,2.33236151603499e-07,3.26530612244898e-06,0,41554,1,7,0,0,0,2,0,3.3,1262,-1,0,16,1,0.4,0,2.0,1,0,0,0,0,0.5,27411,0,0,0,0,339,8463,0,1,52,Crystal Palace,Swansea,Liverpool,Man Utd,Stoke,1.0,0.6,0.6,0.7,0.7,1.0,0.7,0.6,0.7,0.6,0.6,0.6,0.6,0.9,0.6,0.7,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,26.2
Joe,Rodon,DEF,SWA,4000000,0,0,0.0,0.0,0.0,0,872,0,0,0,0,0,0,0,0.0,141,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2302,0,0,0,0,0,282,0,0,0,Stoke,West Brom,Man City,Everton,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jay,Rodriguez,FWD,WBA,5600000,0,32,2.5,4.4642857142857105e-07,5.71428571428571e-06,0,153831,2,18,0,0,0,2,0,5.7,5669,-4,0,32,4,0.3,0,1.5,0,0,4,0,0,0.8,68139,0,0,0,0,1112,1946,0,0,88,Crystal Palace,Swansea,Liverpool,Man Utd,Stoke,3.2,1.8,1.4,2.5,2.5,3.1,2.6,1.8,2.5,2.0,1.8,2.2,1.4,2.9,2.2,2.6,1.9,2.0,2.1,1.2,2.5,1.9,2.1,2.1,51.0
Marcos,Rojo,DEF,MUN,5400000,0,0,0.0,0.0,0.0,0,4486,1,2,0,0,0,0,0,0.0,896,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,8307,0,0,0,0,90,1389,0,0,7,Arsenal,Man City,Bournemouth,West Brom,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6
Sergio,Romero,GLK,MUN,4800000,0,0,0.0,0.0,0.0,0,5364,0,0,0,0,0,0,0,0.0,78,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,838,0,0,0,0,0,29,0,0,0,Arsenal,Man City,Bournemouth,West Brom,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salomon,Rondon,FWD,WBA,6000000,2,26,2.0,3.3333333333333304e-07,4.33333333333333e-06,0,87763,2,16,0,0,0,2,0,4.3,4073,-5,0,26,5,0.4,0,2.5,0,0,0,0,0,0.9,40160,0,0,0,0,788,6096,0,0,65,Crystal Palace,Swansea,Liverpool,Man Utd,Stoke,2.3,1.2,1.0,1.8,1.8,2.2,1.8,1.3,1.8,1.4,1.2,1.6,1.0,2.1,1.6,1.8,1.3,1.4,1.5,1.0,1.7,1.3,1.5,1.5,32.9
Wayne,Rooney,FWD,EVE,7300000,15,57,4.8,6.57534246575342e-07,7.80821917808219e-06,0,1070310,3,16,0,0,0,7,0,7.9,8815,-2,-1,57,2,0.6,1,4.3,12,0,2,0,0,10.7,756441,0,0,0,1,907,148852,1,0,249,Huddersfield,Liverpool,Newcastle,Swansea,Chelsea,7.1,3.9,4.8,5.8,4.8,5.2,4.9,6.6,4.0,7.1,6.6,2.9,7.2,5.5,4.5,6.5,5.7,5.7,6.4,4.7,6.7,4.3,6.0,4.8,87.2
Danny,Rose,DEF,TOT,6400000,1,7,0.5,7.8125e-08,1.09375e-06,0,20825,0,2,0,0,0,0,0,1.1,677,-1,0,7,1,0.3,0,1.8,0,0,1,0,0,0.3,10234,0,0,0,0,180,855,0,0,43,Watford,Stoke,Brighton,Man City,Burnley,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,11.3
Liam,Rosenior,DEF,BHA,3900000,0,3,0.214285714285714,5.49450549450549e-08,7.69230769230769e-07,0,140979,0,3,0,0,0,0,0,0.8,5555,-1,0,3,1,0.0,0,0.0,0,0,0,0,0,3.6,173265,0,0,0,0,163,16818,0,0,22,Liverpool,Huddersfield,Tottenham,Burnley,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.6
Wayne,Routledge,MID,SWA,5200000,1,8,0.5714285714285711,1.0989010989011e-07,1.53846153846154e-06,0,4511,1,3,0,0,0,0,0,1.5,69,-3,0,8,3,0.1,0,0.5,0,0,1,0,0,0.1,1204,0,0,0,0,162,17,0,0,15,Stoke,West Brom,Man City,Everton,Crystal Palace,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,4.7
Antonio,Rudiger,DEF,CHE,5800000,15,45,4.5,7.758620689655171e-07,7.75862068965517e-06,0,89162,3,8,0,0,0,1,0,7.8,1847,-2,0,45,2,0.7,0,4.0,6,0,4,0,1,2.0,52422,0,0,0,1,834,18390,0,0,217,Newcastle,West Ham,Huddersfield,Southampton,Everton,5.3,5.6,5.4,5.1,3.9,6.0,5.2,4.0,4.6,5.8,4.8,6.5,5.9,3.8,4.4,6.4,5.5,5.3,6.4,5.5,6.6,5.1,5.7,5.1,29.0
Mathew,Ryan,GLK,BHA,4500000,9,55,3.9,8.66666666666667e-07,1.2222222222222199e-05,0,23737,0,14,0,40,0,0,0,12.2,2156,0,0,55,0,1.1,0,5.0,4,0,5,0,0,1.0,36354,0,0,0,1,1260,5757,0,0,260,Liverpool,Huddersfield,Tottenham,Burnley,Watford,5.1,4.0,3.8,4.5,4.5,4.2,3.7,4.3,4.1,4.3,4.1,5.6,4.1,4.2,5.3,2.7,3.1,4.1,5.8,4.5,4.7,4.1,4.7,3.5,28.1
Abdelhamid,Sabiri,MID,HUD,5000000,0,9,0.6428571428571429,1.28571428571429e-07,1.8000000000000001e-06,0,811,1,4,0,0,0,0,0,1.8,22,0,0,9,0,0.1,0,0.3,0,0,1,0,1,0.0,890,0,0,0,0,187,8,0,0,26,Everton,Brighton,Chelsea,Watford,Southampton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,12.2
Henri,Saivet,MID,NEW,4400000,0,0,0.0,0.0,0.0,0,1887,0,0,0,0,0,0,0,0.0,74,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,2195,0,0,0,0,0,44,0,0,0,Chelsea,Leicester,Everton,Arsenal,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diafra,Sakho,FWD,WHU,5500000,1,17,1.21428571428571,2.2077922077922102e-07,3.09090909090909e-06,0,13058,2,9,0,0,0,1,0,3.1,728,0,0,17,0,0.2,0,1.0,1,0,0,0,1,0.2,12431,0,0,0,0,204,411,0,0,47,Man City,Chelsea,Arsenal,Stoke,Newcastle,0.6,0.6,0.9,0.7,0.9,0.6,0.6,1.0,0.6,0.8,1.2,0.6,0.6,0.6,0.6,0.6,0.9,0.7,0.6,1.0,0.6,0.7,0.6,1.1,13.4
Mamadou,Sakho,DEF,CRY,4900000,9,31,3.9,7.959183673469391e-07,6.326530612244901e-06,0,12543,1,15,0,0,0,1,0,6.3,1503,-1,0,31,1,1.1,0,5.5,8,0,1,0,1,0.9,47474,0,0,0,1,720,24194,0,0,173,West Brom,Bournemouth,Watford,Leicester,Swansea,3.8,4.5,4.7,2.9,3.4,5.5,3.7,3.8,4.7,2.5,3.8,4.9,2.4,4.9,4.9,3.8,3.7,5.2,3.3,5.5,4.7,4.3,3.8,5.4,25.3
Bakary,Sako,MID,CRY,4900000,0,7,0.5,1.0204081632653099e-07,1.4285714285714301e-06,0,4001,0,5,0,0,0,0,0,1.4,144,-1,0,7,1,0.1,0,0.3,0,0,0,0,0,0.1,2438,0,0,0,0,149,104,0,0,21,West Brom,Bournemouth,Watford,Leicester,Swansea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.2
Mohamed,Salah,MID,LIV,9800000,13,108,7.7,7.857142857142859e-07,1.1020408163265301e-05,0,926130,0,13,0,0,0,12,0,11.1,3614,8,-1,108,-8,1.3,1,12.8,12,0,4,0,3,52.9,2326327,0,0,0,5,1041,240980,1,0,307,Brighton,Everton,West Brom,Bournemouth,Arsenal,7.8,11.6,11.6,9.0,6.7,11.0,11.3,9.0,8.4,9.2,8.0,10.8,9.0,11.6,11.5,5.9,9.3,8.3,8.2,11.2,8.6,10.8,8.8,10.8,163.7
Renato,Sanches,MID,SWA,4700000,1,14,1.8,3.8297872340425503e-07,2.97872340425532e-06,0,148915,1,6,0,0,0,0,0,3.0,2551,-3,0,14,3,0.3,0,1.5,0,0,2,0,0,0.5,166360,0,0,0,0,502,343,0,0,53,Stoke,West Brom,Man City,Everton,Crystal Palace,1.1,1.3,0.9,1.3,1.4,0.9,1.2,1.1,1.2,1.0,1.5,1.1,1.0,0.9,1.5,1.0,1.1,0.9,1.1,1.7,0.9,0.9,1.3,1.1,19.7
Alexis,Sanchez,MID,ARS,11800000,8,56,5.1,4.3220338983050795e-07,4.745762711864409e-06,0,231871,3,9,0,0,0,4,0,4.7,14435,-2,0,56,2,0.6,0,6.8,5,0,5,0,3,2.7,208869,0,0,0,1,794,4851,0,0,169,Man Utd,Southampton,West Ham,Newcastle,Liverpool,0.0,4.0,3.9,7.4,6.5,3.7,3.8,6.1,4.6,7.6,5.2,7.6,3.4,4.9,3.3,5.5,3.8,6.6,6.6,4.2,7.6,2.6,6.5,3.7,114.0
Davinson,Sanchez,DEF,TOT,6000000,1,38,3.5,5.83333333333333e-07,6.33333333333333e-06,0,19191,0,8,0,0,0,0,0,6.3,2924,0,0,38,0,0.4,0,2.5,0,0,5,0,0,0.7,42983,0,0,0,0,901,2198,0,0,213,Watford,Stoke,Brighton,Man City,Burnley,4.4,4.0,4.5,2.7,3.6,3.8,4.9,3.2,3.6,3.6,4.0,3.0,4.6,4.1,5.0,3.1,4.0,3.6,3.6,2.9,3.8,3.8,3.5,3.5,26.9
,Sandro,FWD,EVE,7100000,0,8,0.5714285714285711,8.04828973843058e-08,1.1267605633802798e-06,0,69885,0,7,0,0,0,0,0,1.1,408,-4,0,8,4,0.0,0,0.3,0,0,1,0,0,0.4,5639,0,0,0,0,229,136,0,0,13,Huddersfield,Liverpool,Newcastle,Swansea,Chelsea,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,7.8
Leroy,Sane,MID,MCI,8900000,0,81,6.2,6.96629213483146e-07,9.10112359550562e-06,0,766587,3,7,0,0,0,6,0,9.0,333220,4,1,81,-4,0.3,0,2.5,10,0,4,0,6,23.4,1695607,0,0,0,3,852,19993,-1,0,263,West Ham,Man Utd,Swansea,Tottenham,Bournemouth,8.9,5.1,8.4,7.3,8.3,7.8,7.3,6.0,5.7,8.4,8.1,7.6,7.8,5.8,6.7,7.4,7.3,7.7,7.5,6.9,8.1,7.5,9.1,7.6,106.5
Sean,Scannell,MID,HUD,4500000,0,0,0.0,0.0,0.0,0,2763,0,0,0,0,0,0,0,0.0,28,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,135,0,0,0,0,0,1,0,0,0,Everton,Brighton,Chelsea,Watford,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ezequiel,Schelotto,DEF,BHA,4400000,0,3,0.214285714285714,4.87012987012987e-08,6.81818181818182e-07,0,528,0,0,0,0,0,0,0,0.7,27,-1,0,3,1,0.1,0,0.3,0,0,0,0,0,0.0,625,0,0,0,0,30,23,0,0,9,Liverpool,Huddersfield,Tottenham,Burnley,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.3
Christopher,Schindler,DEF,HUD,4600000,0,37,2.8,6.08695652173913e-07,8.04347826086956e-06,0,223394,3,20,0,0,0,0,0,8.0,4958,1,0,37,-1,0.2,0,0.8,7,0,4,0,1,2.9,303392,0,0,0,2,1136,721,0,1,254,Everton,Brighton,Chelsea,Watford,Southampton,1.4,3.6,2.9,2.7,2.1,3.2,3.0,1.5,3.9,2.1,3.4,1.4,2.9,2.1,1.9,2.8,4.2,1.8,2.2,3.0,2.1,2.8,1.5,3.6,46.8
Jeffrey,Schlupp,DEF,CRY,4700000,6,20,1.7,3.6170212765957397e-07,4.255319148936171e-06,0,12843,2,18,0,0,0,0,0,4.3,515,-3,0,20,3,0.5,0,2.5,0,0,1,0,0,0.2,4311,0,0,0,0,957,411,0,0,116,West Brom,Bournemouth,Watford,Leicester,Swansea,0.0,1.3,1.3,0.8,0.9,1.7,1.0,1.0,1.3,0.8,1.0,1.4,0.8,1.5,1.5,1.0,0.9,1.6,0.8,1.7,1.4,1.2,1.0,1.7,37.3
Kasper,Schmeichel,GLK,LEI,5000000,2,52,3.7,7.4e-07,1.04e-05,0,105357,2,20,0,45,0,0,0,10.4,3719,0,0,52,0,0.4,0,2.0,6,0,3,0,0,4.2,117044,0,0,1,1,1260,5841,0,0,270,Burnley,Newcastle,Southampton,Crystal Palace,Man Utd,4.1,3.4,3.8,5.6,4.4,4.7,3.3,5.4,3.9,4.1,2.5,3.8,2.9,4.3,3.9,3.8,4.9,4.1,4.3,3.8,4.2,4.3,5.2,3.6,35.9
Morgan,Schneiderlin,MID,EVE,4700000,0,14,1.6,3.4042553191489397e-07,2.97872340425532e-06,0,48790,1,17,0,0,0,0,0,2.9,662,-3,1,14,3,0.2,0,0.8,0,0,1,0,0,0.5,15212,0,0,0,0,734,281,-1,1,109,Huddersfield,Liverpool,Newcastle,Swansea,Chelsea,1.6,0.8,0.8,1.4,0.9,0.8,0.9,1.1,0.8,1.3,1.2,0.8,1.4,0.8,0.8,1.0,0.8,0.8,1.0,1.0,1.3,0.8,1.0,0.8,18.5
Kyle,Scott,MID,CHE,4400000,0,0,0.0,0.0,0.0,0,4368,0,0,0,0,0,0,0,0.0,100,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,4579,0,0,0,0,0,52,0,0,0,Newcastle,West Ham,Huddersfield,Southampton,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xherdan,Shaqiri,MID,STK,6100000,2,61,4.7,7.704918032786891e-07,1e-05,0,304758,2,27,0,0,0,3,0,10.2,15570,1,-1,61,-1,1.2,0,7.3,7,0,1,0,5,7.8,488877,0,0,0,1,1079,77788,1,0,237,Swansea,Tottenham,Burnley,West Ham,West Brom,6.1,4.4,5.0,6.3,5.7,4.7,4.9,5.9,3.2,6.5,4.0,5.6,5.0,4.8,5.0,3.5,6.8,3.6,5.0,5.0,4.9,3.5,6.0,6.1,96.5
Luke,Shaw,DEF,MUN,4900000,0,0,0.0,0.0,0.0,0,4182,0,0,0,0,0,0,0,0.0,140,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,2220,0,0,0,0,0,80,0,0,0,Arsenal,Man City,Bournemouth,West Brom,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan,Shawcross,DEF,STK,4800000,1,24,2.7,5.625e-07,5e-06,0,61299,0,13,0,0,0,0,0,5.0,848,-2,0,24,2,0.4,0,1.8,0,0,2,0,1,0.9,19403,0,0,0,0,810,3109,0,0,125,Swansea,Tottenham,Burnley,West Ham,West Brom,2.3,2.3,2.5,3.3,3.0,2.4,2.5,2.6,1.5,3.5,2.4,2.2,3.1,1.9,2.5,1.8,2.3,1.6,2.6,2.5,2.5,2.1,4.0,2.3,34.5
Jonjo,Shelvey,MID,NEW,5300000,1,18,1.6,3.0188679245283e-07,3.39622641509434e-06,0,75723,2,14,0,0,0,0,0,3.4,1590,-2,0,18,2,0.2,0,1.3,1,0,1,0,1,0.4,13914,0,0,0,0,730,259,0,1,93,Chelsea,Leicester,Everton,Arsenal,West Ham,0.8,1.1,1.6,0.8,0.8,0.8,1.0,0.8,1.3,0.8,0.9,0.8,1.0,1.0,0.8,1.0,0.8,1.5,0.8,1.3,1.0,1.2,0.9,0.8,40.8
,Sheyi Ojo,MID,LIV,5000000,0,0,0.0,0.0,0.0,0,1465,0,0,0,0,0,0,0,0.0,6,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,52,0,0,0,0,0,0,0,0,0,Brighton,Everton,West Brom,Bournemouth,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve,Sidwell,MID,BHA,4300000,0,0,0.0,0.0,0.0,0,19001,0,0,0,0,0,0,0,0.0,353,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,1808,0,0,0,0,0,211,0,0,0,Liverpool,Huddersfield,Tottenham,Burnley,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gylfi,Sigurdsson,MID,EVE,8000000,5,38,2.9,3.625e-07,4.75e-06,0,312012,1,26,0,0,0,1,0,4.8,2501,-5,0,38,5,0.7,0,5.5,3,0,1,0,2,2.2,97255,0,0,0,0,1029,8093,0,0,176,Huddersfield,Liverpool,Newcastle,Swansea,Chelsea,3.7,1.4,2.1,3.4,2.4,1.9,2.3,2.8,1.7,3.1,3.0,1.4,3.4,2.1,2.0,2.7,1.9,1.8,2.6,2.7,3.3,1.9,2.7,2.0,70.6
Danny,Simpson,DEF,LEI,4500000,2,33,2.4,5.33333333333333e-07,7.33333333333333e-06,0,169453,0,20,0,0,0,0,0,7.3,4536,0,0,33,0,0.3,0,1.5,0,0,3,0,0,3.8,113018,0,0,0,0,1243,8744,0,0,212,Burnley,Newcastle,Southampton,Crystal Palace,Man Utd,2.1,1.7,2.0,3.6,2.3,2.5,1.6,3.0,2.0,2.1,1.2,2.0,1.4,2.3,2.0,2.0,2.7,2.1,2.3,2.0,2.2,2.8,2.9,1.8,39.8
Jack,Simpson,DEF,BOU,4000000,0,0,0.0,0.0,0.0,0,250,0,0,0,0,0,0,0,0.0,165,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1195,0,0,0,0,0,629,0,0,0,Southampton,Crystal Palace,Man Utd,Liverpool,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joshua,Sims,MID,SOU,4400000,0,0,0.0,0.0,0.0,0,4551,0,0,0,0,0,0,0,0.0,120,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,4872,0,0,0,0,0,28,0,0,0,Bournemouth,Arsenal,Leicester,Chelsea,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
